idx,sentence,essay_id,essay_type,CU0,CU1,CU2,CU3,CU4,CU5
,"This is because potential energy and height have a direct relationship making it so when one of them increases, the other one does to.",P1_06_26_22-23,E1R,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"Kinetic energy and Potential energy add up to the total amount of energy, total energy.",P1_06_26_22-23,E1R,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,The conservation of energy law states that energy cannot be created or distroyed.,P1_06_26_22-23,E1R,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,"At the top of drop the potential energy has the total amount of energy, but as the car goes down the drop it tranfers into kinetic energy.",P1_06_26_22-23,E1R,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,If you put a hill that is 4 meters tall then there will simply not be enough to get over the hill.,P1_06_26_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,Also the more mass the car has the more energy because potential energy is height x mass x gravity.,P1_06_26_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,the hill height being 4 meters will also add more excitment while also being shorter than the intial drop allowing the car to make it the whole ride.,P1_07_10_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,In all of the expriiments we did the drop height increasing increased the potential energy and the same with the car mass.,P1_07_10_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,"The higher the initial drop is, the more potential energy the car will have.",P1_07_10_22-23,E1R,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"The hill height set to 4 meters will also add more excitement while also being shorter than the initial drop, If the hill height was higher than the initial drop, the car wouldn't have enough energy to make it up the hill.",P1_07_10_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,Mass is both in kinetic and potential energy's' formulas so the more mass you have the faster it will go because the total energy will be higher.,P1_07_10_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,The amount of energy during the initial drop correlates with the height of it.,P6_03_13_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"If you want a hill, it needs to be lower than the initial drop.",P6_03_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,All of the KE will transfer into PE before the car makes it over and the cart will lose it's speed.,P6_03_13_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"When i did a hill height of 4 meters and an initial drop of 5 meters, the car made it to the end.Keep in mind that the total amount of energy never changes.",P6_03_13_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,Energy cannot be created or destroyed.,P6_03_13_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,"When the car is going up, it's losing KE and speed but gaining PE.",P6_03_13_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"If you want more energy and more speed, you should have a car with a higher mass.",P6_03_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,"If you want the car to have more KE at the bottom and more PE at the top, choose a high initial drop.",P6_03_13_22-23,E1R,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"If you want a hill, it needs to be lower than the initial drop.",P6_03_13_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,Keep in mind that the total amount of energy never changes.,P6_03_13_22-23,E1R,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,Total energy is the amount of PE + KE on any point of the coaster.,P6_03_13_22-23,E1R,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,Energy cannot be created or destroyed.,P6_03_13_22-23,E1R,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,"When the car is going up, it's losing KE and speed but gaining PE.",P6_03_13_22-23,E1R,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"If you want more energy and more speed, you should have a car with a higher mass.",P6_03_13_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,"Here are some important things for you all to know:

Firstly, the higher the initial drop height is the more potential energy the car will have at the top and the more kinetic energy it will have at the bottom of the coaster.",P6_04_12_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"Additionally, when a car is at the top of a hill there is only potential energy and no kinetic.",P6_04_12_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,As the car moves down the hill that potential energy begins to convert to kinetic energy and by the time the car reaches the bottom there is only kinetic energy and no potential.,P6_04_12_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,The total amount of energy will stay the same.,P6_04_12_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,It states that energy cannot be created nor destroyed only converted from one type to another.,P6_04_12_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,Another thing to know is that the more mass a roller coaster car has the more potential energy it has at the top and the more kinetic energy it has at the bottom.,P6_04_12_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,Possibly the most important thing to know is that a roller coaster car cannot reach the end of the coaster if it has a hill that has a height that is higher or equal to the initial drop height.,P6_04_12_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,There simply is not enough energy for the car to make it up a hill that is taller than the initial drop height.,P6_04_12_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,"Here are some important things for you all to know:

Firstly, the higher the initial drop height is the more potential energy the car will have at the top and the more kinetic energy it will have at the bottom of the coaster.",P6_04_12_22-23,E1R,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,As the car moves down the hill that potential energy begins to convert to kinetic energy and by the time the car reaches the bottom there is only kinetic energy and no potential.,P6_04_12_22-23,E1R,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,The total amount of energy will stay the same.,P6_04_12_22-23,E1R,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,It states that energy cannot be created nor destroyed only converted from one type to another.,P6_04_12_22-23,E1R,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,Another thing to know is that the more mass a roller coaster car has the more potential energy it has at the top and the more kinetic energy it has at the bottom.,P6_04_12_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,Possibly the most important thing to know is that a roller coaster car cannot reach the end of the coaster if it has a hill that has a height that is higher or equal to the initial drop height.,P6_04_12_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,There simply is not enough energy for the car to make it up a hill that is taller than the initial drop height.,P6_04_12_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,"E1: If I were to design a roller coaster for the Gonzales theme park, i tell them the height of the initial drop must be higher than the hill that comes after it because if is not, the amount of total energy would be the same for both hills and with all the Potential energy, it still wouldn't be enough to get to the top of the hill.",P6_04_15_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,The relationship between kinetic energy and potential energy is at the top of a hill there will be more potential energy than Kinetic but as the car moves down the track the Potential energy and Kinetic Energy flip and at the bottom of the hill is where the Kinetic energy will be more than the potential energy.,P6_04_15_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,I would tell them.,P6_04_15_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,The relationship between kinetic energy and potential energy is at the top of a hill there will be more potential energy than Kinetic.,P6_04_15_22-23,E1R,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,As the car moves it keeps the total energy the same but only changes the kinetic energy and potential energy.,P6_04_15_22-23,E1R,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,We will make it 5 meters high because we have learned that the higher the drop the more PE the car will have to make it to the end.,P1_05_19_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"As the PE at the top of the initial drop decreased, the KE at the top of the initial drop increased which helped me notice how they had an indirect relationship.",P1_05_19_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,As PE went down the drop it decreased and changed into KE which increased the KE energy as it went down the hill.,P1_05_19_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"For example, when the PE was 2,443 J and the KE was 0 J the total was still 2,443 J because there was no friction changing the energy into other mechanical forms and no energy could be destroyed or created.",P1_05_19_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,"On the other hand, when the drop height was the same or less than the hill height, the car could not make it over the hill because there was not enough PE.",P1_05_19_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,When the mass of the car increased then the PE also increased and the KE increased as well.,P1_05_19_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,We will make it 5 meters high because we have learned that the higher the drop the more PE the car will have to make it to the end.,P1_05_19_22-23,E1R,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"As the PE at the top of the initial drop decreased, the KE at the top of the initial drop increased which helped me notice how they had an indirect relationship.",P1_05_19_22-23,E1R,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,As PE went down the drop it decreased and changed into KE which increased the KE energy as it went down the hill.,P1_05_19_22-23,E1R,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"For example, when the PE was 2,443 J and the KE was 0 J the total was still 2,443 J because there was no friction changing the energy into other mechanical forms and no energy could be destroyed or created.",P1_05_19_22-23,E1R,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,"On the other hand, when the drop height was the same or less than the hill height, the car could not make it over the hill because there was not enough PE.",P1_05_19_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,When the mass of the car increased then the PE also increased and the KE increased as well.,P1_05_19_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,I believe it's in your best interest for your initial drop height to be higher than your first hill.,P5_04_19_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,"I believe it's in your best interest for your initial drop height to be higher than your first hill, in my research 5m resulted in the best chance of making it over the first hill while 2m had the lowest chance of making it over the first hill, along with it being boring, it just doesn't work.",P5_04_19_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,The reason why I explain PE and KE is that these two things create the total number of energy.,P5_04_19_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,The greater the height of the initial drop the more total energy.,P6_06_06_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,(PE+KE=TE) At the top of a track that has a higher initial drop height there is a larger amount of PE present (there would be 0 KE present).,P6_06_06_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,"At the bottom of that same track there will be the same amount of total energy, just converted to KE.",P6_06_06_22-23,E1,unacceptable,acceptable,acceptable,unacceptable,unacceptable,unacceptable
,Any hills on this coaster need to be lower then the initial drop height for the car to go over.,P6_06_06_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,The law of conservation states that energy can't be created so when the initial drop height is lower than the hill there is not enough energy for the car to go over the hill.,P6_06_06_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,The more mass the car has the greater the amount of total energy.,P6_06_06_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,"The greater amount of energy has to come from somewhere, as the law of conservation says, energy can't be created or destroyed.",P6_06_06_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,The total energy would equal the amounts of KE and PE.,P6_06_06_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,Any hills on this coaster need to be lower than the initial drop height for the car to go over.,P6_06_06_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,"This is because when I tested the drop height at 5 meters, the PE was 2209 Joules at the top, and KE was 2209 Joules at the bottom.",P1_06_23_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,But when I put the drop height at 2 meters the PE was only 883 Joules at the top and the KE was only 883 Joules at the bottom.,P1_06_23_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,This is because KE and PE equal TE.,P1_06_23_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,One way to get high TE is to have a car with a big mass.,P1_06_23_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,The hill needs to be smaller than the initial drop in order to make it to the very end of the ride.,P1_06_23_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,As the car goes down the drop the PE will go down and the KE will go up.,P1_06_23_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,The law of conservation of energy states that energy can't be created nor destroyed.,P1_06_23_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,And the reason why the initial drop is so much bigger than the hill is because the initial has to have more PE than the hill at the top of it so it can make it over the hill.,P5_07_10_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,The flat area also shows that the total energy is just the PE + the KE energy,P5_07_10_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,And the reason why the initial drop is double the size of the hill is because if the the PE on top of the hill is the same as the PE on the top of the initial drop then it won't go over.,P5_07_10_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,The flat area also shows that the total energy is 2933 which is just all the PE and KE connected.,P5_07_10_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,The more mass you have the more PE you will have which makes the ride faster.,P5_04_20_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,The PE at the top of the hill was 2934 and as it moved down the hill all of that energy transferred into KE you can see this because at the bottom of the hill the KE was 2932 while the PE was 2.,P5_04_20_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,For example in my data trials the PE at the top of the hill was 2934 but at the bottom of the hill it was 2 and the KE was 2932 so this proves that the energy was transferred and didn't get destroyed it also proves that energy can't be created.,P5_04_20_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,This means the PE transfers to KE when the roller coaster is going down the initial drop.,P5_07_03_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"The hills have to be below the height of the initial drop because if the hills are higher or the same of the initial drop, the coaster will not make it over the hill.",P5_07_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,"The reason I want them tall is because the higher the hill, the more PE.",P5_07_03_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"This shows that the higher the hill, the more PE which also means more KE as explain previously.",P5_07_03_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,If the coaster has a higher mass the more energy.,P5_07_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,"The initial drop will be at 50 meters because the height of the initial drop affects the amount of energy, the higher the height the more the energy.",P5_07_03_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"This means the PE transfers to KE when the roller coaster is going down the initial drop, also called energy transformation.",P5_07_03_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,The law of conservation of energy also proves this.,P5_07_03_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,"The hills have to be below the height of the initial drop because if the hills are higher or the same height of the initial drop, the coaster will not make it over the hill.",P5_07_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,If the coaster has a higher mass it will have more energy.,P5_07_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,But make sure that your hill is smaller than your drop or you won be able to make it over.,P6_04_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,"It will also need a hill to make it exiting, but the hill will need to be a lower hight than the initial drop hight to ensure that the cart makes it to the end of the ride.",P6_07_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,"The higher the initial drop hight, the more PE it will have at the top, then the energy will transfer into KE at the bottom because energy cant be created or destroyed, only transfered.",P6_07_11_22-23,E1,acceptable,acceptable,unacceptable,acceptable,unacceptable,unacceptable
,"But in the end, there will still be the same amount of total energy.",P6_07_11_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,"If the cart had less mass, it would not have as much energy, for example, a cart with a mass of 43 kg had 1701 J total energy.",P6_07_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,"But no mater where the cart is on the ride, the PE plus KE will always equal the total energy.",P6_07_11_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,"If the car is much heavier, it will have a lot of energy, but it wont have as much if it is light.",P6_07_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,"This is because the more height an object has, the more potential energy it has.",P1_01_17_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,The total energy stayed at 2443 Joules.,P1_01_17_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,"It is at that because the Law of Conservation of Energy states that energy can not be created or destroyed, but it can convert between different types of energy.",P1_01_17_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,"In a frictionless roller coaster, the energy is constantly changing from PE to KE depending on the height and motion of the car.",P1_01_17_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,Another recommendation I have for the roller coaster is to have the hill height lower than the initial drop height.,P1_01_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,"I recommend this because the more mass an object has, the more PE it has.",P1_01_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,"This shows that the relationship between PE and KE is that as the car moves down the hill, the PE energy converts to KE.",P1_01_17_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"It also shows that the total energy will always stay the same, even while PE and KE are constantly converting into each other.",P1_01_17_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,The initial drop has to be higher than the hill height because the rollercoaster will not make it over the hill if they are the same.,P5_03_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,The Law of Conservation of Energy is: Energy can not be created or destroyed.,P5_03_22_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,"Once the cars start to move down the initial drop, the PE will get lower and will turn into KE which will get higher.",P5_03_22_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"When both of the cars go down the hill, their energy will transfer from PE to KE and KE to PE over and over again.",P5_03_22_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,The total energy will never change.,P5_03_22_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,"The higher the initial drop is, the more energy you will have, and based on the mass of the car, the faster it will go.",P5_03_22_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,This means that when I increase the weight of the cart the PE also increases,P1_07_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,Since energy can't be created or destroyed there would always be the same amount of total energy throughout the coaster.,P1_07_11_22-23,E1,unacceptable,unacceptable,acceptable,acceptable,unacceptable,unacceptable
,The relationship between PE and KE is that at the top of the hill there is only PE but as the roller coaster goes through the tracks that PE gets converted into KE.,P1_07_11_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"The higher the drop height, the greater the potential energy will be which will then raise the kinetic energy and also the total amount of energy of the coaster.",P6_06_08_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"But then when the car starts to move, the stored energy is then put into motion, bringing up the KE and lowering the PE.",P6_06_08_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"I also know that anytime throughout the ride on the coaster, the PE and KE will always equal the total amount of energy, even if the PE and KE change.",P6_06_08_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,"The Law of Conservation of Energy states that energy can not be created nor destroyed, and the roller coaster ride proves this law.",P6_06_08_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,Another very important thing to take into consideration is that the initial drop height needs to be greater than the hill height or else the car won't be able to get over the hill successfully.,P6_06_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,"The last but not least thing that I learned is that the more mass the car has, the greater amount of PE, KE, and total energy the roller coaster will have.",P6_06_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,"The higher the drop height, the greater the potential energy (PE) will be which will then raise the kinetic energy (KE) and also the total amount of energy of the coaster.",P6_06_08_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"This happened because, at the top of the roller coaster, there is a ton of stored-up energy (PE) in the car because it's not moving.",P6_06_08_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"The last but not least thing that I learned is that the more mass the roller coaster car has, the greater amount of PE, KE, and total energy the roller coaster will have.",P6_06_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,You will not have enuff PE to make it over a hill/loop with a greater height than the initial drop.,P6_07_23_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,This just proves that more height more PE more mass more PE the initial drop has to be higher than the hill or I won't make it over the hill.,P6_07_23_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,"We have done some tests with mass we first tested a car with 40kg its PE was at 1763 then we tested a car at 60kg its PE was 2644 almost 1,000 differences in PE just because of mass, more mass more energy.",P6_07_23_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,This just proves that more height more PE more mass more PE the initial drop has to be higher than the hill or I won't make it over the hill.,P6_07_23_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,Energy cant be made nor destroyed it can only be transferred when the KE goes up the PE goes down when the PE goes up the KE goes down and TE is just how much the PE was at first at the initial drop.,P6_07_23_22-23,E1,unacceptable,acceptable,unacceptable,acceptable,unacceptable,unacceptable
,The total energy of the drop between PE and KE was 1222. jewels When the car was going down the drop PE went down in energy and KE went up in energy.,P1_01_14_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
