idx,sentence,essay_id,essay_type,CU0,CU1,CU2,CU3,CU4,CU5
,"The higher the initial drop height, the more total energy there will be, which means there is a lot of potential energy at the top of the initial drop, (PE), and kinetic energy, (KE).",P6_03_01_22-23,E1R,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"At the top of the initial drop height, there will be an amount of PE, but as the cart moves down the drop the PE will be converted to KE.",P6_03_01_22-23,E1R,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"The energy will always stay the same do to the law of conservation of energy, which says that energy can not be created nor destroyed, but can be converted to different types.",P6_03_01_22-23,E1R,unacceptable,unacceptable,acceptable,acceptable,unacceptable,unacceptable
,This shows that the hill can not be the same height or higher then the initial drop.,P6_03_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,"The more mass, the more total energy there is.",P6_03_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,The reason we make the initial drop height higher than the loop is because if the loop is taller you will not have enough energy.,P6_03_12_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,"The higher you go the more PE you have, and the more PE you have the more KE you have.",P6_03_12_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,Because energy cannot be created or destroyed only transferred from one form of energy to another the amount of energy will stay the same and stay lower than the amount needed to get around the loop.,P6_03_12_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,The more mass the car has the more PE it will have at the top of the drop.,P6_03_12_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,The reason we make the initial drop height higher than the loop is because if the loop is taller you will not have enough energy.,P6_03_12_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,"The higher you go the more PE you have, and the more PE you have the more TE you have.",P6_03_12_22-23,E1R,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,In other words PE+KE=TE.,P6_03_12_22-23,E1R,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,Because energy cannot be created or destroyed only transferred from one form of energy to another the amount of energy will stay the same and stay lower than the amount needed to get around the loop.,P6_03_12_22-23,E1R,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,The more mass the car has the more PE it will have at the top of the drop.,P6_03_12_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,"This was at the beginning of the ride, when PE and KE are added they should always equal the TE.",P6_06_13_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,This shows that the total energy stays the same the whole ride.,P6_06_13_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,The Law of Conservation of Energy states that energy cannot be created or destroyed.,P6_06_13_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,When a hill is added to a rollercoaster the hill's height has to be less than the initial drop or the car will not make it over.,P6_06_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,"When a rollercoaster car goes down the initial drop and then up a hill, the energy is converted back and forth from KE and PE.",P6_06_13_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,The mass of the rollercoaster car also affects the KE and PE.,P6_06_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,"For example, a car of 40kg has a total energy of 1567 while a car of 60kg has a total energy of 2350.",P6_06_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,"This was at the beginning of the ride, when PE and KE are added they should always equal the TE.",P6_06_13_22-23,E1R,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,This shows that the total energy stays the same the whole ride.,P6_06_13_22-23,E1R,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,The Law of Conservation of Energy states that energy cannot be created or destroyed.,P6_06_13_22-23,E1R,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,When a hill is added to a rollercoaster the hill's height has to be less than the initial drop or the car will not make it over.,P6_06_13_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,"When a roller coaster car goes down the initial drop and then up a hill, the energy is converted back and forth from KE and PE.",P6_06_13_22-23,E1R,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,The mass of the roller coaster car also affects the KE and PE.,P6_06_13_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,"For example, a car of 40kg has a total energy of 1567 J while a car of 60 kg has a total energy of 2350 J.",P6_06_13_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,"So far, we've learned that the initial drop height should be as high as possible- the more energy, the better.",P6_06_02_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,A heavier car will create more energy.,P6_06_02_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,"At any point in the ride, the potential & kinetic energy should always equal the total energy, thanks to the law of Conservation of Energy.",P6_06_02_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,"For both the initial drop & hill, the greater the height, the more energy.",P6_06_02_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"Additionally, the greater mass, the more energy.",P6_06_02_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,"Finally, when the car is moving down the drop or down the hill, KE goes up and PE goes down.",P6_06_02_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"So far, we've learned that the initial drop height should be as high as possible- the more energy, the better.",P6_06_02_22-23,E1R,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,A hill height of 4m is the perfect choice because the hill height has to be less than the initial drop.,P6_06_02_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,A heavier car will create more total energy.,P6_06_02_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,"At any point in the ride, the potential & kinetic energy should always equal the total energy.",P6_06_02_22-23,E1R,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,This is thanks to the law of Conservation of Energy which states that energy cannot be created or destroyed.,P6_06_02_22-23,E1R,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,"Additionally, the greater mass, the more energy.",P6_06_02_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,"Finally, when the car is moving down the drop or down the hill, KE goes up and PE goes down.",P6_06_02_22-23,E1R,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"E1: We started at a release height of 2 then we tested 3,4 and 5. each time we tested the roller coaster and the greater the height was greater the PE at the top.But the KE at the top was always 0.As the cart went down the hill the PE went down and the KE went up.",P1_01_06_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,The energy basically switched so if the PE at the top was 997 J the KE at the top was 0 J then the PE at the bottom was 0 J and the KE at the bottom was 977 J.,P1_01_06_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,The total energy is always all the energy added up and PE is energy before the cart goes down the hill and KE is energy after the hill.,P1_01_06_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,When we added the hill we learned that the hill always had to be smaller then the first drop or the cart would not make it over the hill.The weight of the cart has a lot to do with if the cart makes it to the finish or not it the cart was heavier it had more energy.,P1_01_06_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,acceptable
,each time wee raised the height there was more PE at the top.But the KE at the top was always 0.As the cart went down the hill the PE went down and the KE went up.,P1_01_06_22-23,E1,acceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,When we added the hill we learned that the hill always had to be smaller then the first drop or the cart would not make it over the hill.The weight of the cart has a lot to do with if the cart makes it to the finish or not it the cart was heavier it had more energy.The transformation of energy is when the roller coaster is at the top it has PE and no KE and at the bottom it has KE and no PE,P1_01_06_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,acceptable
,"This is because when my drop height is taller than my hills and loops, the car will make it to the end of the ride.",P1_05_12_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,"I noticed with my trials, the higher the height the more PE, KE and TE.",P1_05_12_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"Next, while the car is moving down the drop, the PE will transform into KE.",P1_05_12_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,This is because the Law of Conservation of Energy states that energy cannot be created nor destroyed.,P1_05_12_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,This is because they transform into each other.,P1_05_12_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,PE turns into KE and KE turns into PE.,P1_05_12_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,The Law of Conservation of Energy states that energy cannot be created or destroyed.,P1_07_06_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,The same thing happens to KE.,P1_07_06_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"The relationship between PE, KE, and total energy is that both PE and KE add up to create total energy.",P1_07_06_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,The Law of Conservation of Energy states that energy cannot be created or destroyed.,P1_07_06_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,you want to make it as heavy as you can cause that has the most energy pe and ke and total that will bring you the most.,P5_03_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,cause it has more potential energy at the top.,P5_03_05_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,for the weight of the cart.,P5_03_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,When you have an initial drop you start with all the potential energy (PE) has you start to go down the drop your PE transfers in Kinetic energy (KE).,P5_04_02_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,We found out that the initial drop needs to be higher than the hill in order to make it to the end.,P5_04_02_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,The more your cart weighs on your ride the more potential energy it will have.,P5_04_02_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,The less your cart weighs the less energy your cart will have stored.,P5_04_02_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,Potential energy and Kinetic energy always equal to the total energy stored in an object (PE+KE=TE).,P5_04_02_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,The law of conservation of energy is that energy cannot be created nor destroyed.,P5_04_02_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,This means our ride will go faster because as our car moves down the track all of that PE on the top if the intial will convert into KE.,P6_06_17_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,The energy all adds up this because of the law of consevation of energy wich states that energy can not be created or destroyed it just is converted.,P6_06_17_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,This showed me that the hill height had to be less than the drop height.,P6_06_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,As I tested these weights I noticed that the higher weights had the most J of energy.,P6_06_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,"Since the total energy is just the sum of the kinetic and potential energy, that means having a higher drop will give the coaster more total energy.",P1_02_16_22-23,E1,acceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,This happens because the Law of Conservation of Energy tells us that energy cannot be created or destroyed.,P1_02_16_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,I think this would be best for the roller coaster because the hill needs to be shorter than the initial drop in order for the cart to make it over.,P1_02_16_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,"Since the total energy is the sum of the kinetic and potential energy, that means having a higher drop will give the coaster more total energy.",P1_02_16_22-23,E1,acceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,"More weight means that there will be more potential energy at the top of the drop, which leads to more total energy.",P1_02_16_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,"This is important because the higher the Initial drop height, means the higher the total amount of energy.",P6_03_18_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"As the cart moves through the ride, the Potential energy converts to Kinetic energy, because as the Law of Conservation of Energy states, energy cannot be created or destroyed.",P6_03_18_22-23,E1,unacceptable,acceptable,unacceptable,acceptable,unacceptable,unacceptable
,"The hill cannot be higher than the initial drop height, otherwise the cart will not make it over the hill.",P6_03_18_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,"Data showed that the higher the mass of the cart, the more total energy the cart would have.",P6_03_18_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,The total amount of energy is the amount of Potential and Kinetic Energy in total.,P6_03_18_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,"In the simulation, I found that the higher the release height the more potential energy the coaster car has at the top of the initial drop, and the lower the initial drop release height the lower the potential energy.",P5_06_09_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,As the coaster car goes down the drop all the energy moves or switches into kintetic energy.,P5_06_09_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"I found that the initial drop had to be taller than the the hill following that initial drop, if the hill was higher or the same as the drop the coaster car would not make it over.",P5_06_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,"I found that the heavy-mass car (60kg) had the most potential energy but was the slowest when tested, compared to the car with the least mass, in this case 40kg.",P5_06_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,"In the simulation, I found that the higher the release height the more potential energy the coaster car has at the top of the initial drop, and the lower the initial drop release height is the lower the potential energy.",P5_06_09_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,As the coaster car goes down the drop all the energy changes into kinetic energy to give the rollercoaster the power to make it over the hill.,P5_06_09_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,I found that the initial drop had to be taller than the hill following that initial drop.,P5_06_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,I found that the heavy-mass car (60kg) had the most potential energy but was the slowest when tested.,P5_06_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,"During these simulations, I have learned that energy cannot be created nor destroyed but it can change, according to the law conservation of energy.",P5_06_09_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,It works well with the 5 ft drop because it is smaller than the drop so it wont need the energy we dont have to get up the hill and make it over.,P1_01_10_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,Like the law states energy can not be created or destroyed it can only transform from one energy to another.,P1_01_10_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,"So when there is PE at the top of the hill and the car goes down, it forms into KE.",P1_01_10_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"The total energy that we have at the top of the hill is the same through out the entire ride, it never changes.",P1_01_10_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,The mass of the car should be at least 50 kg because the more mass there is the more PE there is and we need a lot of energy to be able to get the coaster through the whole ride.,P1_01_10_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,The higher the hill the ore PE you will have.,P1_01_10_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"Fo example 977 PE at the top of the hill and when The total energy that we have at the top of the hill is the same through out the entire ride, it never changes.",P1_01_10_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,E1: My recommendation is we start our roller coaster at the height of 5 because the higher the drop is the more total energy it has.,P1_01_07_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,At the top of the initial drop the PE will have all the energy at the bottom the energy will have converted into KE but the total energy stays the same.,P1_01_07_22-23,E1,unacceptable,acceptable,acceptable,unacceptable,unacceptable,unacceptable
,The hill height needs to be less than the height of the initial drop otherwise there will not be enough energy and it wont make it over the hill.,P1_01_07_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,E1R: My recommendation is we start our roller coaster at the height of 5 because the higher the drop is the more total energy it has.,P1_01_07_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,The hill height needs to be less than the height of the initial drop.,P1_01_07_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,"This is because the higher the drop height the more energy that is being generated, so that would mean it would be able to last the whole ride and have a greater.",P1_06_15_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"The relationship of PE, KE, and TE is that TE is the combined amount of (PE + KE).",P1_06_15_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,The relationship between drop height and hill height has to make sure hill height is never greater than initial drop height.,P1_06_15_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,"If the cart has a greater mass, the greater the PE and KE will be.",P1_06_15_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,"E1: The initial drop height of my roller coaster is 5 meters, because the higher the drop the more PE there is to get it through the rest of the roller coaster.",P1_07_17_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"The PE at the top and the KE at the bottom are the same because of the law of conservation of energy, which states that energy cannot be created nor destroyed only transform from one form into another.",P1_07_17_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,The PE transferred into KE as the car was going down the hill.,P1_07_17_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,So the total energy will not change even as the car is moving.,P1_07_17_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
