idx,sentence,essay_id,essay_type,CU0,CU1,CU2,CU3,CU4,CU5
54.0,"So, for example, energy throughout a roller coaster is not getting destroyed it's either switching or the friction is turning into mechanical energy which turns into other forms of energy like heat+ thermal energy, and sound energy.",P1_01_09_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
755.0,Potential energy can be defined as the energy stored in an object which transforms into kinetic energy when in motion.,P1_02_06_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
251.0,The height of 2 m had a PE of 997 J.,P1_02_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
487.0,But when I tested the 5.00 drop and the 2.00 it would be a boring ride.The best option to put the hill at is 4.25 because it was shorter than the 5.00 initial drop but high enough to still be thrilling.,P5_04_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
381.0,When the car mass is 50 the PE top of the initial drop (5m) would be 1958 J and KE bottom of Drop would be 1955 J.,P1_05_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
291.0,For example when I had a drop height.,P6_03_07_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
457.0,You also need to have enough energy from the initial drop to make it all the way to the end of the roller coaster.,P5_04_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,the amount of energy is constant.,P1_01_01_22-23,E1R,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,The relationship between the initial drop will always make it over the hill if the hill is shorter then the initial drop.,P1_01_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,The drop height relates to pe because pe would be greater if higher and same with ke and the bottom.,P1_01_09_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,But once the cart goes through the rollercoaster it gets flip-flopped and kinetic energy becomes bigger number by a lot because the cart just was moving very fast and a lot.,P1_01_09_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,The total energy is kinetic energy and potential energy together and the total energy is usually around the same number as it was at the top of the drop and at the bottom.,P1_01_09_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,The Law of Conservation of Energy states that energy cannot be created or destroyed.,P1_01_09_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,My group has our initial drop higher a couple of meters higher than the hill because if the drop was the same or shorter it would be risky and unsafe.,P1_01_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,It would also be less likely for the cart to make it over the hill because it doesn't have enough energy/kinetic energy to get all the way up and down the hill.,P1_01_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,Whenever something has more mass it will have more energy.,P1_01_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,The drop height relates to pe because pe would be greater if higher and the same with ke and the bottom.,P1_01_09_22-23,E1R,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,So like for our roller coaster since it drops from a high height it has lots of potential energy at the start and then has a bunch of kinetic energy at the bottom.,P1_01_09_22-23,E1R,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,The Total energy is the potential and kinetic energy added together throughout the whole experiment.,P1_01_09_22-23,E1R,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,But once the cart goes through the rollercoaster it gets flip-flopped and kinetic energy becomes bigger number by a lot because the cart just was moving very fast and a lot.,P1_01_09_22-23,E1R,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,The Law of Conservation of Energy states that energy cannot be created or destroyed.,P1_01_09_22-23,E1R,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,My group has our initial drop higher a couple of meters higher than the hill because if the drop was the same or shorter it would be risky and unsafe.,P1_01_09_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,Whenever something has more mass it will have more energy.,P1_01_09_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,"The pe of the 5 m drop was 2443J but when I decreased the height to 4 m the pe was 1955J, the pe, ke, and total energy will always be the same as long as the ride ends on the ground.",P1_05_03_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,The greater the mass the more pe and ke the car will have.,P1_05_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,When the height has increased the pe will increase with it.,P1_05_03_22-23,E1R,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,The total energy is the same as the pe at the top and the ke at the bottom.,P1_05_03_22-23,E1R,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,The greater the mass the more pe and ke the car will have.,P1_05_03_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,When adding hills in roller coasters you need to make sure the initial drop is higher then the hill or the cart will not be able to go over it.,P5_07_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,Our car mass is 60 because the more mass the cart has the more energy it has to go faster and farther.,P5_07_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,When adding hills in roller coasters you need to make sure the initial drop is higher then the hill or the cart will not be able to go over it.,P5_07_09_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,The Law of conservation energy is energy cannot be created or destroyed it can only be transferred.,P5_07_09_22-23,E1R,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,"So with PE , KE and total energy the PE at the top will usually be similar to the KE at the bottom, and the total energy all throughout.",P5_07_09_22-23,E1R,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,Our car mass is 60 because the more mass the cart has the more energy it has to go faster and farther.,P5_07_09_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,This will make the cart reach the end because the drop needs to be taller than the loops for the cart to make it all the way around.,P6_07_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,I know this because the higher the initial drop the more total energy there is.,P6_07_08_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"This decreases the KE, and the KE and PE equal the TE which effects the full energy.",P6_07_08_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,"The mass also effects the ride and energy because when the mass is greater, it has more energy and the lower the mass the less energy.",P6_07_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,This will make the cart reach the end because the drop needs to be taller than the loops for the cart to make it all the way around.,P6_07_08_22-23,E2R,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,I know this because the higher the initial drop the more total energy there is.,P6_07_08_22-23,E2R,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"This decreases the KE, and the KE and PE equal the TE which effects the full energy.",P6_07_08_22-23,E2R,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,"The mass also effects the ride and energy because when the mass is greater, it has more energy and the lower the mass the less energy.",P6_07_08_22-23,E2R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,If you are going to add hills onto it the roller coaster you need to make sure that the hill is smaller than the initial drop height or else your cart will not be able to make it over.,P5_03_18_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,"The cart mass also comes into this, if you have a lighter car it will have less PE at the top and less KE at the bottom of the drop.",P5_03_18_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,If you are going to add hills onto it the roller coaster you need to make sure that the hill is smaller than the initial drop height or else your cart will not be able to make it over.,P5_03_18_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,"The cart mass also comes into this, if you have a lighter car it will have less PE at the top and less KE at the bottom of the drop.",P5_03_18_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,Once you get closer towards the bottom the energy starts to transfer from one to another.,P5_03_18_22-23,E1R,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,And once you get towards the bottom that PE transforms into KE.,P5_03_18_22-23,E1R,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"From this information, the higher the release height the more PE at the initial drop at the top.",P1_02_05_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,PE is the energy ready to release and when the cart starts moving it slowly starts changing into KE which is energy when the cart is moving.,P1_02_05_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,The Law of Conversation of Energy says that energy cant be made or destroyed.,P1_02_05_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,For the hill height i would recommend a height that is lower than the initial height because it would have enough KE to get over.,P1_02_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,"The relationship between mass, PE, and KE is the more mass the more energy/KE/PE.",P1_02_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,PE changes into KE when the cart goes down the ride.The Law of Conversation of Energy says that energy cant be made or destroyed.,P1_02_05_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,For the hill height I would recommend a height that is lower than the initial height because it would have enough KE to get over.,P1_02_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,"The reason for the high initial drop height is that throughout our testing, we found that the higher the height, the more potential energy the coaster has, and more potential energy, means more kinetic energy.",P5_07_21_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"But if the hills height is shorter than the initial drop height, then the coaster car will make it to the other side.",P5_07_21_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,"And the reason for the coaster cars being heavy, is that through out our testing we found that the heavier the car, the more potential energy it has that can be converted to kinetic energy.",P5_07_21_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,"The reason for the high initial drop height is that throughout our testing, we found that the higher the height, the more potential energy the coaster has, and more potential energy, means more kinetic energy, as in the right conditions, potential energy is transferred into kinetic energy.",P5_07_21_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"This is because of the law of conservation of energy, it states that energy cant be created or destroyed, so if the hill is the same height as the drop, it will not have enough energy to reach the other side",P5_07_21_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,Then there will be a hill of 50 m. The reason I have the hill as 50 m is because a hill has to be shorter than initial drop height because otherwise there won't be enough energy to go over the hill.,P6_03_07_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,Because PE and KE added together equal the total amount of energy.,P6_03_07_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,And the initial drop affects the amount of PE because the higher the drop height the larger amount of PE there is.,P6_03_07_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,And the more PE there is at the top the more KE there is at the bottom of the drop because all the PE from the top transfers to KE.,P6_03_07_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,This happens because the Law of Conservation of Energy which means that energy cannot be created or destroyed it can only be transferred.,P6_03_07_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,So since the total amount of energy is the PE and KE combined the total energy never changes because the energy is only transferred.,P6_03_07_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,Then there will be a hill of 4 m. The reason I have the hill as 4 m is because a hill has to be shorter than initial drop height because otherwise there won't be enough energy to go over the hill.,P6_03_07_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,Because PE and KE added together equals the total amount of energy.,P6_03_07_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,This is because all the PE from the top transfers to KE.,P6_03_07_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,Because the larger the mass the more energy.,P6_03_07_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,I learned that a roller coaster's hills cannot be equal to or greater than the height of the initial drop.,P6_06_19_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,This is because of the law of conservation of energy.,P6_06_19_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,"This means that during the ride, the total energy available will stay the same.",P6_06_19_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,"When the cart drops its PE is converted to KE, and as it climbs up the hill KE is converted to PE.",P6_06_19_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,Total energy is the sum of PE and KE.,P6_06_19_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,At the top of the release all the energy is PE.,P6_06_19_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,Once the ride begins to fall that PE is converted to KE.,P6_06_19_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,No energy is created or destroyed so what happens to the mass at the bottom?,P1_05_17_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,"KE and PE are the amount of energy in the sim, which means the mass depends on KE and PE.",P1_05_17_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,The height and PE are related because the higher the height the greater the PE will be at the top of the hill.,P1_05_17_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,Ke and PE are related because PE at the top of the hill turns into KE at the bottom and the leftover energy goes to thermal because you can't destroy energy or create it.,P1_05_17_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,E1: I would tell the Gonzales family to have the initial drop at 4.00 m. Because the drop is at 4.00 m the hill height can be either 4.00 m or anything under that because of the drop.,P6_07_16_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,"Because of the Law of Conservation of Energy, which states energy can not be created nor destroyed, the energy gets transferred as you go down the drop.",P6_07_16_22-23,E1,unacceptable,acceptable,unacceptable,acceptable,unacceptable,unacceptable
,E1R: I would tell the Gonzales family to have the initial drop at 4.00 m. Because the drop is at 4.00 m the hill height can be either 4.00 m or anything under that because of the drop.,P6_07_16_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,The more mass the more energy your cart will have.,P6_07_16_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,And the more height you have your drop and hill the more the total energy will be.,P6_07_16_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,The total energy is made up by adding your PE and KE.,P6_07_16_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,This is because the more height you have you will have a larger PE on the top and a higher KE at the bottom.,P1_06_06_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"Having a curtain height of a hill it important, in order to make it up a hill the hill has to be smaller than the initial drop but if it is taller or the same height it will not make it over.",P1_06_06_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,"This is because of the Law of Conservation of Energy, this states that energy can't be created or destroyed.",P1_06_06_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,That is because the energy will be transformed into KE on the way down because at the to of the drop KE joules is at 0 but at the bottom KE is at 2666 joules.,P1_06_06_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"The total energy doesn't change tho it will always stay at the same number it is just put into didn't a different energy, for example PE it put into KE or thermal energy.",P1_06_06_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,This is because the more height you have you will have the more significant PE on the top and a higher KE at the bottom.,P1_06_06_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"Having a curtain height of a hill is essential, in order to make it up a hill the hill has to be smaller than the initial drop but if it is taller or the same height it will not make it over.",P1_06_06_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,"This is because of the Law of Conservation of Energy, which states that energy can't be created or destroyed.",P1_06_06_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,"That is because the energy will be transformed into KE on the way down because, at the top of the drop KE joules are at 0 but at the bottom, KE is at 2666 joules.",P1_06_06_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"The total energy doesn't change tho it will always stay at the same number it is just put into didn't different energy, for example, PE is put into KE or thermal energy.",P1_06_06_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,"The mass of the cart also matters, with a larger mass, there will be more energy.",P1_06_06_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,My reason for why there should be a high initial drop is because it increases the amount of potential energy on the ride.,P5_03_11_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"Because of the law of conservation of energy, energy cannot be created or destroyed.",P5_03_11_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,My reason for why the hill should be shorter than the initial drop is because the car will not make it to the end of the ride.,P5_03_11_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,"Due to it's higher mass the potential energy rises, this also causes kinetic energy to be greater as when the car moves it's potential energy converts to be kinetic energy as it goes downhill.",P5_03_11_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,acceptable
,When the drop is higher there is more Potential energy stored.,P5_04_09_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,Then when the cart drops the stored PE converts into Kinetic energy allowing the cart to get to the end.,P5_04_09_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"But when you are building a hill, the hill cannot be higher than the initial drop.",P5_04_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,"The Law of Conservation states, ¨Energy cannot be created or destroyed This means that the total energy will always stay the same no matter if the potential energy is higher or the kinetic.",P5_04_09_22-23,E1,unacceptable,unacceptable,acceptable,acceptable,unacceptable,unacceptable
,The car with the greatest mass will have the greatest Potential energy at the top of the initial drop.,P5_04_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,"The Law of Conservation states, ¨Energy cannot be created or destroyed This means that the total energy will always stay the same no matter if the potential energy is higher or the kinetic.",P5_04_09_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,This is because I will need the loops and hills to be smaller than the initial drop height because the conservation law of energy states that energy can't be created or destroyed.,P1_05_02_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,acceptable,unacceptable
,"Also, the greater the initial drop the more PE there is at the top, and that energy will eventually transfer into KE at the bottom.",P1_05_02_22-23,E1,acceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,This also shows that the PE and the KE combined will always equal the TE since the law of conservation of energy.,P1_05_02_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,The more mass the more PE at the top of the drop and the more KE at the bottom of the drop.,P1_05_02_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,This is because when the drop height is higher the total energy is higher.,P1_07_03_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,This is because when the hill height was lower the car made it to the end but when the hill height was higher the car didn't make it to the end.,P1_07_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,This is because when the mass is higher the total energy is higher.,P1_07_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,More mass gives more energy.,P5_07_23_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,The initial height needs to be higher than the hill.,P5_07_23_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,PE + KE = TE My data supports this equation because in the Hill simulation my roller coaster had 2444 J of PE at the top of the initial drop.,P5_07_23_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,The law of conservation of energy states that whatever energy you start with you end with.,P5_07_23_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,"I have learned with my experiments that I have been doing that you want the initial drop height to be higher so, it can produce more energy.",P6_07_06_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,I learned that you should have the initial drop height be higher than the hill you have on the roller coaster.,P6_07_06_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,"And you want to have a car mass that is greater so, more energy will be produced.",P6_07_06_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,Essentially the higher the drop the more potential energy.,P1_02_03_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,When going down the hill potential energy transfers into kinetic energy and in a test with friction energy also turns into useless energy like heat or sound because the energy cant be destroyed.,P1_02_03_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,We need the initial drop height to be higher than the hill height.,P1_02_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,"This is because the greater the height, the greater the energy.",P1_07_02_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,The PE and KE always add up to be the total energy.,P1_07_02_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,"As the car goes down the drop, the PE transforms into KE.",P1_07_02_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,The total energy will always stay the same (when there is no friction) throughout the trial because energy cannot be created or destroyed.,P1_07_02_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,"When I added a hill, it always had to be lower than the drop height or else the car couldn't make it to the end.",P1_07_02_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,"When the mass goes up, the PE goes up.",P1_07_02_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,"For example, the drop height was 5 meters and the hill was 3 meters, the car made it over the hill with ease.",P1_07_02_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,"We would need to have are hill heights shorter than the initial drop, there would be enough potential energy to get over all hills and inversions.",P6_04_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,What I believe is the best for them to do is make a roller coaster with a tall drop height example 5.00 m. The higher the drop the more PE it will have the smaller the drop the less PE it will have.,P6_06_14_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,The hill height will have to be something smaller than the initial drop height because the coaster will not make it over and people will not want to ride the coaster.,P6_06_14_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,While the roller coaster is going down the hill that pe from the tall drop is turning into kinetic energy which means that the energy that can be potentially stored up is being used.,P6_06_14_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,More mass means more PE and more KE so I believe that the mass of the coaster shouldn't be too heavy or too light.,P6_06_14_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,"What I believe is the best for them to do is make a roller coaster with a tall drop height example 5.00 m. compared to a different roller coaster at 3.65M the roller coaster with the higher meters will have more PE, The higher the drop the more PE it will have the smaller the drop the less PE it will have.",P6_06_14_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,And potential energy means how much energy can be in an object another thing to keep in mind is that the law of conservation of energy states that energy cannot be created or destroyed.,P6_06_14_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,"KE+PE=TE, the relationship between KE and PE is they can transform into one another.",P6_06_14_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,E1: The initial drop must be higher than the hill because the data show that 5 meters can't go over 5 meters hill.,P6_06_26_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,E1R: Dear Gonzales family from my trials the initial drop must be higher than the hill because the data show that 5 meters initial drop can't go over 5 meters hill but it could go over 3.75 meters so the hill has to be smaller that 5 meters and the car mass matters,P6_06_26_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
