idx,sentence,essay_id,essay_type,CU0,CU1,CU2,CU3,CU4,CU5
,"Now that you know some of the vocabulary, and ideas of the project we can get into the details of our study.",P5_03_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,The first step in our design process is the initial drop.,P5_03_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,We needed to find the best height to provide the greatest amount of energy to be able to insure a fast ride.,P5_03_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,Through our data we found that five meters provided a total energy of 2443 J and the lowest at our lowest tested height of 3.75 meters only gave a total energy of 1832 J.,P5_03_01_22-23,E1R,acceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,"Therefore to provide the most amount of Kinetic Energy we need to start with the 
highest potential energy so we need to make the initial drop start at a height of 5 meters.",P5_03_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,"The next step in our process is adding our hills, we discovered that for the car to make it over the hill the initial drop height has to be greater than the hill height.",P5_03_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,"This can be explained through the Law of Conservation of Energy, the PE is needed to make the KE to get over the hill.",P5_03_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,To get over the hill you need a large amount of Kinetic Energy and to get that Kinetic Energy you have to start with that same amount of potential energy which you can only get from the initial drop.,P5_03_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,"In the trial when we had both the hill height set to 5 m, the car didn't go over, however when the initial drop was set to 5 and the hill height was set to 4.5, not only did the car make it over but it only lost 
1 J of total energy.",P5_03_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,"So if the initial drop isn't higher than the hill, the coaster wont have the energy it needs to get the car over the hill.",P5_03_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,And having a hill height of around 4.5 is a great height to maintain energy and get over the hill safely.,P5_03_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,Our most recent study was investigating which mass for the car would be the best at providing energy.,P5_03_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,In this experiment we discovered that our highest mass of 60 kg with the same height of the initial drop it provided a potential energy of 2938.,P5_03_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,"However the lowest mass we tested of 40 kg with every other aspect also remaining the same, we saw a potential energy of 1959 J.",P5_03_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,acceptable
,As previously explained to have the best experience you need a lot of energy and the mass of 60 kg does that.,P5_03_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,acceptable
,"In conclusion as explained through the data, for the best roller coaster results we suggest an initial drop of 5 meters, a hill height of 3.75 m, and a car mass of 60 kg, the riders will be safe, thrilled, and happy with their roller coaster experience!",P5_03_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,"Well wishes, more updates will be sent later in the study.",P5_03_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,For starters you will want a release height as high as you can have it.The higher you start your coaster the more total energy it has meaning it will have more potential and kinetic energy so it will go faster and farther.As shows in out data when when we released a coaster from a height of 5m the total energy was 2321J but when we released one from a height of 3.49m the total energy was only 1705J.,P5_04_08_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"Also you will want your initial drop height to be higher than every hill you will have.This is because if it is not higher than those hills it will not have enough total energy to be able to make it over the hills and to the end.This is shown in our data when we released a cart and the hill was at 4.4m and the initial drop height was 5m the cart made it over.However when the hill was at 5m,same as the initial drop height it didn't make it over the hill.",P5_04_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,Secondly you will want to have the cart mass be as much as possible.The more mass the cart has the more energy it will have.,P5_04_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,"For starters you will want the initial drop height to be as high as you can have it.This is because the Law of Conservation of Energy states that energy cannot be created or destroyed.Instead it is just transfer'd between energy like how KE+PE=TE and when there is no movement and the cart sits on the top of the drop all energy is PE,until it starts moving down the drop most of the PE transfers into KE.",P5_04_08_22-23,E1R,unacceptable,acceptable,acceptable,acceptable,unacceptable,unacceptable
,The reason you want to start you initial drop higher is so you start your coaster with more total energy meaning it will have more potential and kinetic energy so it will go faster and farther.As shows in out data when when we released a coaster from a height of 5m the total energy was 2321J but when we released one from a height of 3.49m the total energy was only 1705J.,P5_04_08_22-23,E1R,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"Also you will want your initial drop height to be higher than every hill you will have.This is because if it is not higher than those hills it will not have enough total energy to be able to make it over the hills and to the end.This is shown in our data when we released a cart and the hill was at 4.4m and the initial drop height was 5m the cart made it over.However when the hill was at 5m,same as the initial drop height it didn't make it over the hill.",P5_04_08_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,Secondly you will want to have the cart mass be as much as possible.The more mass the cart has the more energy it will have.,P5_04_08_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,"The law of conservation of energy states that energy cannot be created or destroyed, but can only be transformed between potential and kinetic forms.",P5_06_18_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,I've learned that the height of the hill cannot exceed the height of the initial drop.,P5_06_18_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,"The law of conservation of energy states that energy cannot be created or destroyed, but can only be transformed between potential and kinetic forms.",P5_06_18_22-23,E1R,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,I've learned that the height of the hill cannot exceed the height of the initial drop.,P5_06_18_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,The height of the initial drop has to be higher than the height of any hill.,P5_04_15_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,The higher the initial drop the more total energy there will be.,P5_04_15_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,At the top of the initial drop its a PE and as the car goes down the hill it all transfers to KE.,P5_04_15_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,KE + PE = TE.,P5_04_15_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,The more the car weighs the more total energy there is.,P5_04_15_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,The height of the initial drop has to be higher than the height of any hill.,P5_04_15_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,The higher the initial drop the more total energy there will be.,P5_04_15_22-23,E1R,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,At the top of the initial drop its a PE and as the car goes down the hill it all transfers to KE.,P5_04_15_22-23,E1R,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,The KE and the PE equal the TE.,P5_04_15_22-23,E1R,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,"The law conservation of energy states that you can create or destroy energy, so the hill has to be the highest possible because the higher the hill is, the more energy the car will have.",P5_04_15_22-23,E1R,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,The more the car weighs the more total energy there is.,P5_04_15_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,"When your cart is moving down hill, the PE(Potential energy) and the KE(Kinetic energy) start to switch.",P6_07_22_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,One decreasing and one increasing.,P6_07_22_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"The one decreasing is going to be the PE, while the one increasing is going to be KE.",P6_07_22_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"When the cart is all the way at the bottom of the initial drop, then the PE and KE should be completely flipped around(Start: PE=2443 J, KE=0 J/End: PE=0-1 J, KE= 2443-2442 J (PE+KE=TE(Total Energy))).",P6_07_22_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,"For one, the only way that a roller coaster can making it to the end with a hill is only if the hill is shorter(In height) from the initial drop height.",P6_07_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,"For example, car A has a mass of 50 kg and car B has a mass of 60 kg and the same initial drop being at 4.0 m. Once the car is finished which every the car had the greater the mass, more the total energy.",P6_07_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,"When your cart is moving down hill, the PE(Potential energy) and the KE(Kinetic energy) start to switch.",P6_07_22_22-23,E1R,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,One decreasing and one increasing.,P6_07_22_22-23,E1R,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"When the cart is all the way at the bottom of the initial drop, then the PE and KE should be completely flipped around(Start: PE=2443 J, KE=0 J/End: PE=0-1 J, KE= 2443-2442 J (PE+KE=TE(Total Energy))).",P6_07_22_22-23,E1R,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,"For one, the only way that a roller coaster can making it to the end with a hill is only if the hill is shorter(In height) from the initial drop height(That's how the Law of Conservation of Energy works).",P6_07_22_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,"And the one with lower mass, then it has less energy.",P6_07_22_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,The cart should be dropped from the highest height with a smaller hill.,P1_06_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,"The higher the drop the more potential energy it will have, if the height of the hill was the same as the drop it would not have enough energy to make it up the hill.",P1_06_09_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,"Therefore the hill needs to be a bit less than the height of the drop, so it is still able to keep going if needed making it a more exciting ride.",P1_06_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,"The higher the drop the more potential energy it will have, if the height of the hill was the same as the drop it would not have enough energy to make it up the hill.",P1_06_09_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,First we will talk about or roller coasters initial drop and hill height.For our heights we will have to make our initial drop height taller than our hill height.,P5_06_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,While this energy transfers between kinetic and potinel because we cant destroy or create energy can only transfer it that is what the law of conversation of energy says.,P5_06_17_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,Also if our car weighs more it will create more energy and will help that too we did some experiences to show that the car will create more energy if it weighs more.,P5_06_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,Also when the car goes down the initial drop the energy starts out as potential at the top of the hill but when it starts going down it transfers to kinetic energy.Here is some evidence we did some tests we keep or initial drop height at 5.00 meters.So we put or hill height at 4.01 meters and it created 2448 Joules of energy and made it over the hill.But when we put the hill height at 5.00 meters it created more energy that was 2449 joules of energy and it didn't make it over the hill.,P5_06_17_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,Also the way we get or total energy is by the potinel energy and the kinetic energy combined to equal the total energy.,P5_06_17_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,The drop height needs to be higher than the hill.,P6_04_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,Or anything else you add or it wont go over because it doesnt have energy.,P6_04_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,Then we studied hills and we learned if the hill is the same height or bigger than the initial drop the cart doesn't have enough kinetic energy to make it over the hill.,P5_03_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,Then we did mass and energy we learned that the heavier carts had more energy than the lighter carts.,P5_03_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,Then we studied hills and we learned if the hill is the same height or bigger than the initial drop the cart doesn't have enough kinetic energy to make it over the hill we also learned that the bigger the hill the more pe as shown with test trials with 5m and 4m hills 5 had 2443 Jules and 4 had 1961 Jules.,P5_03_03_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,Then we did mass and energy we learned that the heavier carts had more energy than the lighter carts as shown in mass vs energy.,P5_03_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,Your hill is going to have to be less then the height of your intial drop so I would recommend a height of about 3m.,P6_03_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,"So as you can see here the greater of the intial drop, the greater potential energy giving you more energy, the potential energy is transferred into Kinetic energy once the coaster car starts moving.",P6_03_05_22-23,E1,acceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,The mass I recommend for you coaster car is 60kg because in my trials I found that the greater the mass of your car the more energy it will have.,P6_03_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,Your hill is going to have to be less than the height of your initial drop so I would recommend a height of about 3m.,P6_03_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,"So as you can see here the greater the initial drop, the greater potential energy giving you more energy, the potential energy is transferred into Kinetic energy once the coaster car starts moving.",P6_03_05_22-23,E1,acceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,The law of conservation of energy shows this because it states that energy can neither be created nor destroyed and only be transferred from one form of energy to another.,P6_03_05_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,The mass I recommend for your coaster car is 60kg because in my trials I found that the greater the mass of your car the more energy it will have.,P6_03_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,"E1: Our chosen initial drop height is 5 meters because when your initial drop is taller, you have more total energy, which will help you get to the end in a more fun, safe way.",P1_07_09_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"Within the drop, those roles were reversed and the end PE was 1 J and the end KE was 1172 J.",P1_07_09_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"This is an example of how energy may seem like it goes away, but due to the Law of Conservation of Energy, it can't and it just transitions into a different kind of energy.",P1_07_09_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,"We wanted to have the highest possible drop height because, to make it all the way, your hills and loops have to be smaller.",P1_07_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,"Also, when the car has more mass, the energy goes up as well.",P1_07_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,"E1R: Our chosen initial drop height is 5 meters because when your initial drop is taller, you have more potential energy, which will help you get to the end in a more fun, safe way.",P1_07_09_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,PE and KE's relationship is that they switch gradually during a roller coaster.,P1_07_09_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,E1: I would tell the Gonzalez family that hills are a great addition to roller coasters however they can't have a hill higher than the initial drop.,P5_06_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,This has a lot to do with the law of conservation of energy which states that energy cannot be destroyed or created only transferred to a different type of energy.,P5_06_22_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,"At the initial drop as the coaster car goes down, all the potential energy turns into kinetic energy.",P5_06_22_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,I would also say that Coaster cars with higher masses tend to have a higher amount of total energy.,P5_06_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,"E1R: I would tell the Gonzalez family that hills are a great addition to roller coasters, however they can't have a hill higher than the initial drop.",P5_06_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,This has a lot to do with the Law of Conservation of Energy which states that energy cannot be destroyed or created only transferred to a different type of energy.,P5_06_22_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,All energy in items and organisms added together are called total energy and in this experiment the two energies being added together are potential energy and kinetic energy.,P5_06_22_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,"As the coaster car goes down, all the potential energy turns into kinetic energy because the car is in motion.",P5_06_22_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"Then with all the extra PE, it will then have a 40FT drop turning the PE into KE making the slingshot off into a loop.",P6_04_14_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"The higher the initial drop height, the higher the PE at the top, meaning the KE at the bottom will be higher as well.",P1_05_06_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"This can be explained by the inverse relationship between KE and PE: when one goes down, the other goes up.",P1_05_06_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"TE in a frictionless environment is KE plus PE, but in a non-frictionless environment, TE accounts for all other types of energy and adds them all up.If the goal is to make the roller coaster as exciting as possible, it is essential to get the highest speed possible.",P1_05_06_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,"When adding a hill to the coaster, the hill height must be lower than the drop height.",P1_05_06_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,"This is because energy can't be created or destroyed, and the PE at the top of the hill transforms into KE as the coaster goes down.",P1_05_06_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,"As for the mass of the car, the higher the mass, the higher the PE at the top and KE at the bottom.",P1_05_06_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,"Total Energy (TE) in a frictionless environment is KE plus PE, but in a non-frictionless environment, TE accounts for all other types of energy and adds them all up.If the goal is to make the roller coaster as exciting as possible, it is essential to get the highest speed possible.",P1_05_06_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,This is because the higher the initial drop the more PE.,P1_06_03_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
