sentence,essay_id,essay_type,CU0,CU1,CU2,CU3,CU4,CU5
"This proves that the Gonzales family needs to make sure that their initial drop is higher than the hills, so then there is enough total energy to go over the hill.",P5_04_01_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Also, when I set the hill height to 4.75 m. There was enough total energy to make it over the hill when the initial drop height was 5 meters.",P5_04_01_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This shows that even making the slightest change, can stay provide enough energy to make over the hill.",P5_04_01_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Still having it be fun and safe.,P5_04_01_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Also they should make sure the mass of the cart is at 50, so then there won't be any problems with having a heavy cart.",P5_04_01_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Overall, I think that the Gonzales family needs to make their initial drop higher than the hills and loops.",P5_04_01_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This is so then there can be enough total energy to make it over the hills and around the loops.,P5_04_01_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"So then everybody who rides the ride will have a fun, enjoyable, exciting, and safe experience.",P5_04_01_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1R: The Gonzales family should make sure to have the initial drop of this fun and safe roller coaster higher than the hills and loops.,P5_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
"This is because if the initial drop is higher than the hills and loops, there will be more total energy to go over the hills and loops.",P5_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"But if there isn't enough total energy, the cart will not make it over the hills.",P5_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
They also need to make the cart weigh 60 kg so then there will be more TE.,P5_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The Gonzales family needs to make the initial drop higher than the hills and loops so then there is enough total energy to go over the hill and around the loop.,P5_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"For example, in my data on Adding hills, when I set the hill height to 5.0 m and the initial drop to 5.0 m. The cart was not able to make it over the hill because there wasn't enough total energy, PE, and KE.",P5_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The PE at the top was at 2449J, which isn't enough potential energy to make it over the hill.",P5_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
And the KE was at 2448J which still isn't enough to make it over.,P5_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The relationship between KE and PE is that when you add both together, you get the amount of total energy.",P5_04_01_22-23,E1R,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
"For example in my data of Adding Hills, when the PE at the top of the initial drop was at 2449J, the amount of TE was 2449J.",P5_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"But when it was at the bottom of the drop, the amount of KE was 2445J.",P5_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"And the amount of PE was at 4, but the amount of total energy was at 2449J still.",P5_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The Law of Conservation of Energy says that energy cannot be created or destroyed.,P5_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
And this is shown in my data in Adding Hills data when the amount of TE didn't change.,P5_04_01_22-23,E1R,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
The amount of PE just transferred into KE.,P5_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"My data, it shows that when I set the height to 5.0 m. The amount of PE was 2449J, and the amount of TE was 2449J.",P5_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"But when the cart went to the bottom of the hill, the KE was 2445J and the PE was 4J, but the amount of TE was still 2449J.",P5_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This proves that the Gonzales family needs to make sure that their initial drop is higher than the hills, so then there is enough total energy to go over the hill.",P5_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
"Also, when I set the hill height to 4.75 m. There was enough total energy to make it over the hill when the initial drop height was 5 meters.",P5_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This shows that even making the slightest change, can stay provide enough energy to make over the hill.",P5_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Still having it be fun and safe.,P5_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Also, they should make sure the mass of the cart is at 60, so then there can be more TE.",P5_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Which will provide a faster and more fun ride.,P5_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"For example, in my data of Mass & Energy, when I set the cart weight to 60 kg, there was 2936J TE.",P5_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"But when I set the cart weight to 40 kg, there was only 1957J TE.",P5_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Making 60 kg a better weight because it provides more TE.,P5_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Overall, I think that the Gonzales family needs to make their initial drop higher than the hills and loops.",P5_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This is so then there can be enough total energy to make it over the hills and around the loops.,P5_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"So then everybody who rides the ride will have a fun, enjoyable, exciting, and safe experience.",P5_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Also, they need to make the cart weigh 60 kg so then there is more TE, which will provide a faster and more fun roller coaster.",P5_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"E1: When building this roller coaster, you will need to consider the initial drop height, the hills height and the mass of the cart.",P6_03_01_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
All of these play a part in the cart making it to the end of the ride with out it needing to stop or fall back and try to restart.,P6_03_01_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Lets talk about the initial drop height first.,P6_03_01_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The higher the drop height, the more total energy there will be, which means there is room for a lot of potential energy, (PE), and kinetic energy, (KE).",P6_03_01_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"At the top of the initial drop height, there will be an x amount of PE, But as the cart moves down the drop it will be converted to KE.",P6_03_01_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
This is the process.,P6_03_01_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"And the energy will always stay the same do to the law of conservation of energy, which says that energy can not be created nor destroyed, but can be converted to different types.",P6_03_01_22-23,E1,unacceptable,unacceptable,acceptable,acceptable,unacceptable,unacceptable
"When you want to add a hill, you need to be aware of how tall it will be, or the cart might not be able to get over.",P6_03_01_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"For example, in the data we collected, when the initial drop height was 5 m and the hill height was 3.50 m, the cart was able to go over the hill with ease.",P6_03_01_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"But when the hill height was 5m as well, the cart was not able to to make it over the hill.",P6_03_01_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This shows that the hill can not be the same height or more higher then the initial drop.,P6_03_01_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
"This is do to the total energy that is effected by the height of the initial drop, which mean it only has enough total energy for going over hills that are smaller then the initial drop height, which in this case was 5 m. When it comes to mass, it has an effect on total energy as well.",P6_03_01_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The more mass, the more total energy there is.",P6_03_01_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
"For example, the initial drop height is set at 5 m, and the cart mass is 52 kg.",P6_03_01_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The total energy was 2524 J.,P6_03_01_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Then the cart weight was put at 56 kg, and now the total energy is 2740.",P6_03_01_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This will help when considering hill height and the initial drop height.,P6_03_01_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"E1R: When building this roller coaster, you will need to consider the initial drop height, the hills height, the mass of the cart and the total energy.",P6_03_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
All of these play a part in the cart making it to the end of the ride with out it needing to stop or fall back and try to restart.,P6_03_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Lets talk about the initial drop height first.,P6_03_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The higher the initial drop height, the more total energy there will be, which means there is a lot of potential energy at the top of the initial drop, (PE), and kinetic energy, (KE).",P6_03_01_22-23,E1R,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"At the top of the initial drop height, there will be an amount of PE, but as the cart moves down the drop the PE will be converted to KE.",P6_03_01_22-23,E1R,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
This is the process.,P6_03_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The energy will always stay the same do to the law of conservation of energy, which says that energy can not be created nor destroyed, but can be converted to different types.",P6_03_01_22-23,E1R,unacceptable,unacceptable,acceptable,acceptable,unacceptable,unacceptable
"Now, when you want to add a hill, you need to be aware of how tall it will be, or the cart might not be able to get over.",P6_03_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"For example, in the data we collected, when the initial drop height was 5 m and the hill height was 3.50 m, the cart was able to go over the hill with ease.",P6_03_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"But when the hill height was 5m as well, the cart was not able to to make it over the hill.",P6_03_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This shows that the hill can not be the same height or higher then the initial drop.,P6_03_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
"This is do to the total energy that is effected by the height of the initial drop, which means it only has enough total energy for going over hills that are smaller then the initial drop height, which in this case was 5 m. When it comes to mass, it has an effect on total energy as well.",P6_03_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The more mass, the more total energy there is.",P6_03_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
"For example, the initial drop height is set at 5 m, and the cart mass is 52 kg.",P6_03_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The total energy was 2524 J.,P6_03_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Then the cart weight was put at 56 kg, changing the total energy to 2740.",P6_03_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This will help when considering hill height and the initial drop height.,P6_03_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1: You should use my roller coaster recommendation because it has the appropriate initial drop height in order for the coaster car to make it to the end of the ride.,P6_03_12_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Because I will have the initial drop height at 400m and the first loop at 300m, that car will be able to make it past that loop.",P6_03_12_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"After that loop there is another loop that is 250m tall, so again it should make it past there.",P6_03_12_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Then there is a down hill and a corkscrew with very small bumps at the end.,P6_03_12_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The reason we make the initial drop height higher than the loop is because if the loop is taller you will not have enough energy.,P6_03_12_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
"The higher you go the more PE you have, and the more PE you have the more KE you have.",P6_03_12_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"For example, when I tested the drop height at 2m the PE was 1173(J), but when I tested the height at 5m the PE was 2932(J).",P6_03_12_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
When the car goes up the loop it will need enough energy to make it over.,P6_03_12_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"For example, a hill height of 5000m needs 7000(J) to make it over, but the initial drop height of 4500m only gives 4750(J) it will not be able to get over.",P6_03_12_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Because energy cannot be created or destroyed only transferred from one form of energy to another the amount of energy will stay the same and stay lower than the amount needed to get around the loop.,P6_03_12_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
"When I did the test I saw that when the initial drop height was 5m and the hill was 5m the car did not make it over, but when the hill height was 4m the car did make it over.",P6_03_12_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
I would also recommend a car with a big mass.,P6_03_12_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The more mass the car has the more PE it will have at the top of the drop.,P6_03_12_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
"And because the PE is the greatest, the TE will also be the greatest.",P6_03_12_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
When I had a car that had a mass of 40kg it only had 1958(J) at the top of the initial drop.,P6_03_12_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
But when I had a car that was 60kg it had a PE of 2973(J).,P6_03_12_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
