sentence,essay_id,essay_type,CU0,CU1,CU2,CU3,CU4,CU5
In conclusion I would recommend higher initial drop than the hill and a heavier cart mass to have the most TE you can have.,P5_03_07_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This will create the most enjoyable ride for the riders.,P5_03_07_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
I hope you leanred what it takes to have a fun usable ride and will choose my design.,P5_03_07_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1R: Recommendations for the Gonzales family about your best roller coaster design.,P5_03_07_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The roller coaster will be exciting and make it to the end without stopping.,P5_03_07_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
For this to happen you need the initial drop to be higher than the hill.,P5_03_07_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
"First, you need a height that is higher than the hill so let's put it at 5.00m for the initial height and 3.00m for the hill.",P5_03_07_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This way the cart will be able to make it over safety and create an exciting experience for the riders.,P5_03_07_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Using the data I have collected from Initial drop when it was at 5.00m there was a lot more PE and KE resulting in more TE all together because PE+KE+TE making is a better ride for riders to enjoy.,P5_03_07_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Secondly, using the data I have collected from adding hills simulation when the initial height was at 5.00m and the hill height was at 3.00m there was the most TE making it a faster ride.",P5_03_07_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
As the data shows PE at the top of the initial drop was at 2446J and the PE and the top of the hill was 1474J creating a lot of KE to follow.,P5_03_07_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This is called energy transformation.,P5_03_07_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This is when one type of energy, in this case PE, is converted into KE as the cart starts to go downward.",P5_03_07_22-23,E1R,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
Also it shows the Law of Conservation of Energy states that energy can not be created or destroyed.,P5_03_07_22-23,E1R,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
"That means that the energy never goes away, there is always energy.",P5_03_07_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
My data shows that in the initial drop simulator the PE at the bottom was 1 and as you can see it never went down to zero due to that law.,P5_03_07_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Lastly, you want to have a heavier cart mass.",P5_03_07_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Because when you have a heavier cart mass the amount of TE will go up.,P5_03_07_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
As it shows in my data from mass & energy when the mass of the cart was at 60kg rather than 40kg.,P5_03_07_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
So when it was at 60kg the total energy was 2932J and when at 40kg the total energy was at 1954J.,P5_03_07_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This shows to have an exciting ride you want a heavier cart mass to have faster and more entertainment for the riders.,P5_03_07_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
In conclusion I would recommend higher initial drop than the hill and a heavier cart mass to have the most TE you can have.,P5_03_07_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This will create the most enjoyable ride for the riders.,P5_03_07_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
I hope you learned what it takes to have a fun usable ride and will choose my design.,P5_03_07_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1: The science behind why my current roller coaster design will be exciting and will make it to the end of the ride without stopping.,P5_04_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The science behind it is my car mass is as high as can be, the initial drop is as high as it can be, the hills are as high as they can be without being the same height or higher than the initial height.",P5_04_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The height of the initial drop needs to be an high as it can.,P5_04_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This is because the higher it is the more PE it has at the top and the less KE at the top.,P5_04_17_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This is also because the higher it is the less PE it has on the top and the more KE at the bottom.,P5_04_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The relationship between PE, KE, and total energy is PE+KE=TE.",P5_04_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
It affects the ride because it has to be equal to be able to work.,P5_04_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
As the car moves down the hill the PE goes up and the KE goes down.,P5_04_17_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
The energy transformation is how the energy changes when it goes down a hill or if it si going straight.,P5_04_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The law of conservation of energy is how much energy you need to go around the entire roller coaster without using your own energy.,P5_04_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The relationship between the initial drop height and the hill height is, the hill height can't be the same height or taller than the initial drop height to be able to make it over the hill.",P5_04_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
"The relation ship between mass, PE and KE is the bigger the mass the more PE you will have at the top of the initial drop.",P5_04_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The bigger the mass is the more KE you will have at the bottom of the initial drop.,P5_04_17_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
E1R: The science behind why my current roller coaster design will be exciting and will make it to the end of the ride without stopping.,P5_04_17_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The science behind it is my car mass is as high as can be, the initial drop is as high as it can be, the hills are as high as they can be without being the same height or higher than the initial height.",P5_04_17_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The height of the initial drop needs to be an high as it can.,P5_04_17_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This is because the higher the initial drop is the more PE it has at the top and the less KE at the top.,P5_04_17_22-23,E1R,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This is also because the higher it is the less PE it has on the top and the more KE at the bottom.,P5_04_17_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The relationship between PE, KE, and total energy is PE plus KE equals TE, 1472 plus 972 equals 2446.",P5_04_17_22-23,E1R,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
"It, affects the ride because it has to be equal to be able to work.",P5_04_17_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
As the car moves down the hill the PE goes up and the KE goes down.,P5_04_17_22-23,E1R,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
for example the PE at the top was 2443 and at the bottom the PE was 0.,P5_04_17_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The energy transformation is how the energy changes when it goes down a hill or if it is going straight.,P5_04_17_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The law of conservation of energy is how much energy you need to go around the entire roller coaster without using your own energy.,P5_04_17_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The relationship between the initial drop height and the hill height is, the hill height can't be the same height or taller than the initial drop height to be able to make it over the hill.",P5_04_17_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
"The relation ship between mass, PE and KE is the bigger the mass the more PE you will have at the top of the initial drop.",P5_04_17_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The bigger the mass is the more KE you will have at the bottom of the initial drop.,P5_04_17_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"E1: Dear Gonzales family, I have found out how to make the best roller coaster.",P5_06_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
To have the most energy you need to have a higher initial drop.,P5_06_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Having a higher initial drop gives the roller coaster more total energy which makes it faster.,P5_06_03_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
When the roller coaster car moves down the hill it converts its potential energy into kinetic energy.,P5_06_03_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
The kinetic energy and potential energy combined make the total energy.,P5_06_03_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
The law of conservation of energy shows us that energy cannot be created or destroyed.,P5_06_03_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
This means that if you add a hill to the roller coaster it has to be shorter than the initial drop.,P5_06_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
"E1R: Dear Gonzales family, I have found out how to make the best roller coaster.",P5_06_03_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
To have the most energy you need to have a higher initial drop.,P5_06_03_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Having a higher initial drop gives the roller coaster more total energy which makes it faster.,P5_06_03_22-23,E1R,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
When I had a drop of 5m I had 2424 total energy compared to 977 total energy with a drop of 2m.,P5_06_03_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This data shows that a higher initial drop gives the roller coaster more total energy.,P5_06_03_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
When the roller coaster car moves down the hill it converts its potential energy into kinetic energy.,P5_06_03_22-23,E1R,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
The kinetic energy and potential energy combined make the total energy.,P5_06_03_22-23,E1R,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
I know this because the potential energy and kinetic energy combined always equal the total energy in my data.,P5_06_03_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
When the kinetic energy was 1 and the potential energy was 2423 the total energy was 2424.,P5_06_03_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Also when the kinetic energy was 976 and the potential energy was 1 the total energy was 977. the data shows that potential energy and kinetic energy combine to make total energy.,P5_06_03_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The law of conservation of energy shows us that energy cannot be created or destroyed.,P5_06_03_22-23,E1R,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
This means that if you add a hill to the roller coaster the hill has to be shorter than the initial drop.,P5_06_03_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
my data showed that if the starting height is 5m and the hill height is 5m the car will not go over the hill compared to when the starting height is 5m and the hill height is 4m and the car goes over the hill.,P5_06_03_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
If we give the car more mass the roller coaster will go at a faster and more exciting pace.,P5_06_03_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
I know this because when I had a mass of 60 kg my car had a total energy of 2934 compared to when my car had a total energy of 40 kg and the car had a total energy of 1956,P5_06_03_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"E1: On the roller coaster that the Gonzales family decides to make, there needs to be multiple things that are there to make the roller coaster run smoothly.",P6_04_01_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
And be able to make it back to the start safely.,P6_04_01_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Adding a whole bunch of hill and loops will make the roller coaster super fun and exciting.,P6_04_01_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"But, adding the features that will make the roller coaster safe is necessary while building a roller coaster.",P6_04_01_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"So on the roller coaster the Gonzales family builds, add a hill that is very very close to the initial drop height but just a little bit shorter.",P6_04_01_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
"Then, it has enough energy to make it over the hill.",P6_04_01_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Having a cart with more mass will also help the roller coaster have more total energy.,P6_04_01_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
And more total energy will make the roller coaster better.,P6_04_01_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The first variable that needs to be included in the roller coasters track/design is the initial drop.,P6_04_01_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"If there is a hill on the roller coaster track, the hill needs to be shorter then the initial drop of the roller coaster.",P6_04_01_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
"I learned in my data that when the initial drop was 4 m, and the hill height was 3.25, the roller coaster made it over the hill.",P6_04_01_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"When the initial drop was 4 m, and the hill height was 5, the roller coaster did not make it over the hill and it didn't make it to the end of the track.",P6_04_01_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"So when building the roller coaster, add a hill that is shorter then the initial drop but still pretty big.",P6_04_01_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"When the initial drop height was higher, the more total energy it had.",P6_04_01_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"In my data I found that when the release height was 2 m, the potential energy at the top of the hill was 821 J and the KE at the bottom of the hill was 820 J.",P6_04_01_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"When the release height was 4.75 m, the potential energy was 1950 J at the top of the hill and the KE was 1949 J at the bottom of the hil.",P6_04_01_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"So that shows that the relationship between release height and PE is when the release height is higher, the total energy is higher.",P6_04_01_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The relationship between KE, PE, and total energy, effect the ride because when the ride has more energy the higher the initial drop is.",P6_04_01_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The amount of KE and PE will ALWAYS = the amount of total energy no matter where you are in the roller coaster.,P6_04_01_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
The Law of Conservation of Energy says that energy can not be created or destroyed so the amount of total energy at the top will be the same of energy at the bottom.,P6_04_01_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
"So if the roller coaster wants to have a ton of energy, having a really tall initial drop would be the best way to do that.",P6_04_01_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The amount of PE at the top of the hill was always more then the KE at the top of the hill in the trials that I did.,P6_04_01_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"But as the roller coaster went down, the energy switched to KE.",P6_04_01_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
"At the initial drop in my trial when the drop was 4 m, the potential energy was 1642 J, at the bottom of the hill it all converted over to KE minus 1 J.",P6_04_01_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
The mass of the cart effects the KE and PE.,P6_04_01_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"When the car weighs more, the more KE and PE the roller coaster is going to have.",P6_04_01_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
"In my trial, when the car weighed 44 kg, the total energy was 1723 J.",P6_04_01_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"And, when the mass was 56 kg, the total energy was 2193 J.",P6_04_01_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
So that shows that the more mass the cart is the more energy the roller coaster is gonna have.,P6_04_01_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"So, the more energy the better, so making a cart with more mass would make the roller coaster better.",P6_04_01_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"When making the roller coaster, make a cart with more mass and a higher initial drop.",P6_04_01_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Using my data this proves that the higher the initial drop the more energy it has which the more energy the better the roller coaster.,P6_04_01_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Having a cart that weighs more also provides more total energy.,P6_04_01_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Adding a hill is a good idea but if the hill is taller then the initial drop height then the roller coaster would not make it over the hill and to the end.,P6_04_01_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"E1R: On the roller coaster that the Gonzales family decides to make, there needs to be multiple things that are there to make the roller coaster run smoothly.",P6_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
And be able to make it back to the start safely.,P6_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Adding a whole bunch of hill and loops will make the roller coaster super fun and exciting.,P6_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"But, adding the features that will make the roller coaster safe is necessary while building a roller coaster.",P6_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"So on the roller coaster the Gonzales family builds, add a hill that is very very close to the initial drop height but just a little bit shorter.",P6_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Then, it has enough energy to make it over the hill.",P6_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
Having a cart with more mass will also help the roller coaster have more total energy.,P6_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
And more total energy will make the roller coaster better.,P6_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The first variable that needs to be included in the roller coasters track/design is the initial drop.,P6_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"If there is a hill on the roller coaster track, the hill needs to be shorter then the initial drop of the roller coaster.",P6_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
"I learned in my data that when the initial drop was 4 m, and the hill height was 3.25, the roller coaster made it over the hill.",P6_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"When the initial drop was 4 m, and the hill height was 5, the roller coaster did not make it over the hill and it didn't make it to the end of the track.",P6_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"So when building the roller coaster, the initial drop height has to be higher then the hill height in the track otherwise the roller coaster will not be making it through safely.",P6_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"When the initial drop height was higher, the more total energy it had.",P6_04_01_22-23,E1R,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"In my data I found that when the release height was 2 m, the potential energy at the top of the hill was 821 J and the KE at the bottom of the hill was 820 J.",P6_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"When the release height was 4.75 m, the potential energy was 1950 J at the top of the hill and the KE was 1949 J at the bottom of the hill.",P6_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"So that shows that the relationship between release height and PE is when the release height is higher, the total energy is higher.",P6_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The relationship between KE, PE, and total energy, effect the ride because when the ride has more energy the higher the initial drop is.",P6_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The amount of KE and PE will ALWAYS = the amount of total energy no matter where you are in the roller coaster.,P6_04_01_22-23,E1R,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
"In my data, when the initial drop was 4 m, the PE at the top was 1643 J.",P6_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"When the cart made it to the top of the hill which was 3.25 m, the PE was 1341 J.",P6_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"But, the 302 J of energy didn't just go away, it transferred to KE and the KE was 302 J.",P6_04_01_22-23,E1R,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
The Law of Conservation of Energy says that energy can not be created or destroyed so the amount of total energy at the top will be the same of energy at the bottom.,P6_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
"Energy is not destroyed during the ride, when the potential energy goes down in the ride the energy transfers to kinetic energy.",P6_04_01_22-23,E1R,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
"So if the roller coaster wants to have a ton of energy, having a really tall initial drop would be the best way to do that.",P6_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Because the energy will always be the same total energy so having a large amount of energy will make the ride better.,P6_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The amount of PE at the top of the hill was always more then the KE at the top of the hill in the trials that I did.,P6_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"But as the roller coaster went down, the energy switched to KE.",P6_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"At the initial drop in my trial when the drop was 4 m, the potential energy was 1642 J, at the bottom of the hill it all converted over to KE minus 1 J.",P6_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The mass of the cart effects the KE and PE.,P6_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"When the car weighs more, the more KE and PE the roller coaster is going to have.",P6_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
"In my trial, when the car weighed 44 kg, the total energy was 1723 J.",P6_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"And, when the mass was 56 kg, the total energy was 2193 J.",P6_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
So that shows that the more mass the cart is the more energy the roller coaster is gonna have.,P6_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"So, the more energy the better, so making a cart with more mass would make the roller coaster better.",P6_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"When making the roller coaster, make a cart with more mass and a higher initial drop.",P6_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Using my data this proves that the higher the initial drop the more energy it has which the more energy the better the roller coaster.,P6_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Having a cart that weighs more also provides more total energy.,P6_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Adding a hill is a good idea but if the hill is taller then the initial drop height then the roller coaster would not make it over the hill and to the end.,P6_04_01_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1: The drop height of my roller coaster design is 5 meters.,P1_02_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This is because you can get the maximum amount of energy from that height, so you will have more speed and velocity.",P1_02_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The higher the initial drop the more PE it has at the top of initial drop, but it doesn't affect the KE at top of initial drop and that stays at 0.",P1_02_08_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
If you have a higher initial drop the KE will increase the more meters you have on initial drop.,P1_02_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The more PE you have, the less KE you have at the bottom of initial drop.",P1_02_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
