idx,sentence
320,And it had a total energy of 2443.
234,But once you get to the bottom of it there is more KE and no PE.
843,You want to make sure you have enough energy for the whole ride.
682,"Even when a car has friction, the friction creates non-useful energy no energy was destroyed it just kind of went away into the surroundings."
130,"In one of our test drops when the cart fell from 5 meters it went through the entire coaster because when the PE at the top of the coaster is higher, the faster the roller coaster cart will go."
514,"when i increased the drop height to 5 meters, the PE increased at 1 joule."
580,I found that the more weight there is the more TE there will be.
566,"Also, in my trials where the hill height 5 meters did not make it, but the lower hills made it to the end."
601,That means that the PE was increased when the height increased.
778,"In one of my trials for the initial drop, the coaster car started with 2,443 Joules of PE and 0 Joules of KE at the top of the initial drop."
738,When the KE is higher the PE is lower.
367,"In conclusion, the secret to the best roller coaster is simple."
723,So we know that the energy will have to change from one source to another when the coaster is going down the drop the PE will change into KE because the cart is moving.
802,PE is the kind of energy it will have at the top of any part of the ride when the car is completely still but still has more movement left to come.
180,This cart had more mass than my other cart which had the mass of 43 and had the PE of 1981 and KE of 1978.
150,The mass of the cart effects the energy that the cart has for the ride.
643,The roller coaster would be the most fun and scariest in your park.
795,"For example, when the car's mass was 50 kg the TE was 2,444 J at the start and 2,444 J at the end."
222,"So when you take cart mass, initial drop height, and hill height into consideration, these things can determine whether the coaster will work or not work."
725,because you need to have enough energy to make it.
450,"E1R: The Gonzales family should have a high initial drop, a hill shorter than the initial drop and a heavy car."
830,"You want to make sure you have enough energy for the whole ride, so you want to have a big TE."
380,"Gonzales Family, the drop is going to be 5m because the total energy is substantial to the height of the hill."
767,That's why i'm choosing a 3.5m hill to have a balance of speed and fun to mix the the actual ability of the coaster.
171,My 3.15m hill made it all the way meanwhile my 5.00m hill did not.
170,"I know this because in my data I collected, My 5.00m hill had 2327 PE and 2 KE, meanwhile my 3.15m hill had 2324 PE and 777 KE."
449,All in all my reasoning and evidence show that the initial height should be taller than the hill height as well as the car should be heavy.
19,We calculated the perfect amount of potential energy and kinetic energy to make the ride safe and fun at the same time.
207,This cart had more mass than my other cart which had the mass of 43 and had the PE of 1981 and KE of 1978.
658,It only transfers from the two different types.
12,we also made this roller coaster having many twist and turns to make it fun and safe.
25,"We have made this coaster to be the most fun and safe roller coaster but also make it to the perfect amount between friction, potential energy and kinetic energy."
809,So when the PE goes from a high number to zero the energy doesnt go away instead it is just transferred into a new type of energy.
203,It transforms itself from one to the another and that is why the PE and KE effect the TE.
532,This is important because.a 5 meters drop gives us the highest PE .
456,To have a safe roller coaster you have to make sure that the cart is safe and that the drops and twists are safe as well.
304,But then at close to the top of the hill the PE was 2449 J and 1 J for KE and it didn't have enough energy to get back up the hill and over.
365,"If the hill requires more KE than the cart has to spend, it will not make it over the hill."
604,"This also shows the relationship between PE, KE, and total energy."
334,"The same rules apply, it has to be shorter than the initial drop so it can make it over and to the end."
186,It will also make it exciting because in the ride It'll go around loops and up hills faster giving it more of a thrill.
153,proving that you should use our design because out coaster will go farther then others.
525,The PE should be higher than the KE so the car makes it to the end of the ride.
350,Another important factor is the mass of the cart.
136,Our hill is 2 meters tall so that the roller coaster cart can get over it and it wont stop mid way.
648,This height would give the fastest speeds possible while being safe.
208,"This shows that the more mass of the cart, the more energy which means the cart is faster and better and why you should choose my teams roller coaster."
69,"For example, my initial drop height data had 977J of pe and 0J of ke."
707,This means that it will go for the longest and the fastest because it has the most total energy.
268,The total energy depends on the PE at the begging because there is no friction.
343,"Using what I have learned about mass, height, and the laws of physics I know how to make the fastest, safest, and most fun roller coaster possible."
17,We are constantly changing and modifying are roller coaster to be the safest it could possibly be so then we do not have problems and the people can enjoy the coaster
458,When thinking of energy the only way for the cart to make it to the end is to have a high and fast initial drop.
314,You said you wanted an exciting roller coaster so I made the drop height 5 m. You said you wanted an exciting ride so I put the drop height as 5 m. Because it was the highest it could be and it had the most energy.
468,This is because there is not enough stored energy from the drop to make it to the top of the hill that is the same or higher.
803,KE is movement energy so we will have KE in our model once the car has started to go down the hill and it will keep increasing until it stops moving at the bottom of the hill.
229,If the cart weighs 40 kg it has 1959 PE at the top and 1955 KE at the bottom of the drop.
489,E1: Some recommendations I would make to the Gonzales family is that I would make the drop height 5m.
727,"and the cart mass is 60 Kg the PE will be, 2931 J of PE at the top but if you have a cart that is 40 Kg, then the PE will be."
409,The mass of my cart was 40 kg.
115,Our hill is 2 meters tall so that the roller coaster cart can get over it and it wont stop mid way.
217,An example of this is when we have a initial drop height of 2 m there is going to be more PE at the top and less KE.
368,"Use a high release point for maximum energy, use a large mass cart to add more energy, and keep the hills low enough so the cart can pass through."
565,And the initial drop height's PE at the top was 2199 J from my initial drop data.
747,E1R: I want the height of the initial drop to be 5.
502,"Then when I did an initial drop height of 4m and the hill also 4m, then the roller coaster wouldn't make it over."
480,The cart with the greatest mass also had the greatest kinetic energy at the bottom of the drop.
5,The relationship between the drop and the initial drop is 1 meter.
48,Potential energy is the energy inside the object.
636,The hills would be all in different parts of the ride.
800,"For example height and PE have a direct relationship I know this becasue when I did my test and tested 2 meters the PE was 880 joules but when I tested 5 meters, the car had 2199 joules of PE."
579,I found the initial drop height should be higher than the hills because the car has to have enough energy to make it to the end.
16,We have added many different twist and turns but are concerned that we may not have enough speed to get through the entire roller coaster.
54,"So, for example, energy throughout a roller coaster is not getting destroyed it's either switching or the friction is turning into mechanical energy which turns into other forms of energy like heat+ thermal energy, and sound energy."
813,You keep the same amount of energy the whole time so as long as you make the hill smaller the car will have enough energy to get up that hill.
760,In my data that i collected comparing a 2m drop to a 3m drop shows higher potential energy at the top of the coaster.
3,So then it can make it up the 4 meter tall hill.
500,I would do this because you can't have a hill height that is taller than the initial drop height because of the conservation law of energy.
779,"At the bottom of the initial drop the PE was 1 Joule and the KE was 2,442 Joules."
388,E1R: Dear.
346,I know this because of the first experiment I conducted on the relationship of energy and height.
557,When the car is moving down the initial drop height there is more KE being produced over the ride.
348,The last and highest trial had a release height of 3.5 m. This height produced a total energy of 1708 J.
464,When creating my design I wanted the hill to be as high as it could.
271,KE is at the end or bottom.
26,so then it is perfectly safe and fun.
639,The more weight gives the ride more speed as I learned from my data.
323,Because at the initial drop the PE was 2450 J and the KE was 0 J.
59,The quicker the cart went through the rollercoaster.
280,"And if the coaster car is light, it will have less potential energy to be converted."
38,the energy transformation does not change between the potential energy and kinetic energy.
189,"In the beginning, you go through a dark tunnel then unexpectedly have a huge drop giving you that adrenaline rush."
291,For example when I had a drop height.
805,For example in my data at the 2 meter drop the PE at the beginning was 880 and it stayed that way all the way through the ride.
211,For example when the initial drop height is 5 m and the hill height is 5 m the cart can not make it over.
692,PE and KE are directly related.
534,"When I increased the drop height to 5 meters, the PE increased at 2443 Joules."
233,An example of this is when we have a initial drop height of 2 m there is going to be more PE at the top and less KE.
696,The total energy is the amount of PE plus KE.
499,"After the initial drop of 5m, I would make the hill height 4m and then the second hill height 3m."
811,They just transfer back and forth until they go to something else like thermal energy.
705,If we made the hill 4 meters people would have the most fun and still a very safe ride.
83,E1: The height of the drop should be 5 m. this will give the most pe to make it to the end of the ride.
752,"So for that reason, the hill height must be smaller than the initial drop height for the roller coaster car to be able to make it to the end."
202,These energies effect each other because the energies can NOT be created or destroyed.
560,This data shows that there was more KE at the end of the ride for the higher drop height of 5 meters.
195,"But the higher the hill, the more PE and KE it has."
379,E1: Dear.
232,"Initial drop height can effect what happens to the KE, PE, and total energy."
531,The drop height of my roller coaster design is 5 meters.
462,The next thing you need is a hill.
549,"E1R: During my proposal to the Gonzales family, I will be sharing my findings about:"
184,"I know this because in my testing data, the lower the hill compared to the initial drop, the more total energy there is."
678,"It always starts with all PE but at the bottom, the PE transforms all its energy into KE."
515,The hill height of my roller coaster is 2 meters.
274,"E1: I suggest having a really high drop, a hill that is about 4/5 the size of the initial drop, and the coaster cars should be heavy."
508,Some of the energy because of friction would be turned into thermal and sound energy.
649,E1: I believe that my design or the Gonzales roller coaster would be the best.
126,"E1R: Dear Gonzales family, 
You should build our design because it works well, and people will like it."
593,kinetic energy and potential enegy have a direct relationship because when you have more potential energy the kinetic energy also go up.
92,E1R: The height of the drop should be 5 m. this will give the most pe to make it to the end of the ride.
