idx,sentence
475,"For example, the release height of 2.00 had less potential energy (977 J) and the release height of 5.00 meters had 2443 J of potential energy at the top of the initial drop."
634,The coaster will be made from titanium and the cart will be made from wood and weigh around 60kg.
356,On the drop the potential energy is the total energy and then decreases towards the bottom but on the top of the hill the potential energy and the kinetic energy equals the total energy.
284,"Next, the TE and PE at the top of the Initial drop will be the same."
790,"If we had a cart that is 60 kilograms, it would have a slower start but gather more energy at the top of the hill."
524,I recommend we use a mass of 55.
489,Then when it makes it way down it changes into kinetic energy to continue on with the ride.
395,This is what ive learned about my coaster.
316,The more mass something has the slower it will go down the hill.
462,"The coaster car didnt have enough energy to make it over the hill and to the end, but.. the height of 3.70 meters had enough potential energy and kinetic energy to make it over the hill and then end of the track."
130,Lets talk about the initial drop height first.
145,E1: You should use my roller coaster recommendation because it has the appropriate initial drop height in order for the coaster car to make it to the end of the ride.
292,"This is because, the more mass you have the slower your car will go."
295,E1R: The drop height of my roller coaster will be 5 meters high.
8,with all of this combined i think we will make a great coaster.
386,When the car was going up the hill all of its KE was converted to PE and the car was stuck and had no motion.
635,We will drop from a world record height of 500 feet through a loop with a hole in it.
680,E1: The drop height of my roller coaster design is 4 meters.
591,In my simulation when I set it to 5 meters off the ground drop the cart had 2932 joules of potential energy at the top and 2931 joules of potential energy it more likely that more kinetic energy.
671,The KE at the bottom is super close to the PE at the top of the hill.
786,The boulder!
692,I think that the hill should be 3 meters.
180,But when I had a car that was 60kg it had a PE of 2973(J).
285,This is because PE is stored in an object.
57,"However, when the hill height was 3 m, it did reach the end."
56,"For example, when the height of the hill is equal to the height of the initial drop, which in this case is 5 m, the car did not reach the end."
91,"But when it was at the bottom of the drop, the amount of KE was 2445J."
690,"The total energy, however, didn't change at all."
737,"This is because the amount of Potential Energy (PE) is related to height, and it's a direct relationship."
83,"But if there isn't enough total energy, the cart will not make it over the hills."
15,With a smaller hill height the more momentum and the higher we can make the next hill because of all the PE to keep going.
271,That's it for now!
472,"We have learned all about potential energy, kinetic energy, total energy, car energy/mass, initial drops, hills, etc."
560,"Odviously, the total energy decreased because some of it converted to mechanical energy and became useless energy."
340,E1R: dear Gonzales family
471,During the roller coaster and energy analysis.
775,"However, 4 metres or more isn't the only reason we lower the drop height under 4 metres."
771,"Calling back to our PE/KE relationship, the energy is still there and is being converted when moving down or up hills or loops."
104,"For example, in my data of Mass & Energy, when I set the cart weight to 60 kg, there was 2936J TE."
770,"This is because the mechanical energy, potential and kinetic, are being converted to non-mechanical energy: thermal, sound, etc."
825,Meaning that if a 50 kg roller coaster at the top of the drop and hill will have more potential energy.
518,So i recommend the hill height be 4.
100,"This shows that even making the slightest change, can stay provide enough energy to make over the hill."
32,"However, when the hill height was 3 m, it did reach the end."
598,In my model to stop the cart we have one hill at the end that doesnt go back down and so the cart goes up and loses all its potential energy and comes to a stop.
433,"As the ride ended, the potential energy at the bottom of the drop was 2443 J, and the Potential energy at the bottom was 0 J."
474,"I also noticed throughout the simulation that the potential energy also is the same number as the total energy, The total energy is all the energy that the rollercoaster can reach."
638,At the top of the hill there will be tons of potential energy since its very high up and the cart is very heavy.
310,increased at 2166 Joules.
365,All these things go into making a roller coaster.
483,"During the simulation, I tested a small mass, 2 medium masses, and 1 heavy mass of a coaster car."
176,I would also recommend a car with a big mass.
757,Here's how we came to this height.
420,"So the roller coaster never loses any of it's total energy, it is simply passed between kinetic and potential energy."
538,I recommend we use a mass of 60.
283,"For example, the PE at the top of a 2 meters drop height is 977 J while the PE at the top of a 4 meter drop is 1955 J."
10,"However, that sounds like a blast; it wouldn't be safe for our riders."
696,I think that the mass of the car should be 50 kilograms.
530,So the total energy will stay the same but the energy with convert from PE to KE and the other way around.
457,For example the release height of 2.00 had less potential energy (977 J) and the release height of 5.00 meters had 2443 J of potential energy at the top of the initial drop.
831,E1: The drop height of my roller coaster design is 3 meters.
384,I made this drop so the KE would have enough J of energy to get over the hill.
105,"But when I set the cart weight to 40 kg, there was only 1957J TE."
385,see I did this because in one of my expiremnts I made my hill to big (5.00 m).
368,In order to make a new and exciting roller coaster we needed to know how to make a roller coaster and all the parts that go into making a roller coaster.
269,"When we went up to 60kg, the total energy also went up to 2641J."
261,"For both the initial drop & hill, the greater the height, the more energy."
788,This can also be defined as inertia.
116,This is the process.
548,I know this because at the bottom of the initial drop the PE was 0 and KE was 650.
299,"For example, My PE for the initial drop height of 5 m was 2443 J and the KE was 0 J but as the cart moved towards the bottom, the end result was a PE of 1 J and KE of 2442 J."
773,"The reason we picked 4 metres for our initial drop height is that a hill height of 4 metres or more is pretty dang tall, and we feel like it couldn't be very safe for a high hill height."
37,"The car will move faster and therefore be more exciting with 50 kg than 40 kg, but not be too heavy to not be able to make it over hills."
244,Let us know if you have any changes or recommendations.
684,"This shows that the higher up the initial drop starts, the more total energy there will be."
236,"But when we used 4.5m for the drop, the total energy went up to 2199J."
342,And a lot of ke at the bottom my studies show that in the data the hier one had more energy 2443 energy for the highest and 977 for the lowest more total energy in my studies the tallest was the best.
200,This shows that the mass of the rollercoaster car affects how much total energy there is.
95,The amount of PE just transferred into KE.
461,"For example, I did the hill height as 5.00 meters with the initial drop height always being 5.00 meters as well."
113,Lets talk about the initial drop height first.
478,If the hill was higher or the same as the drop the coaster car would not make it over.
85,The Gonzales family needs to make the initial drop higher than the hills and loops so then there is enough total energy to go over the hill and around the loop.
410,My final recommendation is to have a cart wight a mass of 50 KG.
430,"The Gonzales family should have a roller coaster with a drop height of 5.00 m, because it will increase the amount of potential energy that is used to get the cart to the end without stopping."
250,"According to our data, using these heights gets us the most total energy, 2203 J."
19,"For example, when the initial drop height was 3 m, the potential energy at the top of the initial drop was 1466 J."
318,The height of the drop also effects PE and KE.
687,"Because PE is reliant on height, the PE went down as the car moved down."
109,"So then everybody who rides the ride will have a fun, enjoyable, exciting, and safe experience."
711,"At the start, PE was 2443, and going through the roller coaster, the end it was at the end it was 1."
148,Then there is a down hill and a corkscrew with very small bumps at the end.
594,E1: The drop height of my roller coaster design is 5 meters.
631,"And that concludes this proposal, I hope you take it into consideration, best of luck."
42,"For example, when the initial drop height was 3 m, the potential energy at the top of the initial drop was 1466 J."
1,If the hill height is taller than the initial drop it would not make it to the end and it would be unsafe to our riders.
840,If the cart was in the middle of the initial drop and the bottom of the initial drop then the energy would transfer from more PE to more KE.
330,And a lot of ke at the bottom and more total energy in my studies the tallest was the best.
531,Total energy will stay the same without friction.
768,"LCE states that energy cannot be created nor destroyed, so we cannot get rid of or gain random energy."
644,Once at the bottom it will go through a loop into a cork screw and go under ground through to inversions to where magnets bring it to a stop.
391,"See I tested three cars will three different masses 40 kg,50 kg and 60 kg."
31,"For example, when the height of the hill is equal to the height of the initial drop, which in this case is 5 m, the car did not reach the end."
77,"Also they should make sure the mass of the cart is at 50, so then there won't be any problems with having a heavy cart."
147,"After that loop there is another loop that is 250m tall, so again it should make it past there."
588,So of you apply all of this to your roller coasters it will surely be fun and safe for everyone.
307,This is because the height was the largest it could be and the energy gave it enough momentum to go all the way down the hill.
110,"Also, they need to make the cart weigh 60 kg so then there is more TE, which will provide a faster and more fun roller coaster."
241,"When we went up to 60kg, the total energy also went up to 2641J."
756,E1R: Our team's initial drop height will be 4 metres.
396,"E1R: My teams roller coaster will be one of the most succsessful coasters in the whole park because, not only is it fun and thrilling, it has the science behind it to help make this ride a thrill."
22,"When the release height was 3 m, the kinetic energy at the bottom was 1465 J, while when the release height was 5 m, the kinetic energy at the bottom was 2442 J."
364,"The last thing you need to know is the relationship between potential , kinetic and mass."
492,I think this because if the hill is super high then that means we have a greater PE.
184,"E1: Dear Gonzales Family, I propose that the total amount of energy at the bottom and top of the initial drop should be the same but the KE and PE should be different."
435,They should also add a hill in order for it to be more fun for the riders.
564,However when the drop height was 5 meters the PE at the top was 1957 joules at the top and 1957 joules of KE at the bottom.
766,"This means that during whatever point of the roller coaster, start, middle or end, KE + PE always equals total energy."
553,"I know this because when I had a drop height of 4 and hill height of 3.5, the cart made it through the whole ride."
523,So having a higher mass will help the car go faster on the hill and around the loop making it more exiting.
60,"For example, when the mass of the car is 50 kg, the potential energy is 2444 J at the top of the initial drop and 2436 J of kinetic energy at the bottom."
260,This supports the idea that the initial drop height should be as high as possible.
848,But if the mass is less the potential energy goes down.
706,"When we had a mass of 50 kilograms, the car had a total energy of 2,449 joules."
136,"For example, in the data we collected, when the initial drop height was 5 m and the hill height was 3.50 m, the cart was able to go over the hill with ease."
520,The mass can also effect the total energy.
590,In my simulation the cart that was on the initial drop (4.05m) that was lower than the hill afterwards (5.02) didn't make it over the hill.
447,"In Trial 2, when the hill height was 2.00 m, the coaster car made it to the end of the ride, because the hill height was not taller than the initial drop height."
612,"For example when I tested the drop height of 4 meters, the PE didnt have enough joules to make it over our hill."
436,The trials showed that a hill height of 3.00 m would have a total energy of 2466 J.
382,"This was proven in my expirement (intial drop) there was 2443 J of PE at the top of the drop, at the bottom of my drop the PE was at 1 J and the PE was at 2442."
802,"Although, in the real world (simulation excludes this part for accurate data), some of the energy will change into other forms like heat, sound, etc."
398,"This would lead to more potential energy before it drops, and therefore more kinetic energy at the bottom of the drop."
193,This is because it doesn't have the extra energy from the initial drop because it already used it up trying to get over the hill that is the same height.
159,When I had a car that had a mass of 40kg it only had 1958(J) at the top of the initial drop.
803,"so the potential energy at the top, and the kinetic energy at the bottom wouldn't be equal."
730,When I added friction to my carts I noticed that my potential and kinetic energy was no longer the same.
245,"E1R: Dear Gonzales family, your roller coaster is in great progress."
779,Our initial drop height was 5 during one test and our hill height was the same.
733,"The weight of the cart should be 60kg because it will have more energy, and the hill should be smaller than the original drop."
838,"But when we added friction the PE at the top while it was moving was less without friction, and vise versa for KE."
780,Our cart had 12 J of kinetic energy before falling back down.
182,Also you need to have enough energy to get to the end of the track so you want to have a high initial drop and a big car mass to give it the most TE possible.
181,So if you want the ride to be safe you need to have the hill height shorter than the initial drop height.
810,"This is possible because (in a friction less environment) potential energy could go up, and kinetic energy could go down, but the total energy will always stay the same."
23,Having an initial drop height of 5 m will make this ride more fun and exciting.
228,"That's all for the updates, but we want to bring up a few key points."
689,"As the PE went down, the KE went up."
16,With all of this combined I think we will make a great coaster that will be safe and enjoyable to all riders!
34,The best mass of the car would be 50 kg.
580,Second the higher the initial drop the better.
224,"According to our data, a hill height of 4m is the perfect combination of safety & fun."
534,The higher the height the more PE the coaster will have.
456,I also noticed throughout the simulation that the potential energy also is the same number as the total energy.
328,I think you should have a high hill the highest you can.
832,"This is because our loops, hills, and turns need enough speed from the initial drop to get to the end of the coaster."
362,These things that I have told you about are all things we are going to need in order to make a new and exciting roller coaster.
201,"In conclusion, the roller coaster should have an initial drop higher than the hill, and the mass of the roller coaster should depend on how much energy you want the ride to have."
161,So if you want the ride to be safe you need to have the hill height shorter than the initial drop height.
528,So we need to make sure we start with enough total energy to make it to the end.
379,This hill is 2.50 m tall.
144,This will help when considering hill height and the initial drop height.
418,"At the bottom of that drop, there were 2687 Joules of kinetic energy, and 1 Joule of potential."
229,"First of all, to make the ride exciting, as I mentioned before, we need as much total energy as possible."
73,"This proves that the Gonzales family needs to make sure that their initial drop is higher than the hills, so then there is enough total energy to go over the hill."
719,E1R: The drop height is five meters.
301,"Next, the TE remains constant and equal to its PE."
372,It can only transform from one form to another.An energy transformation is the change of energy from one form to another.
21,A similar thing happens to the kinetic energy at the bottom of the initial drop.
539,E1: The drop heigh of my roller coaster design is 4 meters.
339,than if it had a lower ke.
648,"As my roller coaster is long, scary, exciting, and has tons of inversions, a huge hill, and a corkscrew."
811,E1: The drop height of my roller coaster design is 5 meters.
253,"When we used a car mass of 60kg, the total energy went up to 2641."
490,This shows that the energy changes but it is never destroyed.
798,"As you can see from the data above, when the height is the same the potential energy at the top, and the kinetic energy at the bottom are equal."
421,This is another reason why an initial drop height of 5 meters would be most beneficial to our roller coaster.
118,"When you want to add a hill, you need to be aware of how tall it will be, or the cart might not be able to get over."
238,This is true for every trial.
397,E1: My first recommendation for this roller coaster would be to have an initial drop height of 5 meters.
568,Also if the initial drop height is higher than it can make it over the hill.
511,But when i tested the height of 3 the total energy was 1466.
616,Total energy you can see/know even before the energy trasffers because the starting potential energy is the same as the total energy and same with the ending kinetic energy.
480,The coaster car didn't have enough energy to make it over the hill and to the end.
6,The mass and energy data with the PE and KE were very similar and I think that will help our ride be fun and safe.
59,The best mass of the car would be 50 kg.
452,We have also done multiple different simulations to advance our learning in these categories.
602,kinetic energy is when the potential energy is transferred as it goes down the hill so that the kinetic energy can push it back up or bring it to a slow stop.
589,E1R: Dear Gonzales family here are my recommendations for you to make the best roller coaster possible for your park.
20,"However, when the initial drop height was 5 m, the potential energy was 2443 J at the top of the initial drop."
62,"The car will move faster and therefore be more exciting with 50 kg than 40 kg, but not be too heavy to not be able to make it over hills."
821,My drop height was 5 meters and my hill height was 3.5 meters.
774,Anything lower than 4 metres seems more or less safe and enjoyable for our passengers.
4,"The PE of the car at the top of the initial drop was 2,445 J because it hadn't moved yet, and the PE at the bottom was 2,444 J because it had moved."
503,I think this because then we can add a hill whatever size below it.
463,The next simulation we did we learned about the mass and energy of the coaster car.
415,E1R: My first recommendation for this roller coaster would be to have an initial drop height of 5 meters.
375,"E1: My teams roller coaster will be one of the most succsessful coasters in the whole park because, not only is it fun and thrilling, it has the science behind it to help make this ride a thrill."
555,"Lastly, the relationship between mass, PE and KE!"
377,"This drop is (in my model) 5.00 m tall, in my research when my intial drop height was 5.00 m tall it produced 2443 J of PE before the drop."
464,"During the simulation, I tested a small mass, 2 medium masses, and 1 heavy mass."
304,This is because PE is stored energy.
35,"For example, when the mass of the car is 50 kg, the potential energy is 2444 J at the top of the initial drop and 2436 J of kinetic energy at the bottom."
662,the mass of the car affects the PE because the PE=mass x height x acceleration due to gravity(9.8 m/s/s).
349,Potential energy is energy that is stored in an object and Kinetic energy is the energy an object has because of its motion.
64,"With friction, the kinetic energy at the bottom of the drop would not be as close to the potential energy at the top of the drop because some of the energy would turn into a non-mechanical kind of energy like thermal energy."
308,"For example, when I tested the drop height of 3 meters, the PE was 1624 Joules."
46,Having an initial drop height of 5 m will make this ride more fun and exciting.
205,"At the bottom of this same ride, the PE is at 1 and the KE is at 1465 J, when added they equal 1466 J."
319,"At the top, the PE has the largest number but at the bottom it has a smaller number."
841,Some similarities I observed with the initial drop height and hill height was the same thing but with smaller numbers.
232,This supports the idea that the initial drop height should be as high as possible.
712,"Going down that drastically, shows how the mass is light, and how it would make the roller coaster fast."
536,Otherwise there will not be enough energy and it wont make it over the hill.
257,A high initial drop also means more potential energy.
714,"The five works better to for the lop, because when the lop goes down we can make the hill pretty high because of the power of it going down."
502,E1R: My recommendation is to start with the initial drop at 5 ft.
820,It turned out that energy was just getting converted into thermal/heat energy and no energy had been destroyed.
720,"The relationship between PE and KE is As the cars go to the next hill, some kinetic energy is transformed into the potential energy."
84,They also need to make the cart weigh 60 kg so then there will be more TE.
676,E1R: The drop height is going to be 5 because that will give it enough energy to make it over the hill.
223,"As for the hill after the drop, we plan on making the height as high as possible."
501,but in the real world the PE would be high but then when it got to the bottom and it formed into KE there would be less KE then there was PE at the initial drop.
214,"When the roller coaster car reaches the top of the hill it doesn't come to a complete stop the PE is 1228 J and the KE is 727 J, the total energy stays the same."
408,"But when we tested a hill height of 4 meters, the cart made it over the hill with 1964 Joules of potential energy at the top."
256,"At the top of the initial drop, there is only potential energy, and no kinetic."
533,The energy will change when it is going down the drop the PE will be less but now it is going faster so KE will go up.
549,This allows me to talk about energy transformation and Law of Conversation of Energy.
197,This shows that the energy is converted from KE and PE because no energy is added or subtracted.
701,E1R: The drop height of my roller coaster design is 4 meters.
521,For example when i tested the mass of 40 kg the total energy was 1956.
305,"Next, while the car is moving down the drop, the PE will transform into KE."
514,The Law of conservation and energy states that energy can be created or destroyed but it can convert to other types of energy.
682,"For example, when we dropped the coaster from 2 meters, there was 977 joules of potential energy at the top, and 976 joules of KE at the bottom."
129,All of these play a part in the cart making it to the end of the ride with out it needing to stop or fall back and try to restart.
653,When the cart reaches the bottom of the drop it has tons of kinetic energy.
92,"And the amount of PE was at 4, but the amount of total energy was at 2449J still."
726,This drop was very important to note because if there isn't enough potential energy the roller coaster won't be able to go over the hills and loops effectively.
819,So when it seemed that some of the energy was disappearing.
152,When the car goes up the loop it will need enough energy to make it over.
601,The only time you can have potential energy is when the cart is above surface level.
636,Then we will get pulled up 600 feet by magnets to a drop down into a loop that leads into a corkscrew and into under ground where you go upside down twice before coming to a stop.
792,"Mass is a very important factor when it comes to energy, and is crucial when designing a roller coaster."
280,E1: The drop height of my roller coaster will be 5 meters high.
725,"During my experiments, I saw that when the height was set to 5 meters the Potential energy was 2443j but when I dropped the height to 4 meters the Potential energy went down to 1955j."
542,"When I increased the drop height to 4 meters, the PE increased at 1466 Joules."
762,"However, there's also a relationship between PE and kinetic energy (KE)."
765,"Potential Energy at the very beginning of the coaster defines total energy, and kinetic energy at the end of the roller coaster defines total energy."
9,"E1R: Hello, Mr. Gonzales."
657,E1: I want my car to start at 5 meters.
45,"When the release height was 3 m, the kinetic energy at the bottom was 1465 J, while when the release height was 5 m, the kinetic energy at the bottom was 2442 J."
179,When I had a car that had a mass of 40kg it only had 1958(J) at the top of the initial drop.
337,the smaller it is the least the energy the bigger it is the more the energy.
399,"I know this because when I tested a 4 meter drop, it had a potential energy of 2150 Joules at the top."
596,"For example when I tested the drop height of 4 meters, the PE didnt have en\d had enough energy to make it over the hill."
815,But when I increased the drop height to 5 meters the the potential energy was 2446 joules.
