idx,sentence
527,"E1: Today, I will be telling you about the best design you can do for your new roller coaster, it will have the most speed, the most exciting, and most importantly, it will be safe."
425,I know this is true because when I tested the initial drop height the first trial was 2 meters and there was only 977 J of energy.
534,"In trial 2 of testing the initial drops, we set the height to 2 meters."
113,"In my trial, when the car weighed 44 kg, the total energy was 1723 J."
29,My data shows that in the initial drop simulator the PE at the bottom was 1 and as you can see it never went down to zero due to that law.
318,"E1: Roller coasters that have an initial drops, and hills make it exciting."
456,"This will make the car go further, and faster giving more flexibility for the hill height.Speaking of hill height, I would say should be about 3 meters."
498,"like how the deigns will function use energy, making it to the end with out stopping, testing hills, and more."
329,The less energy you have the more it is going to be boring.
327,"If you only have 1,000 KE the ride is going to be pretty boring."
423,E1: My recommendation is we start out roller coaster's initial drop at the height of 5 meters.
355,Initial drop is important while making a roller coaster.
188,The relationship between PE and KE is direct because as one changes so does the other.
376,This is the initial drop.
328,"But if you have a ride with 2,400 that ride is going to be exciting."
756,"This is because energy wasn't created during the trial, but it also wasn't destroyed."
295,The total energy can always be known if you know what the PE is because they are the same thing.
12,So when it was at 60kg the total energy was 2932J and when at 40kg the total energy was at 1954J.
796,"For example, if the cart is exactly halfway down the hill and the PE was 100 joules and Ke was 0 joules at the top."
408,My suggestion for your roller coaster would be to make its drop height high.
479,"Since my roller coaster will have lots of speed to it, it will have enough kinetic energy to ride up the next hill."
822,"E1: To have a fun and exciting rollercoaster, a recommendation I would make for the Gonzales family is to have the height of the initial drop be 5 meters, the height of the hill should be 2 meters, and the car mass should be 60 kg."
748,"For example, when I tested the drop height of 4 meters, PE was 1759 Joules, the KE was 1759 Joules at the bottom, and the TE was 1759 Joules."
118,Using my data this proves that the higher the initial drop the more energy it has which the more energy the better the roller coaster.
405,It was 2938J and 40 was 1959 for the total energy.
637,"So we added an elevator, where once the coaster is on top of it and has no more kinetic energy it will pull it back up towards the top until it is at 5(meters) high."
284,"Your energy will stay consistent, the energy changes from potential energy to kinetic energy and then back to potential energy again."
271,"Also, the drop height of my roller coaster design is 4.45 meters this is important because it makes the roller coaster fast and goes up the hills and making it fun and not a boring ride."
381,"With higher energy, it will be more of an interesting ride for riders."
129,The first variable that needs to be included in the roller coasters track/design is the initial drop.
696,And sence force can not be created or destoyed.
708,"The KE amount, and once the cart got to the top of the hill the KE would switch to the PE."
769,The drop height of my roller coaster design is 4 meters.
35,In conclusion I would recommend higher initial drop than the hill and a heavier cart mass to have the most TE you can have.
255,"Evidence from our data will further prove this point in my first trial my car mass was 40kg and the total energy was 1995 J but in my last trial with a coaster car of 60kg, the total energy is 2933."
805,"For example the PE at the top of the drop was 2697Joules, then the KE was 2697 Joules at the bottom of the drop."
246,we can look at our data and find that in the middle of the initial drop of 5.00m that the PE is transferring to KE and still equaling the total energy of 1955 J.
359,"When making the roller coaster, hills play a big roll too."
209,The initial drop on my roller coaster is 5.00m this is because it had the highest PE and KE in joules while still being safe for the hill and loop.
104,"The relationship between KE, PE, and total energy, effect the ride because when the ride has more energy the higher the initial drop is."
481,My roller coaster cart changes quickly along the tracks.
128,And more total energy will make the roller coaster better.
477,"The Gonzales family should love my ride because it contains much thrill, high drops, and very powerful."
95,The first variable that needs to be included in the roller coasters track/design is the initial drop.
505,PE is stored energy.
454,E1: The drop height of my rollercoaster will be 5 meters.
259,E1: during my proposal to the Gonzales family.
18,The roller coaster will be exciting and make it to the end without stopping.
575,The only problem is that one drop isn't going to make a fun roller coaster you still need to add some hills to it.
545,This trial did not have enough energy to make it up and was stuck going right up to the top and falling back down never stopping.
122,And be able to make it back to the start safely.
712,For the cart to stop the PE needed to stop and there needed to be no KE.
160,E1: The drop height of my roller coaster design is 5 meters.
612,So when the potential energy is at its fullest and when the kinetic energy is at its fullest that is total energy.
645,I know this because in the mass vs energy simulation when the car was 60 kg it had a total of around 2900(J) of total energy.
40,The height of the initial drop needs to be an high as it can.
0,E1: Recommendations for the Gonzales family about your best roller coaster design.
834,"When I tested the hill height at 2 meters and the initial drop height at 5 meters, there was more TE than when the hill height was greater."
346,PE is energy stored in non -moving objects.
549,"Lastly, you must consider the weight of the coaster, this is essential to the amount of total energy you want in your coaster."
529,"For your initial drop, you are going to want to make the highest coaster you can, you want to do this because it will have the most total energy and will have the most speed off of the initial drop."
660,The roller coaster will get through any obstacle as long as long as it is carrying its same energy as the initial drop height if the hills are smaller than the initial drop height.
441,It doesn't matter at what point the cart is at all the energy will add up to total energy.
28,"That means that the energy never goes away, there is always energy."
86,I know this because when I had a mass of 60 kg my car had a total energy of 2934 compared to when my car had a total energy of 40 kg and the car had a total energy of 1956
159,Adding a hill is a good idea but if the hill is taller then the initial drop height then the roller coaster would not make it over the hill and to the end.
602,Because it is lighter so it will not slow down as easy as the heavier one will.
319,"This is why, the height of your initial drop relates to your PE at the top and the KE at the bottom."
123,Adding a whole bunch of hill and loops will make the roller coaster super fun and exciting.
251,If the hill is too low compared to our initial drop it could cause injuries to passengers aboard.
378,I know this because when I tried it with a drop height of 5m the PE was 2444J.
390,"E1R: Dear Gonzalez Family,"
22,Using the data I have collected from Initial drop when it was at 5.00m there was a lot more PE and KE resulting in more TE all together because PE+KE+TE making is a better ride for riders to enjoy.
418,"Most importantly, make sure you make the drop height high and never make the hills taller than the initial drop height."
514,Because the wight of the car weighs it down to go faster.
196,E1R: My recommendation is to have the roller coaster weigh 60kg and for the initial drop to be 5m.
497,E1: the past few days I have been doing lots of test notes and data to find the best roller coaster that live up to expectation.
448,E1R: Some recommendations that I think will be helpful for the Gonzales family is my huge roller coaster thats exciting and fast my reasoning comes from my data that I pulled from the roller coasters.
761,"Lastly, mass, PE, and KE are all related."
571,I know this because to have more total energy you have to have the chance for kinetic energy.
541,"The hill requires a certain amount of energy and for the coaster, we are making we will not have enough energy to make it up a higher hill without support from other forces."
60,The energy transformation is how the energy changes when it goes down a hill or if it is going straight.
361,"For example when my hill height was at 5.00 meters with my initial drop at 2.50 meters, the coaster wasn't able to make it up the hill because there wasn't enough potential energy."
270,The total energy will stay the same throughout the ride when there is no friction.
844,"However, as the car starts moving, the PE (energy at rest) changes into KE since the car is in motion."
707,During the start of the cart the PE was 1955 and when it began to go down the hill the PE amount would switch.
149,"At the initial drop in my trial when the drop was 4 m, the potential energy was 1642 J, at the bottom of the hill it all converted over to KE minus 1 J."
759,"This is because the initial drop height's stored energy, is all the energy there is."
662,Another thing to think about is when all potential energy shifts toward kinetic energy to try and make its way up the hill.
458,this is because there will be enouch for the car to go past the hill no matter the friction.
683,like in the experament the car the was 60 kg had more energy then the 50kg car and the 40kg car.
820,That is because there is no PE.
753,"The change in the KE, and PE, along with TE, all relate the Law of Conservation of Energy."
760,"If you have a hill height that supports more energy than there is, then there won't be enough energy to make it up the hill."
640,"E1R: Dear Gonzales Family: I will go over why my roller coaster will be super fun, the science behind how it will work, and how it will get from start to finish."
554,"When we ran our 4th trial, we had set the car to 60 kilograms."
204,Although if there is friction the total energy will transfer into thermal energy throughout the ride.
170,"Between the drop height and hill height, the PE and KE are split at the top of the hill, but at the top of initial drop the PE is a thousand number, and KE is always 0 because it isnt moving."
680,and the drop hight is 400 ft compared to the loop that is 300 ft. that is a differants of 100ft giving it plenty of energy to make it over.
731,So the drop height will give more energy to go over hills.
256,These pieces of evidence prove that mass and energy have a big relationship with PE and KE.
823,"It would be best for the initial drop to be 5 meters because the more height you have, the more TE there will be."
594,"If the hill or loop is smaller though, then it will make it over the hill or loop."
832,"This is because energy can't be created nor destroyed and if the hill height is greater than the initial drop height, energy can't be created so the car won't be able to make it over the hill."
775,If you have a hill height that supports more energy than
194,"This process continues as the coaster goes through the various hills, drops, and loops of the ride."
193,"As the coaster begins to slow down, it climbs the next hill, and the potential energy increases."
684,but also the 50kg car had more energy then the 40kg car.
23,"Secondly, using the data I have collected from adding hills simulation when the initial height was at 5.00m and the hill height was at 3.00m there was the most TE making it a faster ride."
235,The initial drop on my roller coaster is 5.00m this is because it had the highest PE and KE in joules while still being safe for the hill and loop.
693,"Because the amount of energey,, from the intial drop will be enough to go though the loops."
15,This will create the most enjoyable ride for the riders.
32,As it shows in my data from mass & energy when the mass of the cart was at 60kg rather than 40kg.
598,Because energy cannot be created or destroyed.
232,Thank You sincerely ______________
552,The total energy was
478,According to data from my simulations my initial drop height is 5 m. My roller coaster is way more exciting than others because it creates lots more speed from how high the initial drop is.
340,That is all you have to know about roller coaster to make a good design.
723,When I decreased the drop height to 4 meters the PE decreased to 1955 Joules.
374,"During the Roller coaster and energy analysis, we learned about PE and KE at the top of and throughout roller coasters."
210,If the coaster car is at the top of the hill the PE will be 1955 J and the KE at the top of the hill will be 0 J.
173,"If the car mass was 60 then the PE would be about 2936, which shows that the more mass a car has the more PE and KE it has."
546,When going up a hill you can feel the coaster slowing down.
395,The car changes because when the car goes down the initial drop PE and KE stays the same.
156,"When making the roller coaster, make a cart with more mass and a higher initial drop."
595,When the car is at the top of the initial drop then it has the most PE it will ever have.
236,If the coaster car is at the top of the hill the PE will be 1955 J and the KE at the top of the hill will be 0 J.
80,When the kinetic energy was 1 and the potential energy was 2423 the total energy was 2424.
533,It started as potential energy and once the car got moving it quickly became kinetic energy that moved the fastest out of all trials.
312,"The total energy was always the same as the PE, for example, the initial drop was 2 meters, PE was 1173 Joules, and the total energy was 1173 Joules."
383,Gonzalez family should make a hill height of around 4.51m.
21,This way the cart will be able to make it over safety and create an exciting experience for the riders.
480,As a result of having lot's of kinetic and potential energy this will make my roller coaster have more thrill and excitement to my ride.
353,"E1: When making roller coasters, It needs to be fun and exciting while still making it to the end of the ride."
490,So I believe that 56 kg is the best car mass for my roller coaster which makes my roller coaster safe and fun.
807,When the Law of conservation of energy can get created or destroyed that is why the PE goes into KE when the cart is moving down.
262,It represents the overall energy content of the system at any given point during the ride.
510,on the roller coaster I design it starts up high in the air and the PE is very high do to the initial drop high.
744,"When I increased the drop height to 3 meters, the PE increased to 1319 Joules."
445,Now my second trail's hill height is 2.50 pe top of initial drop is 42 and the ke top of initial drop is 2401 pe top of hill is 1214 and ke top of hill is 1228 the total energy is 2443 and it did made it to the end.
131,"I learned in my data that when the initial drop was 4 m, and the hill height was 3.25, the roller coaster made it over the hill."
248,"After, we must concur that our hill and drop height rely on each other."
412,"The Law of Conservation of Energy states that energy can't be created or destroyed, so the potential energy becomes kinetic energy."
582,This proves that you have to have a smaller hill than the initial height of your coaster if you want the cart to get to the end.
843,"To support this, at the top of the initial drop the KE is always 0 because KE is energy in motion and at the top of the initial drop the car is not in motion."
726,PE and TE may change depending on the KE.
647,I know the more (J) you have the faster the coaster is gonna go.
6,"Secondly, using the data I have collected from adding hills simulation when the initial height was at 5.00m and the hill height was at 3.00m there was the most TE making it a faster ride."
59,for example the PE at the top was 2443 and at the bottom the PE was 0.
725,But when the initial drop was higher the energy went up.
619,How will this work you may ask.
773,We can conclude then that PE and KE equal TE.
20,"First, you need a height that is higher than the hill so let's put it at 5.00m for the initial height and 3.00m for the hill."
63,"The relation ship between mass, PE and KE is the bigger the mass the more PE you will have at the top of the initial drop."
815,E1R: The drop height of my roller coaster design is 5 meters.
770,"This is because, the more height, the more energy."
4,This way the cart will be able to make it over safety and create a exiting experience for the riders.
764,"But in my trial where my mass was 50 kg, the PE was 1956 Joules, and my KE was 1956 Joules too."
550,"When we were running our trial on the mass of the coaster car, we had our hill height at 4 meters and our drop height at 5 meters."
434,We don't want the cart too heavy because of friction it wouldn't make it over some of the hills that a cart with less mass would.
388,"In the end, PE and KE can't be created or destroyed."
573,This causes the cart to have lots of potential energy because as the cart goes down the drop the kinetic energy will build up.
391,We also learned about initial drop and the relation between KE and PE.
487,My data from my simulations prove that the best car mass is 56 kg.
316,It means that it doesn't matter if it's KE or PE the total energy will always be the same.
33,So when it was at 60kg the total energy was 2932J and when at 40kg the total energy was at 1954J.
771,"For example, when I tested the drop height of 4 meters, PE was 1759 Joules at the top, and the KE was 1759 Joules at the bottom, and the TE was 1759 Joules."
363,The mass of the coaster is important too.
65,"E1: Dear Gonzales family, I have found out how to make the best roller coaster."
321,So the amount of energy from the top of the roller coaster is how much energy you have.
46,The energy transformation is how the energy changes when it goes down a hill or if it si going straight.
215,"Now, we have to add a hill we need to make sure that the coaster car has enough speed to get over the hill."
330,"Hills are tricky, The hill and the initial drop can't be the same."
809,For example if the drop height is 5 and the hill height is 5 then the KE will not have any energy to get up the hill.
239,"Then, we would have to calculate the relationship between PE, KE, and total energy we can figure this out by looking at this example from our data If the initial drop is 5.00m high the PE at the top of the hill would be 1995 J and the KE would be 0 J 1995 plus 0 equals 1995 which would be the total energy."
713,For me and my group we decided that the best way we could transfer energy and store more was to make small hills that the cart could speed through and end with the most amount of KE.
599,The more mass the car has the harder it is going to be going up a hill.
269,This means you cannot create or get rid of energy.
716,"For example, our biggest car mass was 60 and our PE ended as 2936, and the KE at the bottom of the drop was 2930."
521,I call my ride deklan.
813,Then the KE on the top of the initial drop is 2453 and the KE at the bottom of the drop is 2453.
724,The energy when the initial drop was smaller went down a lot.
94,And more total energy will make the roller coaster better.
513,But the 40kg cart only had 1567 total energy.
231,I hope this detailed info page about my coaster proved to you that my roller coaster will be the best and safest option for your guests.
766,"This is an example of a direct relationship between mass, PE, and KE."
223,If the initial drop height is 5.00 the hill height cannot be the same or love it or it will not be able to get over but where we still have enough energy to get over the loop after the hill.
422,"For example, a car that weighs 60 kilograms would have more potential energy than a car that weighs 45 kilograms."
265,E1R: during my proposal to the Gonzales family.
817,"I notice when the roller coaster is at the top of the hill, at a complete stop the total energy is the PE."
492,"My best roller coaster design should conclude an initial drop height of 5 m, hill height 4 m, and best car mass as 56 kg."
772,"Furthermore, PE and KE going down the drop won't be equal, but TE will."
208,"First, we need to make sure we have a safe initial drop."
523,E1R: the past few days I have been doing lots of test notes and data to find the best roller coaster that live up to expectation.
561,"When we were testing and experimenting with the best roller coaster, we noticed that when the initial drop was lower, the amount of Joules was severely slower than that of a higher drop."
317,The relation between the initial drop and hill height is the cars gain energy when going down the drops.
531,"In trial 1, the drop was 5 meters."
687,"E1R: for starters, it has a 4m intial drop that is inverted."
145,"So if the roller coaster wants to have a ton of energy, having a really tall initial drop would be the best way to do that."
622,At the top of the first loop it will be a height of 4 (meters).
103,"So that shows that the relationship between release height and PE is when the release height is higher, the total energy is higher."
685,This is without frction.
812,For example if you have 50 kg on the cart.
163,If you have a higher initial drop the KE will increase the more meters you have on initial drop.
618,"My idea is that we start off the coaster really high up and have 3 loopy- loops, that will have the rider facing the ground three different times and then add a hill at the end that the roller coaster will overcome."
650,At the top of the first hill the height will have to be less than my initial drop.
794,"For example, when I tested the drop height of 3 meters, the PE was 1173 joules."
289,"It can make it to where the car will finish the ride, if you don't the ride won't make it to the end and won't have any excitement or shock to it."
704,E1: The drop height of 5 worked best for me because it created the most PE and was the easiest to get over the hills.
558,"This is why you should have the highest drop height, a hill just a little less than the drop height, and the biggest car you have."
544,"However, when running trial 4, the hill height was 5 meters and the initial drop was also 5 meters."
643,I know all of this information from the trials results I will be showing you and
11,As it shows in my data from mass & energy when the mass of the cart was at 60kg rather than 40kg.
601,If the car is lighter the easier it is going to be to get it to go up the hill or loop.
44,It affects the ride because it has to be equal to be able to work.
190,"The ride will start at the top of the hill, where the coaster has the most potential energy."
351,"But, if your cart weighs 60kg it will have a total energy of 2,937."
416,This is because of gravity and the velocity the heavier car gains.
811,"The relationship between mass, Pe and KE is very intrestiong."
