idx,sentence
399,This shows that the amount of mass affects the amount of energy.
435,"I hope you feel that my evidence on how hight of initial drop, hight of the hill, and mass effects the energy, and weather or not the car will make it to the end, has convinced you to chose my roller coaster design."
438,"The energy gets distributed throuout the ride and at the top of the hill, the car will have 1844 J PE and KE but then at the end there was only KE left and no PE."
602,More KE more faster the car is moving then we took a hill with a height of 5.00M and the initial drop is still the same height of 4.50M and when the car was at the top of the hill it had a PE of 2200 and a KE of 5 and the car was not able to make it over the hill because the hill was higher than the initial drop.
791,"This higher drop height will also allow the car to accelerate for a longer time, making it go faster."
630,As the cart goes down the drop the PE will change into KE and halfway down it will be 50/50.
513,This is because 5m was the initial drop with the most PE.
786,E1: The drop height of my roller coaster will be 4 meters.
574,"In trial 2 when the release height was 4 meters, the potential energy at the top of the drop was 2145 joules, but in trial 1 when the release height was 5 meters, the potential energy at the top of the drop was 2443 joules."
486,"What I mean by that is when the Energy is higher and the Mass is higher, the cars will move faster on the track."
150,I look forward to working more on your coaster in the future!
164,But as the car moves down the track the Potential energy and Kinetic Energy flip and at the bottom of the hill is where the Kinetic energy will be more than the potential energy.
229,"My reasoning for this is that the cart will go faster down the hill, resulting in a higher speed and more excitement for riders."
560,"I know this because in trial 4 when the hill height was 4.5 meters and the initial drop was 4 meters, the car did not make it over the hill."
320,E1: I think that my design would be the most enjoyable ride for your park.
12,If you put a hill that is 4 meters tall then there will simply not be enough to get over the hill.
124,Something important to understand is the Law of Conservation of Energy.
628,It would have only potential energy (PE) at the top of the initial drop and at the bottom it would have mostly Kinetic energy (KE) at the bottom.
691,In this trial the coaster makes it to the end of the track.
681,A member of Team Blue
446,"When I increased the height to 5 meters, the PE increased to 2443 Joules."
436,"E1R: Dear Gonzales family, you have requested a roller coaster, and I have the best one for you."
283,I recommend a 60 kg car because in my simulation the PE was 2933 at the top and the KE was 1924 at the bottom.
200,"According to the Law of conservation of energy, no mass can be created or destroyed."
468,"In a frictionless roller coaster, the energy is constantly changing from PE to KE depending on the height and motion of the car."
61,"If you want the car to have more KE at the bottom and more PE at the top, choose a high initial drop."
59,"E1: Through lots of research, I have figured out the requirements and recommendations for the best roller coaster design so far."
99,All of the KE will transfer into PE before the car makes it over and the cart will lose it's speed.
233,A non negotiable factor for the best possible roller coaster design would be a decently high drop height.
711,The total amount of energy at the end will be the same as the PE (1959 J).
738,"Lastly, for the mass of the car I was thinking 55 kgs, I think this is the perfect mass because it is safe and produces a lot more potential energy at the top than a lighter car would."
91,This is shown in my data.
17,The car will make if over easily expecially because the mass is 50 kg.
291,At the end of the drop the PE should start rising again in order to get up and down the hill.
693,This shows that my teams coaster would make it to the end because the hill is shorter then the initial drop.
475,"The reason for this assumption is that I have found many ways to make this rollercoaster the most fun, safe and can make it to the end of the track."
429,"The energy gets distributed throuout the ride and at the top of the hill, the car will have 1844 J PE and KE but then at the end there was only KE left."
292,Another component of making it down the hill is conservation of energy.
643,And as it went down the drop and made it to the end the total energy was the same as it was at the top of the initial drop 2707 jewels.
771,"Moving on, I feel the drop height should be 4m."
246,There would be no KE when it got to the highest point of the hill because the car wouldn't be in motion.
528,This was all done in a friction less environment.
518,The hill height will be 4m tall because that was the tallest height with the roller coaster making it over.
114,"When I did a car mass of 60kg, the car had a total energy of 2936J of energy and went much faster."
697,This also creates a lot of speed and g force making the ride fun and exciting.
596,E1: I think that our roller coaster is the best design because we have done tests and we have figured out the only way it will make it to the end is that the initial drop has to have the greatest height out of everything.
532,E1R: The drop height of my roller coaster will be 5m tall.
109,The mass of the car effects the amount of energy and the speed.
34,"The car will obly have enough energy to get up three meters, energy can't be created so the car won't get over the hill."
784,"To prove this, when my PE was 1995J and KE was 0J, the total energy stayed the same."
531,I conclude that these design choices would make the best roller coaster for your families theme park.
494,"The reason for that is because once the cars start to move, the KE will get higher because it's in motion."
765,"When I increased the height to 5m, the PE was 2553J."
336,There would be a turn after that and on that turn there would be a 360 degree roll.
385,"In one of my many tests the PE was 1785 at the top (the same as the TE) of the initial drop and 1784 at the bottom of the initial drop, which was also the same as the TE."
353,"I will explain the science behind it and what there will be(hills and drop height, plus the mass of the coaster)."
195,"To be specific, when the height was 4 meters, the PE was 1,955 J and when the height was 5 meters the PE was 2,443 J which also increased the total energy."
464,"For example, when I had a mass of 40 kilograms, the total energy was 1956 Joules."
729,"After the initial drop we will have 2 loops, then I hill with a height of 4.5m."
293,Energy can change into non-mechanical types of energy.
420,"E1: Dear Gonzales family, you have requested a roller coaster, and I have the best one for you."
15,The greater the mass the greater the energy.
32,When the car starts 3 meters tall the potenial energy is 1466 joules.
562,"But, it can't because of the Law of Conservation."
482,That experiment shows that the hill height has to be lower than the Initial drop height otherwise the cars will not get over the hill.
825,"So when the PE turns to zero at the bottom, it doesn't just disappear."
404,The initial drop should be 5.00 because the PE at the top of the drop was enough to let it get over hills for example the PE at the top was 2443 and at the bottom KE was at 0.
115,I also observed that the car with a higher mass lost speed faster when going up.
661,Our roller coaster is the best option for your theme park.
581,"Also, in trial 5 when the release height was 5 meters, at the top of the drop the PE was 2443 joules and the KE was 0 joules."
281,So I recommend a higher amount of PE and KE so there is more energy and velocity.
271,In this case the energy comes from a greater mass and therefore a greater speed.
589,"But then in trial 1 when the mass was the least it could be at 40 kg, the PE was 1567 joules at the top of the initial drop."
132,"The big takeaways are that a good roller coaster has a high initial drop height, a car with a large mass, and doesn't have any hills with heights higher than the initial drop height."
375,E1R: To the Gonzales family.
330,This is because you have enough energy to make it up the hill.
617,when the roller car goes down the coaster the PE energy converted into the kinetic energy.
787,"This drop height will allow the roller coaster to have lots of potential energy at the top of the drop, which will help it keep going throughout the whole ride."
40,So it is really fin and fast but it is still safe.
254,More energy is required to get over a hill that is taller than the initial drop height.
687,You will have more then enough kinetic energy to make it to the top of this hill.
346,For example your PE and KE at the top and bottom of the drop must be greater than your PE and KE at the top and bottom of the hill if it is not you will not make it over the the hill.
247,In a trial with the hill height of 5m and the initial drop height of 4.5m the car didn't not go over and had 0 KE and the highest point it could be on the hill.
757,"Another thing that would have to be thought about is the weight, because with it being too heavy would mean that it might not make it up the next hill."
217,I also recommend a heavy cart.
101,"When i did a hill height of 4 meters and an initial drop of 5 meters, the car made it to the end."
485,"The higher the initial drop is, the more energy you will have, and based on the mass of the car, the faster it will go."
129,Assuming nothing else is different between the coasters a coaster car with a mass of 50kg will have more energy than a coaster car with a mass of 40kg and less energy than a coaster car with a mass of 60kg.
499,"When energy cannot be created or destroyed, the energy continues to switch from PE to KE."
93,"When the initial drop was 5 meters tall, the car had 2688J of energy."
431,"If the car is much heavier, it will have a lot of energy, but it wont have as much if it is light."
457,"When I had the initial drop height at 5 meters, and the hill height also at 5 meters, the car did not make it to the end of the ride."
680,"Sincerely,"
261,In this case the energy come from a greater mass and therefore a greater speed.
22,"For example, when my drop height was 2 meters the potential energy was 977 joules."
343,The PE at the top of the hill was 2934 and as it moved down the hill all of that energy transferred into KE you can see this because at the bottom of the hill the KE was 2932 while the PE was 2.
571,"E1R: Dear Gonzales Family,"
322,The roller coaster will carry speed because every time you go on an inversion you gain speed.
316,"Like in one of my experiments where the hill and initial drop were both 5m and they coaster didn't make it over the hill, making in roll back and fourth."
120,Assuming nothing else is different between the coasters a coaster with an initial drop height of 3m will have more energy than a coaster with a drop height of 2m and less energy than a coaster with an drop height of 4m.
717,"This proves that height of the drop relates to the PE at the top and the KE at the bottom, we can also tell from these trials that the PE, the KE, and the TE (total energy) have the same values in each trial."
168,At the top of the initial hill which was 5m.
610,When making a roller coaster your initial drop has to have the most height if your initial height is not bigger than a hiil height or loop height it won't have enuff KE to make it over the hill.
652,Because of the height of our drop there is going to be more potential energy at the top of the coaster due to the amount of track that it has to go down.
47,The 5 meter start height will give the car enough potential energy to not only finish but also do it fast and fun.
324,The drop height in my trial was 5.00m this was high enough to provide enough total energy to take you through the ride.
0,E1: The drop height of my roller coster is going to be 5 meters.
835,No energy is gained or lost.
347,This is all possible because of TE.
549,"And then at the end of the ride, the KE is bigger and the PE is 0 or 1 so then the total energy is bigger."
412,The cart should be at 50 because the bigger the mass of the cart the faster we go.
167,The car mass was 40kg.
312,The cart will be 60Kg because through out my research that's the weight that gave me the most PE(2937) and KE(2933) energy in all my simulations.
379,While a height of 4.62 meters has 2255 PE.
742,"If the drop height is 5 the cart has the most potential energy it can, 2707 J to be exact."
516,This initial drop height will optimum for most energy right at the start of the roller coaster drop.
207,"This data also shows how car mass, KE, and PE all have a direct relationship."
460,"The reason it would be more fun is that it would have more PE, and therefore would convert to more KE at the bottom of the hill and move faster."
448,"At the bottom of the initial drop at 5 meters, the KE was 2442 Joules."
763,"5 meters high will then have more energy, which will make the roller coaster go faster."
576,"In trial 5, when the release height was 4.5, the PE at the top was 2410 joules and the KE was 0."
359,This is because in one of my tests I had the hill at 5 meters and the initial drop at 5 meters.
540,When the hill was 4m tall the PE at the top was 1958 joules.
64,"When the initial drop was 2 meters tall, the car only had 1071J of energy."
349,The law conservation of energy plays into roller coasters because the energy always has to go somewhere and this rule applies when PE turns into KE.
270,A car with a mass of 60kg moves faster along the track compared to a car with a mass of 40kg.
844,When the cart was at the bottom of the hill the PE was 0 and the KE was 1952.
710,The PE at the top of the drop will be 1959 J and the KE at the bottom is 1956 J.
155,E1R: If I were to design a roller coaster for the Gonzales theme park.
546,"In trial 2 when the release height was 4 meters, the potential energy at the top of the drop was 2145, but in trial 1 when the release height was 5 meters, the potential energy at the top of the drop was 2443."
651,E1R: The drop height of our car is going to be 5 meters tall.
544,"First off, when considering the height of the initial drop of the coaster, the initial drop height impacts the total energy of the roller coaster."
635,The car mass will be 55 kg making it have a lot of energy to make it to the end of the ride.
419,E1R: Dear Gondolas Family Some co-workers and I plan on trying to help you make a roller coaster ride for your park we found some things to help that I will tell you in the next few paragraphs.
756,Other wise it won't make it with the amount of KE it has left.
403,So we can make this ride the best ride for the riders we should make the height for the initial drop 5.00.
764,"For example, when the height was 4m high, the PE was 1955J."
418,And it has the perfect mass of the cart to give the riders the feeling that they are going fast.
213,"The higher the PE at the top of the initial drop, the higher the KE at the bottom."
176,"For example, we tried many trials including drop heights of 2,3,4, and 5 and noticed that as the height of the drop increased the PE also increased."
679,"Thanks for considering us to build your roller coaster, we can help make it fun and safe to make the theme park the best it can be!"
733,"Another important factor that makes the drop perfect is the fact that the cart goes the fastest, which makes it the most entertaining."
256,This roller coaster car also will need a decent amount of mass.
819,"When I increased the drop height to 3.00 meters, the potential energy increased to 1319 joules."
474,I am writing today about why my rollercoaster is the better design.
831,For example When the hight was 5m the carts PE at the top was 1952 and KE was 0.
796,"If kinetic energy increases by 10 Joules, then potential energy decreases by 10 Joules."
780,"By doing this, the car will have more energy making it able to go faster in the long run."
205,"For instance, when the car mass was 50 kg the PE and KE were both 2,443 J."
202,"When the drop height was greater than the hill height, the car had enough PE to make it over the hill."
550,"In trial 5, when the release height was 4.5, the PE at the top was 2410."
29,"Once it is at the very bottom, potential energy has 0 joules and kinetic energy has the total amount because kinetic energy is involved with velocity."
241,There is all KE at the bottom or end of the coaster due to the motion of the coaster.
692,Where as in trial 3 the initial drop is 3.75 meters and the hill is 4 meters tall causing the coaster to be unable get over the hill.
18,"After the hill the car will be able to go farther will hills, loops, ect."
37,My roller coster will have an initial drop of 5 meters and will have a hill right after that being only 2 meters high.
598,Another thing that would help the car make it all the way through is more mass.
235,The initial drop height affects the amount of total energy present.
552,"This happened because at the top of the roller coaster, there is a ton of stored-up energy (PE) in the car because it's not moving."
779,"But when I increased the mass to 60kg, the PE was 2349J."
331,For example if you have a hill that is the same height as the drop you will not make it up the hill.
396,The mass of the roller coaster (in kg) affects the amount of total energy.
782,"To end this, I hope you take my proposal for my first design for the roller coaster."
364,My third test has a height of 2 meters and has a PE if 981.
218,My reasoning for this.
178,As the PE increased the KE also increased at the bottom of the initial drop and the more KE energy it has then the more energy it will have to make it to the end of the coaster.
557,"Because you can add up the PE and KE to get the total amount of energy, this shows that energy is never created nor destroyed during the ride."
382,"I know this because in one of my tests the amount of PE on the top of the initial drop was 1956, and the amount of KE at the bottom was 1954."
162,"At the top of the additional hill the potential energy was 2449J and the kinetic energy was 0 so it had no more energy to go farther, so the cart didnt have enough kinetic energy to get past the second hill."
440,It would also not get to the end if the hill was the same hight as the initial drop.
242,"The higher the initial drop, the more total energy there is."
81,"If you want less energy and less speed, you should have a cart with less mass."
707,"If not, the car may not make it all to the end or even over the hill."
304,Once it drops converting it all into 2933 KE and allowing it to make it over the hill and into a drop.
374,Sincerely the Angle company.
24,"When the car got to the bottom of the drop, the kinetic energy was greater the more height it had at the begining."
818,"For example, when I tested the drop height of 2.00 meters, the potential energy was 876 joules."
423,I found in the simulation that 3.75 meters is the best option.
342,You gain speed by turning the KE into PE and then the PE will turn back into KE giving you speed this speed will carry you through the next inversion.
491,One more thing I have been watching is how the energy is able to change from PE to KE.
808,"With a drop height of 4 meters and a hill height of 3 meters, the drop will be larger than the hill, but the hill will still be big enough to be fun and exciting."
263,"Even a slight mistake or change in certain aspects of the coaster could affect the integrity making the coaster not able to be ridden, therefore it is extremely important to be precises and understand the science behind making a roller coaster work."
582,"And then at the end of the initial drop, the PE was 1 joule and the KE was 2442 joules."
744,"For example, when we tested it a 3-meter drop only produces 1,624 J of potential energy."
444,This height is the best option because it would have the most potential energy to keep the ride going for as long as possible.
133,I look forward to working more on your coaster in the future!
249,The total energy would equal the amounts of KE and PE.
400,E1: Dear Gondolas Family Some co-workers and I plan on trying to help you make a roller coaster ride for your park we found some things to help that I will tell you in the next few paragraphs.
588,And the KE it had at the bottom of the drop was 2347 joules and the total amount of energy was 2350 joules.
527,"Having the cart be heavier will allow it to go further on the roller coaster, if it was friction less."
524,The weight of the cart will be 60kg because that was the cart with the most PE at the top of the hill.
639,E1: The drop height of our car is going to be 5 meters tall.
9,"Potential energy is based on three things, one of them is height."
63,This is shown in my data.
478,I tested this by making the initial drop height 5m tall and the hill height also being 5m tall.
619,when I measured the PE at the top of the initial the the PE was 1221 and the kinetic energy at the top of the drop was 3.
604,Now this is way I think you should use our Roller Coaster.
23,When I increased the drop height to 3 meters the potential energy increased 489 joules.
66,I recommend a higher initial drop to thrill the riders with more speed.
816,"Having a decent amount of total energy will make it easier for the cart to make it over the hill, and loop."
774,"For example, when I did 4m, it made it over the hill fine, but when I did 5m, it didn't make it over."
4,"When the car got to the bottom of the drop, the kinetic energy was greater the more height it had at the begining."
595,E1R: i choose fun to have a bigger drop
778,"For example, when the car mass was 50kg, the PE was 1958J."
416,Because it has the perfect hill height to give riders that thrill.
378,I know this because in my tests I found out that an initial drop with 2 meters has 977 PE.
578,And the total energy of the roller coaster was 2410.
380,This shows that the height of the initial drop affects the amount of energy.
826,Instead it transfers into kinetic energy.
309,And that Gonzales family is why I know my roller coaster will out preform and work better than any other roller coaster you might see.
38,The car will make if over easily expecially because the mass is 50 kg.
675,The hill with a height of 4.5m had 589 more joules of PE than a hill height of 3.51m.
352,"This is the Angle roller coaster company, and im going to tell you about the coolest roller coaster ever."
69,The car needs enough KE to go over the hill.
313,"Like in my first simulation 50 kg and 5m initial drop, it only had 2448 PE and 2444 KE at the end of the initial drop."
53,In our experiment 2152J was the most energy out of all the hill heights and we got it from 4 meters.
221,"Best wishes,"
323,You gain speed by turning the KE into PE and then the PE will turn back into KE giving you enough speed for the ride.
810,My car's mass is going to be 50 kg because then the car will have enough energy to make it through the ride but it won't have too much mass.
244,A trial with an initial drop height of 4m has a total energy of 2124J.
719,"after the initial drop we will have 2 loops, then I hill with a height of 4.5m."
555,"For example In trial 3 when the release height was 3.75, at the top the PE was 2023 and the KE was 0 and then at the end of the ride, the PE was 1 and the KE was 2022, showing that when adding the PE and KE, they will always equal the total energy."
267,"With an initial drop height of 4.5m and a hill height of 2m, the car would surely go over."
722,At the End of the coaster there will be a bank that goes up 5.5 M. The goal of the ride is for the coaster car to just barely not make it up the hill and then fall back down and do the coaster again but this time backwards.
761,"When I increased the drop height to 5 meters there was 2443 joules, the PE increased by 1466 joules."
815,"The more potential energy you have, the more total energy you have."
800,"The energy doesn't disappear, it just changes form."
92,"When the initial drop was 2 meters tall, the car only had 1071J of energy."
515,When i decreased the height to 4m the PE deceased to 1564 joules.
234,The initial drop height of the coaster has a huge impact whether or not the roller coaster will work.
812,"This means that there will always be the same amount of total energy, and so the ride will never stop unless it gets stopped by another force."
228,"However, at the top of the hill, the KE is used because of the drop changing the PE to KE."
408,We have 518 KE at the bottom of the hill which will go down the more we go up and go up the more we go down so it's enough to help us get over the hill.
266,The data I collected proves this because in a trial where the initial drop height is 2m the total energy is 1067J.
776,"Lastly, I would like to make the mass of the car 60kg."
480,"Once the cars dropped down the hill, the carts used all of the Potential Energy and made it up to the top of the hill."
500,"If the initial drop height was 5m, the total energy was 2447J."
572,"There are many things that need to go into the design of the roller coaster to make it safe, working, and fun."
216,"The reason for this is that energy cannot be created, so if your drop height is low, the ride isn't going to have enough PE and KE through for it to be exciting."
523,The 4m hill had the least amount of energy loss in out friction less environment.
832,But when the cart was at the bottom of the hill the PE was 0 and the KE was 1952.
310,E1R: Hello Gonzales family!
529,"If there was friction the hill height would have to be less than half the size of out initial drop, but that's no fun."
685,This will create a lot of speed and g force making the ride fun and exciting.
149,"The big takeaways are that a good roller coaster has a high initial drop height, a car with a large mass, and doesn't have any hills with heights higher than the initial drop height."
625,if the mass is in the middle range that means the energy is medium speed.
100,"When I did an initial height of 5 meters and a hill height of 5 meters, the cart did not make it over."
166,This is shown in my data on trial three of Mass & Energy.
813,E1: The drop height of my roller coaster is 5.00 meters.
