idx,sentence
411,the ride then meets a 25-foot hill using all the potential energy and making it convert into kinetic energy to around 2100J.
489,For example in my trial the drop height for both simulations was 3.50 and the hill height was 3.25 and when the 60 kg cart had 2054 jolts of potential energy while the 40 kg had 978 witch proves the heavier the cart the more energy making it easier to get to the top of the hill.
831,"No energy is lost or created, it is just transferred into PE or KE."
757,Then in a different test where the mass was 50 kg and the mass was 2446 J.
142,The height of the initial drop was 5.
408,If I were to design a roller coaster would make the start an elevator where the roller coaster moves up 35 feet to a gassed-powered start.
606,"E1R: First, I would recommend that the roller coaster car begins at an initial drop height of 5 meters off the ground."
284,So with this roller coaster you are trying to build.
275,Here is some evidence we did some tests we keep or initial drop height at 5.00 meters.So we put or hill height at 4.01 meters and it created 2448 Joules of energy and made it over the hill.But when we put the hill height at 5.00 meters it created more energy that was 2449 joules of energy and it didn't make it over the hill.
388,"At the top of the initial drop, all the energy is potential (gravitational potential energy to be specific) because the coaster car has the potential to go down the hill."
156,When the car mass was 40kg the total energy was 1958 J. when the car mass was 60kg the total energy was 2937 J. at the initial drop its a PE and at the bottom of the drop it is mostly KE with a couple PE J.
703,"The mass of the car of a roller coaster has an impact on the energy that the car has, however, it may not affect the speed of the roller coaster."
662,Potential energy is the stored energy that matter can use to make things happen—when the time comes.
778,Having more PE means we will also have more total energy and KE.
36,"for example in the simulation i use i did three trials the cart mass was 40, 50, and 60kg."
261,and at 60 kg it had 2934 J at the top of the initial drop.
696,"With a drop height of 4.5 meters and a hill height of 4 meters, the coaster car still had 276 joules of energy at the top of the hill that it could use to make it the rest of the way through the track."
254,"For example, In our data the initial drop had been at 5 and in the first trial and the hill at 2."
357,"With more total energy, our cars will have more PE at the beginning and more KE at the end."
222,"In conclusion, to make a roller coaster using physics, you must include:
- Initial drop."
127,"Based on research, it has been determined that the most efficient height for a roller coaster design is an initial height of 5.00."
493,In conclusion the design i will be fun and work because the the drop height is higher then the hill height .
154,All or most of the PE energy at the top of the initial drop will transform to KE as it goes down the drop.
483,The new car has to follow the Law of Conservation of Energy.
118,These two forms of energy have a significant impact on the total amount of energy.
522,"The height of the initial drop also plays into the energy because according to my data, while the release height was 2 meters the total energy was 977 J while at 5 meters the total energy was 2,442 J."
460,When the drop height is lower than the hill height the car will be unable to make it over the hill.
265,"E1R: There are certain factors to consider, the mass of the cart and the height of the drop and hill."
19,by making it so its 50kg you get the benefit of more energy but don't have to worrier as much on the friction.
847,"For instance, when the drop height was 3.5m, the car only made it to the end when the hill height was 2m."
564,"When increased the drop height to 4.15 meters, the PE increased to 2432 joules."
148,At the top of the initial drop of 2 the PE of 977 J.
720,When we increased the height of the drop to 3 meters the PE was 1466 joules.
180,When getting near the end of the loop you will go into a hill then right in to a drop.
835,"When the hill was 5m or 3.5m, the car did not make it to the end."
658,It's also designed in a way that the car will never roll backwards along the track so that the car will make it to the end without fail.
41,It has an initial drop of 5 meters.
0,"E1: when making your roller coaster you should make the drop height 5 meters, the hill height 3 meters, and the mass of the cart 50kg

first you should make the drop 5 meters because of the relationship between height and energy."
840,"I want to make sure I have enough energy to make it to the end and increasing mass will increase the energy, including both KE at the bottom and PE at the top."
344,The total energy of the height of the initial drop should be a lot and we can get that when we have the higher initial drop that is why I am suggesting 5m of an initial drop.
567,"E1R: During my proposal to the Gonzales family, I will be sharing my finding about the best way to design a roller coaster."
547,My design follows the requirements for energy with the drop being higher than both of the loops the cart can successfully make it to the end.
734,So this means that if you want the roller coaster to go faster you should make the mass of the cart larger.
445,For example with a hill height of 4 meters I got a PE of 1963 Joules.
27,or into other types of energy like sound and or heat.
111,"For instance, if the initial drop height is 4.59 and the hill height is 5.00, the coaster cart won't be able to go over the hill."
179,"The starting initial drop would be 50 m drop and the PE (potential energy) would be about 3,000 The hill going up is going up at a 90 degree angle and will flip going into a loop there will be no PE but lots of KE."
783,Finally we did 5 meters and got a PE of 2443J at the initial drop and KE with 1J PE at the bottom and 2442J of KE.
317,so to have a big ride that is fun you have to have a lot of potential energy at the top of the initial hill and a lot of kinetic energy at the bottom of the initial hill so I think that 5m would be the best hill for that potential energy to be turned into kinetic energy.
149,And as the car went down the drop the KE had 977 J and PE had 0 because all of the energy was transferred.
259,Depending on the ride the mass of the cart should be somewhere in the middle rather than lower or higher.
382,"In the ""Mass & energy"" experiment, I ran experiments with the lightest and heaviest car."
395,"In the ""Mass & Energy"" experiment, I ran experiments with the lightest and heaviest car."
23,"for example when getting data at the top of the drop with the height of 2 meter the PE was at 977 joules of energy at the top, with the KE of 0 joules."
417,"Compared to the other rides we have made in the past, like having a drop around 40 feet which we have lowered to around 35 feet to still keep it fun but not as dangerous as before."
529,"While when the mass was 60 kilograms, the total energy was 2,932."
207,"Along with the initial drop, there is also an energy called ""Potential energy"", that is going to be your start energy (Also your end!)."
511,Based on the data we also see that height and PE are related.
452,Friction will take some energy away from the car as it moves.
770,"In a test run where the initial height was 5 m and the PE was 2,443 J, then at the bottom of the initial drop, when the height would be about 0 m the PE was 1 J."
592,"In my trials, when I tested a hill height of 3.5 meters with an initial drop height of 5 meters, I found that the PE at the top of the hill was 1718 joules and the KE at the top of the hill was 729 joules."
559,"E1: During my proposal to the Gonzales family, I will be sharing my finding about the best way to design a roller coaster."
87,"E1: Dear Gonzales family,we have come up with the best possible design for your coaster.We have figured out the best way to make sure the coaster will be safe but also fun."
358,"For example, in a frictionless simulation, when the total energy was 1173 J, the start PE was 1173 J and the start KE was 0 J."
274,The reason for this is because with the first drop we need to create a amount of energy to get over the hill so if our hill is the same height or taller than the initial drop or car will not get over.
848,"So that is why my drop height will be 5m and my hill height will be 3m, since the hill height is less than my drop height."
714,We've seen from all of the data that my roller coaster won't have any flaws in functionality.
170,People will need safety goggles and tight safety bars to hold them in.
768,The amount of PE also relates to height.
625,also when i test the drop height was at 5 meters it had 2668 PE.
465,When the drop height was 4.50m and the will was 5.00m the car was unable to make it to the end of the track since the hill height needed more energy than the drop.
645,"With an initial drop height of 4.5 meters and a hill height of 4 meters, the coaster was able to make it to the end."
829,"This data also shows us how energy is transformed into PE to KE as the roller coaster goes along the track, but no energy is ever lost."
763,The law proves that you can not have more or less total energy than you started with.
649,"With an initial drop height of 4.5 meters and a hill height of 5 meters, the car couldn't make it to the end of the track."
655,I hope you will consider making my design a reality so that visitors can have a blast at your park!
575,"Because it starts at a drop and does a loop and goes straight and goes fast up a hill which is smaller than the drop, because then it would not make it up the hill and then you just be rocking back and forth."
216,Now adding a hill to the ride can be a little difficult if measurements are off to some extent.
187,One of my runs i put the hill height at 5 meters and the car wasn't able to make it but when i put the height at 3.63 meters it could make it.The PE at the top of the initial drop was 2446 and the KE was 0.
687,The amount of energy the car has decides whether or not it will make it to the end of the ride.
736,E1R: The drop height of my roller coaster design is 5 meters.
262,"In the middle, 50 kg would be perfect for a fun ride if loops and hills are the final goal design."
832,Another reason I will set my hill height as 3m is so the car will have enough energy to make it over the hill.
657,My roller coaster has a high drop height for maximum energy and speed throughout the ride.
838,"For instance, when I had 40kg as my mass, my PE at the top was 1955."
785,For the hill height we decided on 3 meters.
205,"Well, lets start off really high from the ground so we can use gravity for our power source, also known as the initial drop."
204,Now how does a roller coaster use physics?
690,The height of the initial drop versus the height of the highest hill on a track has the most impact on whether or not the coaster car will be able to make it to the end.
24,the drop with the height of 5 meters at the top had a PE of 2442 joules of energy at the top.
245,Mass is also a very important factor in physics.
700,"Therefore, the car will be able to make it to the end of the track."
16,"for example in the simulation i use i did three trials the cart mass was 40, 50, and 60kg."
30,both with a pe of 0 joules.
619,When the energy is being transfer.
240,"Once the cart starts to move down, both the PE and KE start to decrease and increase."
570,E1: Over the last week or so we have been studying what will be the best roller coaster and we have come up with some things that have limits before there are opposite reactions.
484,This shows us how more energy is not created as you go along the roller coaster and it's not taken away either.
338,For the mass of your car I recommend about 60kg in weight based on my investigations.
729,This is because when the energy transfers from PE to KE it won't be enough to get up the hill.
378,"In the last experiment, the hill was the same height as the initial drop (5 m) but it was the only one whose coaster car didn't make it over the hill."
223,- A hill that is shorter than the initial drop.
189,It made it over the hill.
565,PE+KE=TE
398,I would make it known for its speed and its enjoyability before you ride.
176,My roller coaster has a starting initial drop that no one will suspect.
618,E1R: The drop height when changed changes the PE for example when i had a release height of 5 meters beside 4 meters the 5 meter one had a higher PE because the higher you go up the better PE it has.
246,"For example, car A has a mass of 50 kg and car B has a mass of 60 kg and the same initial drop being at 4.0 m. Once the car is finished which every the car had the greater the mass, more the total energy."
105,"The greater the potential energy, the greater the kinetic energy, resulting in a greater effect on the total amount of energy."
550,E1R: Here are some recommendations I would give you for your roller coaster.
307,Here are my findings from our research on rollercoasters.
391,"The coaster car doesn't have enough kinetic energy to go up a hill the same size as the initial drop, much less one that is bigger."
22,by making it so the height is high you make it so the energy is high too.
490,In conclusion the design i will be fun and work because the the drop height is higher then the hill height
351,"For example, one of my tests was with a car that was 45kg the amount of energy it had at the beginning was 2182J."
499,At the bottom of the drop the KE was the same as the PE at the top of the drop.
815,"When I increased the height to 5m, the PE increased to 2443 Joules."
268,"Therefore the hill needs to be a bit less than the height of the drop, so it is still able to keep going if needed making it a more exciting ride."
527,The mass of the cart is also important for energy.
752,"We will then add a hill, with the height of around 4 m. We would have done 5 m, but in my data when testing a hill height of 5 m and a initial drop height of 5 m, we found that the coaster couldn't make it over the hill."
449,The KE was less too but still the PE and KE would inter change with each other.
157,"My roller coaster design will be exiting because it will be fast have hills, and will make it to the end of the ride."
256,"At the last trial the hill had been the same height as the drop, it only had 7 J of kinetic energy and did not make it to the end."
413,The ride would not be able to go up because of the number of tests we have done before this ride and have total energy needed to make the hill.
652,"After that first loop, the track keeps going downward, so the car is guaranteed to have enough kinetic energy to make it to the end of the track."
598,"Then when I tested a car mass of 60 kg, I found that the PE at the top of the drop was 2936 joules and the KE at the bottom was 2932 joules."
767,These two pieces of data show that the total energy stays the same throughout the whole ride.
660,The height of the initial drop on a roller coaster is a key factor that decides the amount of energy that a roller coaster will have throughout the ride.
6,at the bottom its the same the energy just converts to the opposite.
58,"Well wishes, more updates will be sent later in the study."
582,E1R: Over the last week or so we have been studying what will be the best roller coaster and we have come up with some things that have limits before there are opposite reactions.
635,"After wrapping around the track, you go underneath, wrap around that track again, and go down another steep drop, and the ride then ends."
673,The total energy within a ride is the same as the amount of potential energy at the start of the ride.
20,"E1R: when making your roller coaster you should make the drop height 5 meters, the hill height 3 meters, and the mass of the cart 50kg

first you should make the drop 5 meters because of the relationship between height and energy."
92,So after testing and putting all out data together we have coem up with the best design for your roller coaster.
823,I will be making the height of my hill 3m.
780,For example when the initial height was 3 meters the PE at the top was 1466J with the KE being 0J.
4,the drop with the height of 5 meters at the top had a PE of 2442 joules of energy at the top.
772,"These two test runs go to show that when the height goes up, the PE goes up and vise versa."
568,This is important for the car to be able to make it to the top of the hill.
436,For example when I tested the initial drop of 5 meters I got a PE (potential energy).
394,It's also worth mentioning that the two coaster cars in both experiments had the same amount of total energy at 2449 js so the energy didn't have anything to do with the coaster car at the 5 m hill not going over.
594,This is the best hill height because it guarantees that the car will get over the hill safely while still being high enough to be exciting for the riders.
396,"E1: Dear Gonzales Family,"
496,Mechanical Energy is letting the ride go through the track without extra pushes on the track.
312,So you can have a long fun and thrilling ride.
33,so starting with a higher amount of energy means you'll end with that energy.
683,"Add those together, and you get the total energy—2,254 joules."
363,"For example, when our drop and hill height were 5 meters, our car didn't make it to the end and just kept going up and down the hill."
98,Meaning it will be a more thrilling ride.For example in out data we discovered when we kept the initial drop height and hill height the same but changed the mass we got different total energy's.When we gave the cart a mass of 60kg it had 2938j but when we lower'd the mass of the cart to 40 kg it only had 1959j.
318,E1: My recommendation to you Gionzales family is you make your intial drop height 5m tall.
45,The first step in our design process is the initial drop.
226,will be the best for your entertainment.
328,I don't even recommend having it super high because the higher it is the less kinetic energy you have making the ride go slower that's why I recommend 3m.
817,"As for KE, when I test the drop height of 2m, the KE at the bottom was 977 Joules."
249,- A hill that is shorter than the initial drop.
721,Also the KE at the bottom of the hill will be larger when you increase the drop height.
620,and the law of conservation of mass states that energy can not be crated or destroy.
272,So with this roller coaster you are trying to build.For us to build this roller coaster we need some safety requirements.Some of these will be or initial drop height or hill height even the weight of our car these will make the energy change and be bigger and smaller.
723,The hill height for my roller coaster design is 3 meters.
535,E1: Here are some recommendations I would give you for your roller coaster.
822,"This shows that the more PE and KE, the more TE you have."
730,The total energy is always the same as the PE at the top of the initial drop but the KE is different at the top of the hill.
117,"As the cart starts to move down the hill, the kinetic energy would be 2243, and the potential energy would be 0."
528,"According to my data when the car mass was 40 kilograms the total energy was 1,955."
239,"Now for my first example, the initial drop is going to be at 5.0 kg, with the cart being 50 kg, the PE at 2443 J and the KE at 0 J."
774,"In a test I did where the mass of the car was 60 kg, the total energy was 2,936 J."
231,"Well, lets start off really high from the ground so we can use gravity for our power source, also known as the initial drop."
425,It would get to the top of the hill but would not go over it.
271,E1: Dear Gonzales family
826,"At the top of the drop, all the energy is PE, but as the car moves down the KE rises just as much as the PE falls."
505,"This is because we want there to be enough energy to get it over the hill our goal is to use mechanical energy to get the cart through the track, as said before this is not possible without extra pushe(s)."
588,"Then when I tested an initial drop height of 5 meters, I found that the PE at the top of the drop was 2443 joules and the KE at the bottom was 2442 joules."
221,"And the one with lower mass, then it has less energy."
540,"Energy cannot be created in a closed system, so you must ensure you have enough energy to get over the hills."
581,I believe that my roller coaster is the best roller coaster out there please pick mine!
313,E1R: Dear Gonzalez family
548,My design is fast and fun with a high drop height and a heavy cart.
694,This is because the car will have exhausted all of its kinetic energy before making it to the peak of the hill.
166,On the hill there will be very little PE but a lot of KE.
