idx,reduced_embeddings
798,"[2.708019733428955, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.4354453086853027, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.3759548664093018, 4.783721923828125, 3.390932559967041, 1.8827064037322998, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.980678558349609, 0.0, 0.0, 0.0, 3.351792812347412, 1.1910661458969116, 1.721139669418335, 0.0, 0.0, 1.5182240009307861, 2.5025298595428467, 0.0, 0.0, 1.9607974290847778, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.346320152282715, 0.0, 0.0, 0.0, 3.6723194122314453, 0.0, 0.0, 0.0, 1.263317584991455, 5.640333652496338, 0.0, 0.0, 2.682903528213501, 3.179172992706299, 0.0]"
392,"[2.931521415710449, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.3760621547698975, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.4767866134643555, 4.985179424285889, 3.444337844848633, 1.8422776460647583, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.102142333984375, 0.0, 0.0, 0.0, 3.35237717628479, 1.1573351621627808, 1.7462049722671509, 0.0, 0.0, 1.5764446258544922, 2.6350207328796387, 0.0, 0.0, 2.176272392272949, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.3333492279052734, 0.0, 0.0, 0.0, 3.732215642929077, 0.0, 0.0, 0.0, 1.1843205690383911, 5.784109115600586, 0.0, 0.0, 2.612485408782959, 3.196347236633301, 0.0]"
343,"[2.854670524597168, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.428243637084961, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.2766056060791016, 4.836283206939697, 3.343428611755371, 1.8800225257873535, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.966068267822266, 0.0, 0.0, 0.0, 3.2673795223236084, 1.1033188104629517, 1.6691124439239502, 0.0, 0.0, 1.4374393224716187, 2.5480964183807373, 0.0, 0.0, 2.093506336212158, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.301161766052246, 0.0, 0.0, 0.0, 3.5958831310272217, 0.0, 0.0, 0.0, 1.2167705297470093, 5.55366325378418, 0.0, 0.0, 2.64823055267334, 3.1666619777679443, 0.0]"
138,"[2.8571298122406006, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.513186454772949, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.3914761543273926, 4.967350959777832, 3.57558536529541, 1.8448084592819214, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.1807451248168945, 0.0, 0.0, 0.0, 3.4062771797180176, 1.2035808563232422, 1.8308379650115967, 0.0, 0.0, 1.5746080875396729, 2.595653533935547, 0.0, 0.0, 2.1361351013183594, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.4055328369140625, 0.0, 0.0, 0.0, 3.8336024284362793, 0.0, 0.0, 0.0, 1.2964749336242676, 5.896500587463379, 0.0, 0.0, 2.8275561332702637, 3.249959945678711, 0.0]"
633,"[2.884669065475464, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.4929847717285156, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5835185050964355, 5.082583427429199, 3.3769001960754395, 2.042039155960083, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.421092987060547, 0.0, 0.0, 0.0, 3.607661247253418, 1.1931018829345703, 1.6774483919143677, 0.0, 0.0, 1.5998966693878174, 2.700896739959717, 0.0, 0.0, 2.0970330238342285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.4535627365112305, 0.0, 0.0, 0.0, 3.7873268127441406, 0.0, 0.0, 0.0, 1.3120696544647217, 5.8656415939331055, 0.0, 0.0, 2.6362667083740234, 3.281820058822632, 0.0]"
340,"[2.5006370544433594, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.358017921447754, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.2455477714538574, 4.651510238647461, 3.258861780166626, 1.8421756029129028, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.71484375, 0.0, 0.0, 0.0, 3.1838808059692383, 1.1534295082092285, 1.6443445682525635, 0.0, 0.0, 1.4434388875961304, 2.489511489868164, 0.0, 0.0, 1.896604299545288, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.225456476211548, 0.0, 0.0, 0.0, 3.524705648422241, 0.0, 0.0, 0.0, 1.1671785116195679, 5.371026039123535, 0.0, 0.0, 2.538194179534912, 3.083794116973877, 0.0]"
498,"[2.536752223968506, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.3433403968811035, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.3826980590820312, 4.6851396560668945, 3.25872802734375, 1.8610211610794067, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.798990249633789, 0.0, 0.0, 0.0, 3.215088367462158, 1.1638973951339722, 1.650778889656067, 0.0, 0.0, 1.4324065446853638, 2.474264621734619, 0.0, 0.0, 1.9118947982788086, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.2050929069519043, 0.0, 0.0, 0.00522807240486145, 3.5603389739990234, 0.0, 0.0, 0.0, 1.1894865036010742, 5.404183387756348, 0.0, 0.0, 2.5853238105773926, 3.0967397689819336, 0.0]"
771,"[2.7958099842071533, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.552661895751953, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.4526782035827637, 5.007384300231934, 3.5928235054016113, 1.974616527557373, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.18850040435791, 0.0, 0.0, 0.0, 3.4056591987609863, 1.1995279788970947, 1.8302254676818848, 0.0, 0.0, 1.5682119131088257, 2.552983522415161, 0.0, 0.0, 2.1220626831054688, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.436108350753784, 0.0, 0.0, 0.0, 3.8765616416931152, 0.0, 0.0, 0.0, 1.2485345602035522, 5.9194655418396, 0.0, 0.0, 2.856736898422241, 3.387669086456299, 0.0]"
119,"[3.2055654525756836, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.3991830348968506, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.093486785888672, 4.7626543045043945, 3.494647979736328, 1.8220449686050415, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.981593132019043, 0.0, 0.0, 0.0, 3.1697473526000977, 0.9788686633110046, 1.8485242128372192, 0.0, 0.0, 1.533661127090454, 2.5366051197052, 0.0, 0.0, 2.289158821105957, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.32112979888916, 0.0, 0.0, 0.0, 3.533733367919922, 0.0, 0.0, 0.0, 1.1310380697250366, 5.638647556304932, 0.0, 0.0, 2.825061321258545, 3.268364191055298, 0.0]"
13,"[3.105278253555298, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5017290115356445, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.4932546615600586, 5.190340995788574, 3.463367462158203, 2.0546412467956543, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.504210472106934, 0.0, 0.0, 0.0, 3.6234068870544434, 1.1647682189941406, 1.8058302402496338, 0.0, 0.0, 1.6248056888580322, 2.8441953659057617, 0.0, 0.0, 2.306821346282959, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.390707492828369, 0.0, 0.0, 0.0, 3.7710251808166504, 0.0, 0.0, 0.0, 1.251848578453064, 5.982231616973877, 0.0, 0.0, 2.7791247367858887, 3.408649444580078, 0.0]"
468,"[2.813316822052002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5541703701019287, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.4233248233795166, 5.039340019226074, 3.610790491104126, 1.9556224346160889, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.255147933959961, 0.0, 0.0, 0.0, 3.413451671600342, 1.209207534790039, 1.862318992614746, 0.0, 0.0, 1.580443263053894, 2.5575897693634033, 0.0, 0.0, 2.1645443439483643, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.3981943130493164, 0.0, 0.0, 0.0, 3.8875226974487305, 0.0, 0.0, 0.0, 1.2223200798034668, 5.99655818939209, 0.0, 0.0, 2.876087188720703, 3.394514560699463, 0.0]"
113,"[2.87253999710083, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.4861416816711426, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.419778347015381, 4.9337615966796875, 3.479560136795044, 2.0116260051727295, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.274676322937012, 0.0, 0.0, 0.0, 3.443542242050171, 1.1692761182785034, 1.7877511978149414, 0.0, 0.0, 1.5630563497543335, 2.5834531784057617, 0.0, 0.0, 2.1618704795837402, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.3568978309631348, 0.0, 0.0, 0.0, 3.7995223999023438, 0.0, 0.0, 0.0, 1.245505452156067, 5.861309051513672, 0.0, 0.0, 2.757931709289551, 3.319443702697754, 0.0]"
470,"[2.9915385246276855, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.625974655151367, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5723934173583984, 5.2051005363464355, 3.7025623321533203, 2.0434579849243164, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.579350471496582, 0.0, 0.0, 0.0, 3.604527473449707, 1.2652292251586914, 1.9276492595672607, 0.0, 0.0, 1.6507034301757812, 2.7233941555023193, 0.0, 0.0, 2.226433277130127, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5382351875305176, 0.0, 0.0, 0.0, 4.000643253326416, 0.0, 0.0, 0.0, 1.3522183895111084, 6.225860595703125, 0.0, 0.0, 2.921032428741455, 3.4747841358184814, 0.0]"
102,"[2.9905924797058105, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5391836166381836, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.3827905654907227, 5.042473793029785, 3.6683189868927, 2.0035855770111084, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.324632167816162, 0.0, 0.0, 0.0, 3.389742374420166, 1.1389168500900269, 1.8963165283203125, 0.0, 0.0, 1.5869319438934326, 2.6414051055908203, 0.0, 0.0, 2.2481179237365723, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5090279579162598, 0.0, 0.0, 0.0, 3.842287302017212, 0.0, 0.0, 0.0, 1.2691969871520996, 6.002490997314453, 0.0, 0.0, 2.8909921646118164, 3.404815196990967, 0.0]"
708,"[2.805485725402832, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.527482271194458, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.4667789936065674, 4.963712692260742, 3.5544042587280273, 1.9949440956115723, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.222447872161865, 0.0, 0.0, 0.0, 3.381777286529541, 1.224626898765564, 1.8305890560150146, 0.0, 0.0, 1.5450563430786133, 2.627384662628174, 0.0, 0.0, 2.1202011108398438, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.354218006134033, 0.0, 0.0, 0.0, 3.84450101852417, 0.0, 0.0, 0.0, 1.1858638525009155, 5.8702192306518555, 0.0, 0.0, 2.7593448162078857, 3.3994317054748535, 0.0]"
475,"[2.5393638610839844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.3608479499816895, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.3720154762268066, 4.795324802398682, 3.3789901733398438, 1.895218849182129, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.902356147766113, 0.0, 0.0, 0.0, 3.1859164237976074, 1.1845736503601074, 1.7860209941864014, 0.0, 0.0, 1.4664323329925537, 2.465062141418457, 0.0, 0.0, 2.0447635650634766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.2010886669158936, 0.0, 0.0, 0.0, 3.7375617027282715, 0.0, 0.0, 0.0, 1.1019105911254883, 5.680957794189453, 0.0, 0.0, 2.687760353088379, 3.202902317047119, 0.0]"
251,"[2.924103021621704, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.455211877822876, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.339337110519409, 4.815784454345703, 3.417180061340332, 1.8996822834014893, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.102116584777832, 0.0, 0.0, 0.0, 3.341945171356201, 1.1513383388519287, 1.7546532154083252, 0.0, 0.0, 1.5392473936080933, 2.5587573051452637, 0.0, 0.0, 2.162466526031494, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.3584771156311035, 0.0, 0.0, 0.0, 3.6625590324401855, 0.0, 0.0, 0.0, 1.2482024431228638, 5.699223518371582, 0.0, 0.0, 2.7475080490112305, 3.2401158809661865, 0.0]"
410,"[2.8925228118896484, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.553915023803711, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5511057376861572, 4.996238708496094, 3.5712828636169434, 2.01395320892334, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.38236141204834, 0.0, 0.0, 0.0, 3.450714111328125, 1.2368134260177612, 1.8370168209075928, 0.0, 0.0, 1.5406330823898315, 2.669508934020996, 0.0, 0.0, 2.140214443206787, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.441154956817627, 0.0, 0.0, 0.0, 3.899489164352417, 0.0, 0.0, 0.0, 1.3005311489105225, 5.960906982421875, 0.0, 0.0, 2.7333600521087646, 3.3386454582214355, 0.0]"
681,"[2.685764789581299, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.513730049133301, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.44534969329834, 4.984160423278809, 3.574864625930786, 2.00555682182312, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.15296745300293, 0.0, 0.0, 0.0, 3.339512348175049, 1.1900339126586914, 1.8208484649658203, 0.0, 0.0, 1.5416290760040283, 2.6036319732666016, 0.0, 0.0, 2.1100540161132812, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.3244991302490234, 0.0, 0.0, 0.0, 3.8434462547302246, 0.0, 0.0, 0.0, 1.1283589601516724, 5.876552581787109, 0.0, 0.0, 2.736557960510254, 3.331618547439575, 0.0]"
39,"[3.0141797065734863, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.464935302734375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.471942901611328, 5.100859642028809, 3.4215846061706543, 1.9951848983764648, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.3438897132873535, 0.0, 0.0, 0.0, 3.556285858154297, 1.172884464263916, 1.7291101217269897, 0.0, 0.0, 1.5933375358581543, 2.7717199325561523, 0.0, 0.0, 2.2130298614501953, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.3141422271728516, 0.0, 0.0, 0.0, 3.746366500854492, 0.0, 0.0, 0.0, 1.2667860984802246, 5.840798377990723, 0.0, 0.0, 2.6967861652374268, 3.285048484802246, 0.0]"
818,"[2.6292788982391357, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.422995090484619, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.311920166015625, 4.844511032104492, 3.3887698650360107, 1.915428638458252, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.923254013061523, 0.0, 0.0, 0.0, 3.3066372871398926, 1.1499285697937012, 1.770993709564209, 0.0, 0.0, 1.4980640411376953, 2.4703993797302246, 0.0, 0.0, 2.017164945602417, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.275876998901367, 0.0, 0.0, 0.0, 3.6775741577148438, 0.0, 0.0, 0.0, 1.174657940864563, 5.615420341491699, 0.0, 0.0, 2.703005790710449, 3.2025389671325684, 0.0]"
103,"[2.9291324615478516, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5170626640319824, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.371716022491455, 5.009391784667969, 3.56894588470459, 1.9851820468902588, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.280292510986328, 0.0, 0.0, 0.0, 3.372171401977539, 1.1357091665267944, 1.8695993423461914, 0.0, 0.0, 1.5828399658203125, 2.6544854640960693, 0.0, 0.0, 2.228804588317871, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.4745168685913086, 0.0, 0.0, 0.0, 3.8009591102600098, 0.0, 0.0, 0.0, 1.2562459707260132, 5.930656909942627, 0.0, 0.0, 2.842555284500122, 3.353376626968384, 0.0]"
248,"[2.9291951656341553, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5234436988830566, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.519587993621826, 4.89143180847168, 3.4371328353881836, 1.9224841594696045, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.2895050048828125, 0.0, 0.0, 0.0, 3.5418150424957275, 1.2322630882263184, 1.7268669605255127, 0.0, 0.0, 1.6165449619293213, 2.63824725151062, 0.0, 0.0, 2.0949156284332275, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.466564655303955, 0.0, 0.0, 0.0, 3.7487900257110596, 0.0, 0.0, 0.0, 1.3406014442443848, 5.820679664611816, 0.0, 0.0, 2.7159423828125, 3.240283489227295, 0.0]"
