idx,reduced_embeddings
775,"[2.7718124389648438, 1.2988348007202148, 0.0, 4.262930393218994, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5446174144744873, 2.004065990447998, 0.0, 0.0, 0.0, 0.0, 0.0, 4.4083571434021, 0.0, 0.0, 2.5686113834381104, 0.0, 2.3842740058898926, 0.0, 2.8365190029144287, 2.2928054332733154, 1.5275979042053223, 0.0, 0.0, 2.4858791828155518, 2.6380867958068848, 3.218644618988037, 1.1746304035186768, 3.8333475589752197, 1.6343193054199219, 2.7979624271392822, 5.2486796379089355, 0.0, 0.5794713497161865, 1.5507209300994873, 0.0, 1.188143014907837, 0.0, 1.955869436264038, 0.0, 0.0, 0.0, 0.0, 0.0, 3.1190083026885986, 2.3927135467529297, 0.0, 0.0, 0.0, 2.1705241203308105, 0.0, 0.6379458904266357, 0.0, 1.7026457786560059, 3.2876782417297363, 3.3245227336883545, 0.0]"
192,"[2.5576767921447754, 1.2391140460968018, 0.0, 4.02180290222168, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.4119458198547363, 1.8977248668670654, 0.0, 0.0, 0.0, 0.0, 0.0, 4.169014930725098, 0.0, 0.0, 2.447368621826172, 0.0, 2.411708354949951, 0.0, 2.6687474250793457, 2.206834077835083, 1.4809978008270264, 0.0, 0.0, 2.227169990539551, 2.46970272064209, 2.9745965003967285, 1.1388847827911377, 3.555697441101074, 1.3918051719665527, 2.6411800384521484, 4.7942609786987305, 0.0, 0.4481106996536255, 1.5116138458251953, 0.0, 1.0690193176269531, 0.0, 1.7198841571807861, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0996832847595215, 2.306529998779297, 0.0, 0.0, 0.0, 2.121443033218384, 0.0, 0.7756512761116028, 0.0, 1.7798296213150024, 3.0279417037963867, 3.2198188304901123, 0.0]"
334,"[2.6453323364257812, 1.3059940338134766, 0.0, 4.164511680603027, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.441014528274536, 1.937730312347412, 0.0, 0.0, 0.0, 0.0, 0.0, 4.337396621704102, 0.0, 0.0, 2.6241679191589355, 0.0, 2.4348466396331787, 0.0, 2.771726131439209, 2.3136038780212402, 1.5660361051559448, 0.0, 0.0, 2.3380839824676514, 2.5231590270996094, 3.130557060241699, 1.0172367095947266, 3.616476535797119, 1.4968892335891724, 2.838092565536499, 5.030829429626465, 0.0, 0.4602554440498352, 1.4724117517471313, 0.0, 1.1598742008209229, 0.0, 1.7422740459442139, 0.0, 0.0, 0.0, 0.0, 0.0, 3.1478843688964844, 2.4101881980895996, 0.0, 0.0, 0.0, 2.148838758468628, 0.0, 0.7445878982543945, 0.0, 1.816624402999878, 3.0785250663757324, 3.327693462371826, 0.0]"
194,"[2.5513455867767334, 1.1999197006225586, 0.0, 3.948155641555786, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.180546998977661, 1.9111125469207764, 0.0, 0.0, 0.0, 0.0, 0.0, 4.052898406982422, 0.0, 0.0, 2.4860143661499023, 0.0, 2.2265424728393555, 0.0, 2.5381927490234375, 2.1558008193969727, 1.3711382150650024, 0.0, 0.0, 2.1961989402770996, 2.475137233734131, 3.0268213748931885, 1.0260974168777466, 3.4135520458221436, 1.580533742904663, 2.7655460834503174, 4.842469692230225, 0.0, 0.5406546592712402, 1.321115255355835, 0.0, 1.1075823307037354, 0.0, 1.6104333400726318, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8335940837860107, 2.1998391151428223, 0.0, 0.0, 0.0, 1.8324806690216064, 0.0, 0.4509856104850769, 0.0, 1.5186810493469238, 2.9381237030029297, 3.145606756210327, 0.0]"
411,"[2.564391851425171, 1.2111413478851318, 0.0, 3.968242645263672, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.372666597366333, 1.8893663883209229, 0.0, 0.0, 0.0, 0.0, 0.0, 4.170949935913086, 0.0, 0.0, 2.33493709564209, 0.0, 2.40541410446167, 0.0, 2.6312026977539062, 2.191593647003174, 1.4407525062561035, 0.0, 0.0, 2.2466681003570557, 2.535170555114746, 2.976947069168091, 1.1588482856750488, 3.5223827362060547, 1.4899396896362305, 2.7398345470428467, 4.862635135650635, 0.0, 0.53141850233078, 1.527557611465454, 0.0, 1.065650224685669, 0.0, 1.719236969947815, 0.0, 0.0, 0.0, 0.0, 0.0, 3.000398635864258, 2.246035099029541, 0.0, 0.0, 0.0, 2.0595550537109375, 0.0, 0.6334404945373535, 0.0, 1.5701549053192139, 3.0042624473571777, 3.210024118423462, 0.0]"
398,"[2.5900869369506836, 1.254551649093628, 0.0, 4.017614364624023, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.204368829727173, 1.9670042991638184, 0.0, 0.0, 0.0, 0.0, 0.0, 4.145223140716553, 0.0, 0.0, 2.50222110748291, 0.0, 2.3241329193115234, 0.0, 2.564540386199951, 2.2112059593200684, 1.4810574054718018, 0.0, 0.0, 2.262586832046509, 2.6229753494262695, 3.0723397731781006, 1.0246851444244385, 3.4767909049987793, 1.5780513286590576, 2.90108060836792, 4.959627151489258, 0.0, 0.5218114852905273, 1.3892462253570557, 0.0, 1.1875746250152588, 0.0, 1.5557827949523926, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0094151496887207, 2.2921395301818848, 0.0, 0.0, 0.0, 1.9814387559890747, 0.0, 0.4527532458305359, 0.0, 1.595474362373352, 3.0241122245788574, 3.218191146850586, 0.0]"
654,"[2.7861878871917725, 1.3362782001495361, 0.0, 4.374659538269043, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.456378936767578, 2.0990190505981445, 0.0, 0.0, 0.0, 0.0, 0.0, 4.457813262939453, 0.0, 0.0, 2.840486764907837, 0.0, 2.4271249771118164, 0.0, 2.858947515487671, 2.3807756900787354, 1.526214599609375, 0.0, 0.0, 2.4365997314453125, 2.6238040924072266, 3.372997283935547, 1.0816690921783447, 3.748967170715332, 1.715343713760376, 2.9172167778015137, 5.325248718261719, 0.0, 0.5393723845481873, 1.461294174194336, 0.0, 1.2578250169754028, 0.0, 1.8578298091888428, 0.0, 0.0, 0.0, 0.0, 0.0, 3.132418632507324, 2.472616195678711, 0.0, 0.0, 0.0, 2.038238763809204, 0.0, 0.604499340057373, 0.0, 1.7596566677093506, 3.1736955642700195, 3.515315532684326, 0.0]"
432,"[2.521392345428467, 1.2255289554595947, 0.0, 3.9538097381591797, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.1543221473693848, 1.948812484741211, 0.0, 0.0, 0.0, 0.0, 0.0, 4.1563944816589355, 0.0, 0.0, 2.352541446685791, 0.0, 2.3798930644989014, 0.0, 2.4713289737701416, 2.1303110122680664, 1.422055721282959, 0.0, 0.0, 2.376399517059326, 2.5967280864715576, 2.9843783378601074, 0.9804943799972534, 3.456571340560913, 1.5188474655151367, 2.914099931716919, 4.904857635498047, 0.0, 0.5471305251121521, 1.401275396347046, 0.0, 1.0576756000518799, 0.0, 1.549746036529541, 0.0, 0.0, 0.0, 0.0, 0.0, 2.931558847427368, 2.279116153717041, 0.0, 0.0, 0.0, 2.0082645416259766, 0.0, 0.5307350158691406, 0.0, 1.633561372756958, 2.9389514923095703, 3.0814619064331055, 0.0]"
335,"[2.6497933864593506, 1.319917917251587, 0.0, 4.196254730224609, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.385178804397583, 2.0115318298339844, 0.0, 0.0, 0.0, 0.0, 0.0, 4.2961273193359375, 0.0, 0.0, 2.6535277366638184, 0.0, 2.3691883087158203, 0.0, 2.7610387802124023, 2.334352970123291, 1.5713236331939697, 0.0, 0.0, 2.381730556488037, 2.524376630783081, 3.185474157333374, 1.0022040605545044, 3.628859758377075, 1.5590986013412476, 2.8749189376831055, 5.024972915649414, 0.0, 0.43656760454177856, 1.4421641826629639, 0.0, 1.1946687698364258, 0.0, 1.7422478199005127, 0.0, 0.0, 0.0, 0.0, 0.0, 3.120091199874878, 2.4166388511657715, 0.0, 0.0, 0.0, 2.0658071041107178, 0.0, 0.6765289306640625, 0.0, 1.7569429874420166, 3.070006847381592, 3.3703434467315674, 0.0]"
78,"[2.693880081176758, 1.259347677230835, 0.0, 4.148843765258789, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5196502208709717, 1.8955047130584717, 0.0, 0.0, 0.0, 0.0, 0.0, 4.315133571624756, 0.0, 0.0, 2.4923219680786133, 0.0, 2.353407621383667, 0.0, 2.8204784393310547, 2.244758129119873, 1.4936033487319946, 0.0, 0.0, 2.3517773151397705, 2.5304625034332275, 3.147183418273926, 1.2528111934661865, 3.6588268280029297, 1.5043034553527832, 2.666503429412842, 5.018683910369873, 0.0, 0.4975026547908783, 1.5135796070098877, 0.0, 1.1108829975128174, 0.0, 1.9174708127975464, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0355677604675293, 2.291787624359131, 0.0, 0.0, 0.0, 2.092663049697876, 0.0, 0.6880306005477905, 0.0, 1.7163236141204834, 3.1675944328308105, 3.2773513793945312, 0.0]"
333,"[2.639629364013672, 1.295783281326294, 0.0, 4.1766462326049805, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.290133476257324, 2.006072998046875, 0.0, 0.0, 0.0, 0.0, 0.0, 4.319739818572998, 0.0, 0.0, 2.6582298278808594, 0.0, 2.423226833343506, 0.0, 2.735563278198242, 2.2894058227539062, 1.5606293678283691, 0.0, 0.0, 2.3755576610565186, 2.5705137252807617, 3.199249744415283, 0.9973782300949097, 3.5851001739501953, 1.6033661365509033, 2.932018280029297, 5.090494632720947, 0.0, 0.4848578870296478, 1.3821816444396973, 0.0, 1.1785728931427002, 0.0, 1.700580358505249, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0478155612945557, 2.446518898010254, 0.0, 0.0, 0.0, 2.0588924884796143, 0.0, 0.6030335426330566, 0.0, 1.7332369089126587, 3.0989606380462646, 3.3386151790618896, 0.0]"
158,"[2.647810459136963, 1.2593395709991455, 0.0, 4.12293815612793, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.3921256065368652, 2.0151803493499756, 0.0, 0.0, 0.0, 0.0, 0.0, 4.222620964050293, 0.0, 0.0, 2.506988525390625, 0.0, 2.3136584758758545, 0.0, 2.6775732040405273, 2.2731144428253174, 1.4074842929840088, 0.0, 0.0, 2.2998671531677246, 2.4992523193359375, 3.1309733390808105, 1.0595439672470093, 3.55897855758667, 1.592725157737732, 2.733060359954834, 4.998363018035889, 0.0, 0.5289189219474792, 1.4903037548065186, 0.0, 1.1753692626953125, 0.0, 1.7838420867919922, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0540482997894287, 2.372671604156494, 0.0, 0.0, 0.0, 1.9500303268432617, 0.0, 0.5747619271278381, 0.0, 1.5387156009674072, 3.0482606887817383, 3.282987594604492, 0.0]"
321,"[2.8085036277770996, 1.3138809204101562, 0.0, 4.319858551025391, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.619178533554077, 1.9827229976654053, 0.0, 0.0, 0.0, 0.0, 0.0, 4.555373191833496, 0.0, 0.0, 2.6590209007263184, 0.0, 2.598205089569092, 0.0, 2.912095069885254, 2.3659372329711914, 1.6263554096221924, 0.0, 0.0, 2.436479091644287, 2.6634373664855957, 3.2808971405029297, 1.226878046989441, 3.880342960357666, 1.5454120635986328, 2.847323417663574, 5.263288974761963, 0.0, 0.5424467921257019, 1.620478630065918, 0.0, 1.1748206615447998, 0.0, 1.8881046772003174, 0.0, 0.0, 0.0, 0.0, 0.0, 3.268272876739502, 2.4992074966430664, 0.0, 0.0, 0.0, 2.2429494857788086, 0.0, 0.7798601388931274, 0.0, 1.8270747661590576, 3.278021812438965, 3.493417501449585, 0.0]"
646,"[2.6578595638275146, 1.2731784582138062, 0.0, 4.0916748046875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.279067277908325, 1.9930469989776611, 0.0, 0.0, 0.0, 0.0, 0.0, 4.189324855804443, 0.0, 0.0, 2.536250591278076, 0.0, 2.3364622592926025, 0.0, 2.637625217437744, 2.295274257659912, 1.4624781608581543, 0.0, 0.0, 2.2950215339660645, 2.6360116004943848, 3.098588705062866, 1.0883010625839233, 3.6127333641052246, 1.5744853019714355, 2.884268283843994, 5.024633884429932, 0.0, 0.507671594619751, 1.4920897483825684, 0.0, 1.2342697381973267, 0.0, 1.6413854360580444, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0308094024658203, 2.3286678791046143, 0.0, 0.0, 0.0, 2.012410879135132, 0.0, 0.44559773802757263, 0.0, 1.6244323253631592, 3.0843870639801025, 3.281329870223999, 0.0]"
559,"[2.7414064407348633, 1.3136849403381348, 0.0, 4.321173191070557, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.6386120319366455, 2.0437660217285156, 0.0, 0.0, 0.0, 0.0, 0.0, 4.514558792114258, 0.0, 0.0, 2.636107921600342, 0.0, 2.5085339546203613, 0.0, 2.8878440856933594, 2.3004579544067383, 1.6089540719985962, 0.0, 0.0, 2.4895780086517334, 2.5749707221984863, 3.26637601852417, 1.1980534791946411, 3.8995361328125, 1.5533653497695923, 2.7215826511383057, 5.194555759429932, 0.0, 0.5420519709587097, 1.6547044515609741, 0.0, 1.1915521621704102, 0.0, 2.0118067264556885, 0.0, 0.0, 0.0, 0.0, 0.0, 3.2464094161987305, 2.516371488571167, 0.0, 0.0, 0.0, 2.243364095687866, 0.0, 0.8245481252670288, 0.0, 1.8109588623046875, 3.258502960205078, 3.4738736152648926, 0.0]"
798,"[2.7217090129852295, 1.3329811096191406, 0.0, 4.225368499755859, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.2600066661834717, 2.1170313358306885, 0.0, 0.0, 0.0, 0.0, 0.0, 4.297177314758301, 0.0, 0.0, 2.8197202682495117, 0.0, 2.3296494483947754, 0.0, 2.7208566665649414, 2.3535492420196533, 1.4736629724502563, 0.0, 0.0, 2.337015390396118, 2.5543127059936523, 3.33347487449646, 0.9839449524879456, 3.6128413677215576, 1.769327163696289, 2.96370792388916, 5.180731296539307, 0.0, 0.5278580784797668, 1.3306734561920166, 0.0, 1.2918665409088135, 0.0, 1.7374653816223145, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0293965339660645, 2.3960976600646973, 0.0, 0.0, 0.0, 1.9183154106140137, 0.0, 0.49402138590812683, 0.0, 1.603006362915039, 3.0531344413757324, 3.4537134170532227, 0.0]"
144,"[2.677391529083252, 1.276917576789856, 0.0, 4.2356977462768555, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.2294259071350098, 2.141671657562256, 0.0, 0.0, 0.0, 0.0, 0.0, 4.276723384857178, 0.0, 0.0, 2.789830207824707, 0.0, 2.3099372386932373, 0.0, 2.7046637535095215, 2.338635206222534, 1.4192469120025635, 0.0, 0.0, 2.395010471343994, 2.5810558795928955, 3.3367080688476562, 0.9677804708480835, 3.601442337036133, 1.8272887468338013, 2.939688205718994, 5.184443950653076, 0.0, 0.585767924785614, 1.3013436794281006, 0.0, 1.2627183198928833, 0.0, 1.7351856231689453, 0.0, 0.0, 0.0, 0.0, 0.0, 2.964707374572754, 2.378157138824463, 0.0, 0.0, 0.0, 1.8544228076934814, 0.0, 0.4756596088409424, 0.0, 1.554242730140686, 3.05373477935791, 3.4248249530792236, 0.0]"
363,"[2.5247256755828857, 1.2172214984893799, 0.0, 3.9526562690734863, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.2871596813201904, 1.889735460281372, 0.0, 0.0, 0.0, 0.0, 0.0, 4.136484146118164, 0.0, 0.0, 2.361288547515869, 0.0, 2.437854766845703, 0.0, 2.5653321743011475, 2.179748296737671, 1.4783222675323486, 0.0, 0.0, 2.2866833209991455, 2.5146164894104004, 2.917283773422241, 1.0423972606658936, 3.505680561065674, 1.4186103343963623, 2.7763051986694336, 4.816596031188965, 0.0, 0.5197175741195679, 1.519776701927185, 0.0, 1.0584282875061035, 0.0, 1.6233054399490356, 0.0, 0.0, 0.0, 0.0, 0.0, 3.057939052581787, 2.295473575592041, 0.0, 0.0, 0.0, 2.08290958404541, 0.0, 0.6631530523300171, 0.0, 1.6935982704162598, 2.9350221157073975, 3.1696929931640625, 0.0]"
740,"[2.543184280395508, 1.2237979173660278, 0.0, 3.979285717010498, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.2579851150512695, 1.8825836181640625, 0.0, 0.0, 0.0, 0.0, 0.0, 4.121500015258789, 0.0, 0.0, 2.4031033515930176, 0.0, 2.3556556701660156, 0.0, 2.5533323287963867, 2.152608633041382, 1.4474962949752808, 0.0, 0.0, 2.25714111328125, 2.500631093978882, 2.9523119926452637, 1.061417579650879, 3.465198040008545, 1.4364893436431885, 2.7348780632019043, 4.830148220062256, 0.0, 0.5177301168441772, 1.4300742149353027, 0.0, 1.0618491172790527, 0.0, 1.67311429977417, 0.0, 0.0, 0.0, 0.0, 0.0, 2.9677951335906982, 2.2577052116394043, 0.0, 0.0, 0.0, 2.0092201232910156, 0.0, 0.5807667374610901, 0.0, 1.6253304481506348, 2.9676904678344727, 3.1299619674682617, 0.0]"
703,"[2.6957502365112305, 1.3231797218322754, 0.0, 4.179955005645752, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.38981032371521, 1.991128921508789, 0.0, 0.0, 0.0, 0.0, 0.0, 4.415340900421143, 0.0, 0.0, 2.601236343383789, 0.0, 2.5775551795959473, 0.0, 2.738262176513672, 2.290694236755371, 1.5903743505477905, 0.0, 0.0, 2.434103012084961, 2.651672840118408, 3.1917080879211426, 1.0582599639892578, 3.7391507625579834, 1.565779209136963, 2.995286464691162, 5.185895919799805, 0.0, 0.5440948009490967, 1.4776651859283447, 0.0, 1.116468906402588, 0.0, 1.7485003471374512, 0.0, 0.0, 0.0, 0.0, 0.0, 3.1389806270599365, 2.4250855445861816, 0.0, 0.0, 0.0, 2.191765308380127, 0.0, 0.7097833156585693, 0.0, 1.7827197313308716, 3.1280317306518555, 3.335850954055786, 0.0]"
