idx,reduced_embeddings
86,"[0.0, 0.0, 0.0, 0.0, 0.0, 2.601591110229492, 1.9018242359161377, 0.0, 0.8006092309951782, 3.575957775115967, 0.0, 2.906667709350586, 0.0, 0.0, 3.689207077026367, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0177958011627197, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8333581686019897, 0.0, 0.0, 0.0, 0.0, 1.1501960754394531, 3.240161180496216, 0.4841328263282776, 0.0, 0.0, 0.0, 0.0, 0.9413499236106873, 0.0, 0.0, 1.0873126983642578, 1.2235418558120728, 2.7684478759765625, 0.0, 0.0, 5.225259780883789, 0.0, 0.0, 1.3405673503875732, 2.456225633621216, 0.0, 0.0, 0.0, 4.524064064025879, 0.0, 2.9776418209075928, 3.2734429836273193, 8.2622652053833, 0.20065733790397644, 0.0, 0.0, 0.0]"
95,"[0.0, 0.0, 0.0, 0.0, 0.0, 2.578346014022827, 1.9585633277893066, 0.0, 0.8598604202270508, 3.5874202251434326, 0.0, 3.0718703269958496, 0.0, 0.0, 3.733382225036621, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9305955767631531, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8097217679023743, 0.0, 0.0, 0.0, 0.0, 1.1490334272384644, 3.260343551635742, 0.5529565811157227, 0.0, 0.0, 0.0, 0.0, 1.0122441053390503, 0.0, 0.0, 1.0826470851898193, 1.200225830078125, 2.704418420791626, 0.0, 0.0, 5.497187614440918, 0.0, 0.0, 1.382714033126831, 2.490945339202881, 0.0, 0.0, 0.0, 4.723099708557129, 0.0, 3.1932342052459717, 3.250061273574829, 8.546353340148926, 0.08965742588043213, 0.0, 0.0, 0.0]"
537,"[0.0, 0.0, 0.0, 0.0, 0.0, 2.5193662643432617, 1.8950610160827637, 0.0, 0.8469945788383484, 3.3754496574401855, 0.0, 3.0239453315734863, 0.0, 0.0, 3.558835029602051, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9761662483215332, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7411748170852661, 0.0, 0.0, 0.0, 0.0, 1.1459834575653076, 3.230806589126587, 0.6122680902481079, 0.0, 0.0, 0.0, 0.0, 0.9225784540176392, 0.0, 0.0, 1.1757632493972778, 1.1974899768829346, 2.621431350708008, 0.0, 0.0, 5.2259087562561035, 0.0, 0.0, 1.3355340957641602, 2.477220058441162, 0.0, 0.0, 0.0, 4.421551704406738, 0.0, 3.1991050243377686, 3.103560447692871, 8.262778282165527, 0.06528809666633606, 0.0, 0.0, 0.0]"
64,"[0.0, 0.0, 0.0, 0.0, 0.0, 2.6039419174194336, 2.1288340091705322, 0.0, 0.6804011464118958, 3.645265579223633, 0.0, 3.044415235519409, 0.0, 0.0, 3.7053844928741455, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6701961755752563, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8597488403320312, 0.0, 0.0, 0.0, 0.0, 0.982911229133606, 3.116537094116211, 0.518547534942627, 0.0, 0.0, 0.0, 0.0, 0.9977766871452332, 0.0, 0.0, 0.9228695631027222, 1.3306461572647095, 2.693990468978882, 0.0, 0.0, 5.654289245605469, 0.0, 0.0, 1.4638011455535889, 2.6079163551330566, 0.0, 0.0, 0.0, 4.677237033843994, 0.0, 2.974130153656006, 3.3401434421539307, 8.521954536437988, 0.1610240936279297, 0.0, 0.0, 0.0]"
563,"[0.0, 0.0, 0.0, 0.0, 0.0, 2.7062253952026367, 1.9328787326812744, 0.0, 0.8695933222770691, 3.4873781204223633, 0.0, 2.9231138229370117, 0.0, 0.0, 3.7371182441711426, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.1093369722366333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7639591693878174, 0.0, 0.0, 0.0, 0.0, 1.2676230669021606, 3.240546703338623, 0.510316014289856, 0.0, 0.0, 0.0, 0.0, 1.0002424716949463, 0.0, 0.0, 1.21384596824646, 1.233904480934143, 2.7073068618774414, 0.0, 0.0, 5.180615425109863, 0.0, 0.0, 1.45702064037323, 2.4739112854003906, 0.0, 0.0, 0.0, 4.508869647979736, 0.0, 3.167236328125, 3.2352051734924316, 8.373151779174805, 0.061556071043014526, 0.0, 0.0, 0.0]"
256,"[0.0, 0.0, 0.0, 0.0, 0.0, 2.6730425357818604, 2.0230207443237305, 0.0, 0.8108283281326294, 3.6156883239746094, 0.0, 3.0323104858398438, 0.0, 0.0, 3.743007183074951, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9778956174850464, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7163392901420593, 0.0, 0.0, 0.0, 0.0, 1.1410709619522095, 3.2553963661193848, 0.5281771421432495, 0.0, 0.0, 0.0, 0.0, 0.9415274858474731, 0.0, 0.0, 1.0937955379486084, 1.1825138330459595, 2.739612579345703, 0.0, 0.0, 5.401707649230957, 0.0, 0.0, 1.3874883651733398, 2.5620737075805664, 0.0, 0.0, 0.0, 4.534945964813232, 0.0, 3.1483707427978516, 3.2957310676574707, 8.455476760864258, 0.1377069354057312, 0.0, 0.0, 0.0]"
161,"[0.0, 0.0, 0.0, 0.0, 0.0, 2.6378774642944336, 1.8786125183105469, 0.0, 0.9857703447341919, 3.444424629211426, 0.0, 3.0170226097106934, 0.0, 0.0, 3.773592233657837, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0930168628692627, 0.0, 0.0, 0.0, 0.0, 0.0, 0.675258457660675, 0.0, 0.0, 0.0, 0.0, 1.3066906929016113, 3.3304600715637207, 0.566133439540863, 0.0, 0.0, 0.0, 0.0, 1.0606693029403687, 0.0, 0.0, 1.2698935270309448, 1.1525896787643433, 2.6821391582489014, 0.0, 0.0, 5.303244590759277, 0.0, 0.0, 1.4741408824920654, 2.426673412322998, 0.0, 0.0, 0.0, 4.701533317565918, 0.0, 3.387617588043213, 3.161637306213379, 8.502595901489258, 0.0, 0.0, 0.0, 0.0]"
548,"[0.0, 0.0, 0.0, 0.0, 0.0, 2.5400054454803467, 1.900825023651123, 0.0, 0.8233299255371094, 3.2690086364746094, 0.0, 2.7736740112304688, 0.0, 0.0, 3.6646955013275146, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0333889722824097, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6428325176239014, 0.0, 0.0, 0.0, 0.0, 1.122107744216919, 3.081118106842041, 0.4915972948074341, 0.0, 0.0, 0.0, 0.0, 1.0055854320526123, 0.0, 0.0, 1.134186863899231, 1.1560091972351074, 2.601147413253784, 0.0, 0.0, 4.992790699005127, 0.0, 0.0, 1.4860482215881348, 2.446275472640991, 0.0, 0.0, 0.0, 4.334578037261963, 0.0, 3.012648105621338, 3.0352628231048584, 7.996791839599609, 0.10640668869018555, 0.0, 0.0, 0.0]"
89,"[0.0, 0.0, 0.0, 0.0, 0.0, 2.5431761741638184, 1.997948169708252, 0.0, 0.7689096927642822, 3.389406681060791, 0.0, 2.8831474781036377, 0.0, 0.0, 3.6106581687927246, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9625669717788696, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6996929049491882, 0.0, 0.0, 0.0, 0.0, 1.0435876846313477, 3.0798416137695312, 0.45610588788986206, 0.0, 0.0, 0.0, 0.0, 0.9382127523422241, 0.0, 0.0, 1.037386417388916, 1.158798098564148, 2.654561996459961, 0.0, 0.0, 5.088254928588867, 0.0, 0.0, 1.4321141242980957, 2.5009732246398926, 0.0, 0.0, 0.0, 4.330283164978027, 0.0, 2.9428858757019043, 3.090155839920044, 8.002153396606445, 0.24953624606132507, 0.0, 0.0, 0.0]"
519,"[0.0, 0.0, 0.0, 0.0, 0.0, 2.6774954795837402, 2.009666919708252, 0.0, 0.8627846240997314, 3.5545434951782227, 0.0, 3.031588077545166, 0.0, 0.0, 3.842960834503174, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0260450839996338, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7372599840164185, 0.0, 0.0, 0.0, 0.0, 1.189911961555481, 3.3893074989318848, 0.5367972254753113, 0.0, 0.0, 0.0, 0.0, 1.0425987243652344, 0.0, 0.0, 1.209977626800537, 1.2552260160446167, 2.816472053527832, 0.0, 0.0, 5.455760478973389, 0.0, 0.0, 1.5188467502593994, 2.606489896774292, 0.0, 0.0, 0.0, 4.716698169708252, 0.0, 3.2207703590393066, 3.2682836055755615, 8.634408950805664, 0.13441196084022522, 0.0, 0.0, 0.0]"
674,"[0.0, 0.0, 0.0, 0.0, 0.0, 2.5311243534088135, 2.015528678894043, 0.0, 0.7313469648361206, 3.476630210876465, 0.0, 2.880967617034912, 0.0, 0.0, 3.5552287101745605, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8906660079956055, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7546311020851135, 0.0, 0.0, 0.0, 0.0, 1.0087569952011108, 3.0762667655944824, 0.48128044605255127, 0.0, 0.0, 0.0, 0.0, 0.8956725001335144, 0.0, 0.0, 0.9778139591217041, 1.1545240879058838, 2.6175999641418457, 0.0, 0.0, 5.159682750701904, 0.0, 0.0, 1.4045031070709229, 2.533128023147583, 0.0, 0.0, 0.0, 4.295389652252197, 0.0, 2.8720929622650146, 3.0938801765441895, 8.004920959472656, 0.24149352312088013, 0.0, 0.0, 0.0]"
599,"[0.0, 0.0, 0.0, 0.0, 0.0, 2.625582218170166, 1.9036965370178223, 0.0, 0.8096161484718323, 3.398784875869751, 0.0, 2.816093683242798, 0.0, 0.0, 3.6073951721191406, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0326439142227173, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6856184005737305, 0.0, 0.0, 0.0, 0.0, 1.1621909141540527, 3.1014018058776855, 0.4407348036766052, 0.0, 0.0, 0.0, 0.0, 0.947625994682312, 0.0, 0.0, 1.0818612575531006, 1.1406534910202026, 2.647264003753662, 0.0, 0.0, 5.021063804626465, 0.0, 0.0, 1.380185842514038, 2.420600414276123, 0.0, 0.0, 0.0, 4.286357879638672, 0.0, 2.9514636993408203, 3.1172683238983154, 7.988164901733398, 0.17539158463478088, 0.0, 0.0, 0.0]"
408,"[0.0, 0.0, 0.0, 0.0, 0.0, 2.6165871620178223, 1.816641092300415, 0.0, 0.9057660698890686, 3.3122501373291016, 0.0, 2.7519068717956543, 0.0, 0.0, 3.6196494102478027, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2208136320114136, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6372449398040771, 0.0, 0.0, 0.0, 0.0, 1.312974214553833, 3.2166173458099365, 0.4574470520019531, 0.0, 0.0, 0.0, 0.0, 0.9760625958442688, 0.0, 0.0, 1.2382210493087769, 1.0522352457046509, 2.6509225368499756, 0.0, 0.0, 4.882648468017578, 0.0, 0.0, 1.4224961996078491, 2.352956533432007, 0.0, 0.0, 0.0, 4.278329849243164, 0.0, 3.0621886253356934, 3.0207080841064453, 7.978536605834961, 0.08097866177558899, 0.0, 0.0, 0.0]"
375,"[0.0, 0.0, 0.0, 0.0, 0.0, 2.6934256553649902, 1.9975006580352783, 0.0, 0.8318819999694824, 3.6402392387390137, 0.0, 3.045501947402954, 0.0, 0.0, 3.810622215270996, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.017871618270874, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8689805269241333, 0.0, 0.0, 0.0, 0.0, 1.1411702632904053, 3.3336901664733887, 0.47579875588417053, 0.0, 0.0, 0.0, 0.0, 0.9881433248519897, 0.0, 0.0, 1.0932964086532593, 1.2573425769805908, 2.8046646118164062, 0.0, 0.0, 5.513443946838379, 0.0, 0.0, 1.443390130996704, 2.5042598247528076, 0.0, 0.0, 0.0, 4.698267459869385, 0.0, 3.1184754371643066, 3.3077454566955566, 8.578123092651367, 0.15547645092010498, 0.0, 0.0, 0.0]"
159,"[0.0, 0.0, 0.0, 0.0, 0.0, 2.725755453109741, 1.939103603363037, 0.0, 0.945493757724762, 3.5727128982543945, 0.0, 3.007692337036133, 0.0, 0.0, 3.8893637657165527, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2138906717300415, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7151850461959839, 0.0, 0.0, 0.0, 0.0, 1.2909103631973267, 3.428093433380127, 0.5499961376190186, 0.0, 0.0, 0.0, 0.0, 1.0753995180130005, 0.0, 0.0, 1.269105315208435, 1.2133455276489258, 2.744950532913208, 0.0, 0.0, 5.39334774017334, 0.0, 0.0, 1.498622179031372, 2.4390933513641357, 0.0, 0.0, 0.0, 4.803225040435791, 0.0, 3.2905635833740234, 3.242201328277588, 8.707258224487305, 0.05110982060432434, 0.0, 0.0, 0.0]"
78,"[0.0, 0.0, 0.0, 0.0, 0.0, 2.546097993850708, 1.947854995727539, 0.0, 0.8488178253173828, 3.465071678161621, 0.0, 2.9922127723693848, 0.0, 0.0, 3.6421751976013184, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9114233255386353, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7467451095581055, 0.0, 0.0, 0.0, 0.0, 1.1862671375274658, 3.1883058547973633, 0.639929473400116, 0.0, 0.0, 0.0, 0.0, 1.0258022546768188, 0.0, 0.0, 1.1234970092773438, 1.2072639465332031, 2.61136531829834, 0.0, 0.0, 5.269004821777344, 0.0, 0.0, 1.3986798524856567, 2.4892184734344482, 0.0, 0.0, 0.0, 4.648748874664307, 0.0, 3.1413612365722656, 3.206408739089966, 8.387321472167969, 0.042144984006881714, 0.0, 0.0, 0.0]"
839,"[0.0, 0.0, 0.0, 0.0, 0.0, 2.593557596206665, 1.9948058128356934, 0.0, 0.7813934087753296, 3.4566774368286133, 0.0, 2.8530890941619873, 0.0, 0.0, 3.633235454559326, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9812312126159668, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7431384921073914, 0.0, 0.0, 0.0, 0.0, 1.1026501655578613, 3.0662248134613037, 0.4546205699443817, 0.0, 0.0, 0.0, 0.0, 0.9979682564735413, 0.0, 0.0, 1.0460783243179321, 1.1409329175949097, 2.627495288848877, 0.0, 0.0, 5.081669807434082, 0.0, 0.0, 1.4517488479614258, 2.460331916809082, 0.0, 0.0, 0.0, 4.310471534729004, 0.0, 2.939242362976074, 3.1126599311828613, 8.03093433380127, 0.1736449897289276, 0.0, 0.0, 0.0]"
333,"[0.0, 0.0, 0.0, 0.0, 0.0, 2.583359479904175, 1.9760668277740479, 0.0, 0.7756656408309937, 3.5765738487243652, 0.0, 2.96397066116333, 0.0, 0.0, 3.6664485931396484, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9471508264541626, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8285834789276123, 0.0, 0.0, 0.0, 0.0, 1.0987310409545898, 3.20754337310791, 0.5616364479064941, 0.0, 0.0, 0.0, 0.0, 0.9641187787055969, 0.0, 0.0, 1.0282776355743408, 1.1705560684204102, 2.6872215270996094, 0.0, 0.0, 5.3945770263671875, 0.0, 0.0, 1.3774384260177612, 2.4867982864379883, 0.0, 0.0, 0.0, 4.579031944274902, 0.0, 3.103320837020874, 3.263526201248169, 8.359668731689453, 0.11427140235900879, 0.0, 0.0, 0.0]"
10,"[0.0, 0.0, 0.0, 0.0, 0.0, 2.676474094390869, 1.8111680746078491, 0.0, 0.9470041990280151, 3.3623530864715576, 0.0, 2.8823299407958984, 0.0, 0.0, 3.7507338523864746, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.235980749130249, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6578634977340698, 0.0, 0.0, 0.0, 0.0, 1.2684046030044556, 3.35589599609375, 0.49475526809692383, 0.0, 0.0, 0.0, 0.0, 1.0111052989959717, 0.0, 0.0, 1.2750999927520752, 1.1685378551483154, 2.6551945209503174, 0.0, 0.0, 5.145997047424316, 0.0, 0.0, 1.484316110610962, 2.3353922367095947, 0.0, 0.0, 0.0, 4.608020782470703, 0.0, 3.225959539413452, 3.0831186771392822, 8.404935836791992, 0.0, 0.0, 0.0, 0.0]"
347,"[0.0, 0.0, 0.0, 0.0, 0.0, 2.644268751144409, 2.0596423149108887, 0.0, 0.8001174926757812, 3.5261764526367188, 0.0, 2.928420305252075, 0.0, 0.0, 3.734964609146118, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9502103328704834, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7826026678085327, 0.0, 0.0, 0.0, 0.0, 1.1626558303833008, 3.1162447929382324, 0.4716331958770752, 0.0, 0.0, 0.0, 0.0, 0.956820011138916, 0.0, 0.0, 1.0692758560180664, 1.2569105625152588, 2.732180118560791, 0.0, 0.0, 5.2599005699157715, 0.0, 0.0, 1.4589762687683105, 2.6202051639556885, 0.0, 0.0, 0.0, 4.414373397827148, 0.0, 2.9740498065948486, 3.240208387374878, 8.271632194519043, 0.19125905632972717, 0.0, 0.0, 0.0]"
276,"[0.0, 0.0, 0.0, 0.0, 0.0, 2.577275037765503, 2.09131121635437, 0.0, 0.7207748293876648, 3.6136627197265625, 0.0, 2.989861011505127, 0.0, 0.0, 3.7065086364746094, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.846036434173584, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8562564849853516, 0.0, 0.0, 0.0, 0.0, 1.0431517362594604, 3.0881333351135254, 0.5425428152084351, 0.0, 0.0, 0.0, 0.0, 1.0370409488677979, 0.0, 0.0, 0.9479620456695557, 1.2486670017242432, 2.6382102966308594, 0.0, 0.0, 5.44671630859375, 0.0, 0.0, 1.4592657089233398, 2.574960708618164, 0.0, 0.0, 0.0, 4.582524299621582, 0.0, 2.988776683807373, 3.227149248123169, 8.382017135620117, 0.19166690111160278, 0.0, 0.0, 0.0]"
840,"[0.0, 0.0, 0.0, 0.0, 0.0, 2.615490674972534, 1.9887001514434814, 0.0, 0.7952448129653931, 3.532431125640869, 0.0, 2.964827299118042, 0.0, 0.0, 3.723180055618286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9087198972702026, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7862116098403931, 0.0, 0.0, 0.0, 0.0, 1.127503752708435, 3.118957996368408, 0.5141543745994568, 0.0, 0.0, 0.0, 0.0, 1.0498218536376953, 0.0, 0.0, 1.0232316255569458, 1.2397819757461548, 2.661012887954712, 0.0, 0.0, 5.3401875495910645, 0.0, 0.0, 1.486621379852295, 2.5027084350585938, 0.0, 0.0, 0.0, 4.605438232421875, 0.0, 3.038790464401245, 3.238784074783325, 8.36697006225586, 0.10189291834831238, 0.0, 0.0, 0.0]"
