idx,reduced_embeddings
786,"[1.428938388824463, 1.9405360221862793, 0.0, 0.0, 0.0, 0.0, 0.0, 3.9287524223327637, 0.5432657599449158, 0.0, 0.0, 4.259912490844727, 0.5241792798042297, 1.4820976257324219, 0.0, 2.968626022338867, 0.0, 0.0, 0.0, 4.948756217956543, 0.0, 0.0, 4.193854331970215, 3.457479476928711, 0.0, 0.0, 0.0, 0.0, 0.0, 2.3079376220703125, 4.4423699378967285, 2.4332165718078613, 0.0, 0.0, 1.5726141929626465, 0.0, 0.0, 0.0, 0.0, 0.5955868363380432, 2.7156314849853516, 0.0, 0.0, 1.6765111684799194, 0.0, 0.0, 3.063044309616089, 0.0, 3.183168411254883, 0.0, 1.1337182521820068, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7938911318778992, 2.1477649211883545, 0.0, 0.0, 0.0, 0.0, 0.0]"
384,"[1.4395326375961304, 1.8257415294647217, 0.0, 0.0, 0.0, 0.0, 0.0, 3.802072525024414, 0.4831262528896332, 0.0, 0.0, 4.048086166381836, 0.7123851180076599, 1.583154320716858, 0.0, 2.9652798175811768, 0.0, 0.0, 0.0, 5.170722961425781, 0.0, 0.0, 4.0436906814575195, 3.4638357162475586, 0.0, 0.08846844732761383, 0.0, 0.0, 0.0, 2.4307637214660645, 4.480584144592285, 2.148599147796631, 0.0, 0.0, 1.7754161357879639, 0.0, 0.0, 0.0, 0.0, 0.7254173159599304, 2.8377866744995117, 0.0, 0.0, 1.7189476490020752, 0.0, 0.0, 3.0079479217529297, 0.0, 3.383065700531006, 0.0, 1.1968293190002441, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7701281309127808, 1.9167063236236572, 0.0, 0.0, 0.0, 0.0, 0.0]"
345,"[1.4548561573028564, 1.9376120567321777, 0.0, 0.0, 0.0, 0.0, 0.0, 3.8481860160827637, 0.5170628428459167, 0.0, 0.0, 4.181017875671387, 0.6680164933204651, 1.6628706455230713, 0.0, 2.9736807346343994, 0.0, 0.0, 0.0, 5.245729446411133, 0.0, 0.0, 4.106136322021484, 3.433596611022949, 0.0, 0.07527702301740646, 0.0, 0.0, 0.0, 2.4608795642852783, 4.517914772033691, 2.2564101219177246, 0.0, 0.0, 1.7560734748840332, 0.0, 0.0, 0.0, 0.0, 0.7285276651382446, 2.8677704334259033, 0.0, 0.0, 1.7052640914916992, 0.0, 0.0, 3.0908398628234863, 0.0, 3.37773060798645, 0.0, 1.2614550590515137, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8546328544616699, 2.108581066131592, 0.0, 0.0, 0.0, 0.0, 0.0]"
115,"[1.512406826019287, 1.9720935821533203, 0.0, 0.0, 0.0, 0.0, 0.0, 4.13286018371582, 0.522817850112915, 0.0, 0.0, 4.437613010406494, 0.6211455464363098, 1.6351356506347656, 0.0, 3.1420512199401855, 0.0, 0.0, 0.0, 5.285088062286377, 0.0, 0.0, 4.338210105895996, 3.4969773292541504, 0.0, 0.02944219298660755, 0.0, 0.0, 0.0, 2.4333534240722656, 4.653491020202637, 2.398787021636963, 0.0, 0.0, 1.7871395349502563, 0.0, 0.0, 0.0, 0.0, 0.7204170227050781, 2.817465305328369, 0.0, 0.0, 1.7974941730499268, 0.0, 0.0, 3.1465694904327393, 0.0, 3.4660210609436035, 0.0, 1.2132985591888428, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8361591100692749, 2.175886631011963, 0.0, 0.0, 0.0, 0.0, 0.0]"
722,"[1.306060791015625, 1.668823480606079, 0.0, 0.0, 0.0, 0.0, 0.0, 3.816258668899536, 0.4797843098640442, 0.0, 0.0, 4.050289154052734, 0.6410015821456909, 1.5407519340515137, 0.0, 2.9342589378356934, 0.0, 0.0, 0.0, 4.73759651184082, 0.0, 0.0, 3.9319918155670166, 3.1197237968444824, 0.0, 0.10391422361135483, 0.0, 0.0, 0.0, 2.1261043548583984, 4.224002838134766, 2.2177276611328125, 0.0, 0.0, 1.6484956741333008, 0.0, 0.0, 0.0, 0.0, 0.715662956237793, 2.431950092315674, 0.0, 0.0, 1.5965152978897095, 0.0, 0.0, 2.839520215988159, 0.0, 3.190265655517578, 0.0, 0.9705569744110107, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7168887257575989, 2.0856401920318604, 0.0, 0.0, 0.0, 0.0, 0.0]"
342,"[1.1963510513305664, 1.6466220617294312, 0.0, 0.0, 0.0, 0.0, 0.0, 3.436798095703125, 0.2734287977218628, 0.0, 0.0, 3.6066503524780273, 0.7046561241149902, 1.6141961812973022, 0.0, 2.7649528980255127, 0.0, 0.0, 0.0, 4.9167351722717285, 0.0, 0.0, 3.7322049140930176, 3.236603260040283, 0.0, 0.12685176730155945, 0.0, 0.0, 0.0, 2.3379452228546143, 4.133388519287109, 1.6032567024230957, 0.0, 0.0, 1.7708327770233154, 0.0, 0.0, 0.0, 0.0, 0.720920205116272, 2.841301441192627, 0.0, 0.0, 1.6712037324905396, 0.0, 0.0, 2.6936779022216797, 0.0, 3.1858205795288086, 0.0, 1.2668859958648682, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7095283269882202, 1.5823355913162231, 0.0, 0.0, 0.0, 0.0, 0.0]"
489,"[1.4759838581085205, 1.9361803531646729, 0.0, 0.0, 0.0, 0.0, 0.0, 3.9501259326934814, 0.49412596225738525, 0.0, 0.0, 4.236915588378906, 0.6980863809585571, 1.6796311140060425, 0.0, 3.0895838737487793, 0.0, 0.0, 0.0, 5.4885149002075195, 0.0, 0.0, 4.241275310516357, 3.6471571922302246, 0.0, 0.05938762426376343, 0.0, 0.0, 0.0, 2.5225281715393066, 4.7049946784973145, 2.2522430419921875, 0.0, 0.0, 1.7995820045471191, 0.0, 0.0, 0.0, 0.0, 0.7589855194091797, 2.9907760620117188, 0.0, 0.0, 1.7854936122894287, 0.0, 0.0, 3.17598032951355, 0.0, 3.5178582668304443, 0.0, 1.2955937385559082, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7888019680976868, 2.0142879486083984, 0.0, 0.0, 0.0, 0.0, 0.0]"
739,"[1.4268521070480347, 1.7749264240264893, 0.0, 0.0, 0.0, 0.0, 0.0, 4.117092609405518, 0.41642239689826965, 0.0, 0.0, 4.290212631225586, 0.6960616111755371, 1.7742290496826172, 0.0, 3.1579370498657227, 0.0, 0.0, 0.0, 5.183825492858887, 0.0, 0.0, 4.2256760597229, 3.369351863861084, 0.0, 0.14024673402309418, 0.0, 0.0, 0.0, 2.344031810760498, 4.525859832763672, 2.184187889099121, 0.0, 0.0, 1.8065828084945679, 0.0, 0.0, 0.0, 0.0, 0.7797168493270874, 2.6958274841308594, 0.0, 0.0, 1.8221324682235718, 0.0, 0.0, 2.9944682121276855, 0.0, 3.4675559997558594, 0.0, 1.0891039371490479, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8937665224075317, 2.1699204444885254, 0.0, 0.0, 0.0, 0.0, 0.0]"
97,"[1.4605958461761475, 1.8046568632125854, 0.0, 0.0, 0.0, 0.0, 0.0, 3.931809425354004, 0.515744149684906, 0.0, 0.0, 4.1859660148620605, 0.69435715675354, 1.6767637729644775, 0.0, 2.9543943405151367, 0.0, 0.0, 0.0, 5.066413879394531, 0.0, 0.0, 4.0640764236450195, 3.2853331565856934, 0.0, 0.12496000528335571, 0.0, 0.0, 0.0, 2.2607522010803223, 4.403883457183838, 2.175724506378174, 0.0, 0.0, 1.7419025897979736, 0.0, 0.0, 0.0, 0.0, 0.744437575340271, 2.633838176727295, 0.0, 0.0, 1.6978310346603394, 0.0, 0.0, 2.995053291320801, 0.0, 3.3740665912628174, 0.0, 1.1011130809783936, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7831611633300781, 2.0831055641174316, 0.0, 0.0, 0.0, 0.0, 0.0]"
13,"[1.3748537302017212, 1.7768646478652954, 0.0, 0.0, 0.0, 0.0, 0.0, 3.9414429664611816, 0.44588565826416016, 0.0, 0.0, 4.198714256286621, 0.6522682309150696, 1.6024775505065918, 0.0, 3.002474784851074, 0.0, 0.0, 0.0, 5.007607460021973, 0.0, 0.0, 4.118368148803711, 3.283475875854492, 0.0, 0.13235777616500854, 0.0, 0.0, 0.0, 2.2355051040649414, 4.423712253570557, 2.2187678813934326, 0.0, 0.0, 1.6995322704315186, 0.0, 0.0, 0.0, 0.0, 0.7673811912536621, 2.662386894226074, 0.0, 0.0, 1.762748122215271, 0.0, 0.0, 2.9279704093933105, 0.0, 3.3632192611694336, 0.0, 1.1879823207855225, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7580821514129639, 2.0181851387023926, 0.0, 0.0, 0.0, 0.0, 0.0]"
460,"[1.4372889995574951, 1.8725162744522095, 0.0, 0.0, 0.0, 0.0, 0.0, 3.836000442504883, 0.584816575050354, 0.0, 0.0, 3.967498779296875, 0.728144109249115, 1.6802728176116943, 0.0, 2.749152421951294, 0.0, 0.0, 0.0, 5.072780609130859, 0.0, 0.0, 4.006143569946289, 3.128376007080078, 0.0, 0.0817330926656723, 0.0, 0.0, 0.0, 2.404228687286377, 4.329543113708496, 2.067654609680176, 0.0, 0.0, 1.5845794677734375, 0.0, 0.0, 0.0, 0.0, 0.7701497077941895, 2.653672695159912, 0.0, 0.0, 1.6841565370559692, 0.0, 0.0, 2.8976941108703613, 0.0, 3.208933115005493, 0.0, 1.281585693359375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8099952936172485, 2.046173334121704, 0.0, 0.0, 0.0, 0.0, 0.0]"
88,"[1.492957353591919, 1.9016714096069336, 0.0, 0.0, 0.0, 0.0, 0.0, 4.025297164916992, 0.5756934285163879, 0.0, 0.0, 4.1453399658203125, 0.7188751697540283, 1.7878787517547607, 0.0, 2.961503505706787, 0.0, 0.0, 0.0, 5.390138626098633, 0.0, 0.0, 4.166867256164551, 3.379859685897827, 0.0, 0.061875469982624054, 0.0, 0.0, 0.0, 2.5234298706054688, 4.547907829284668, 2.03922963142395, 0.0, 0.0, 1.7441692352294922, 0.0, 0.0, 0.0, 0.0, 0.7477778792381287, 2.8853650093078613, 0.0, 0.0, 1.7874953746795654, 0.0, 0.0, 3.0762627124786377, 0.0, 3.410878896713257, 0.0, 1.3189003467559814, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.840423583984375, 2.0353026390075684, 0.0, 0.0, 0.0, 0.0, 0.0]"
462,"[1.5186188220977783, 1.8853213787078857, 0.0, 0.0, 0.0, 0.0, 0.0, 4.05174446105957, 0.5290272831916809, 0.0, 0.0, 4.374129772186279, 0.6038740277290344, 1.5914690494537354, 0.0, 3.0385446548461914, 0.0, 0.0, 0.0, 5.213924407958984, 0.0, 0.0, 4.250115394592285, 3.4232704639434814, 0.0, 0.0652160570025444, 0.0, 0.0, 0.0, 2.365675687789917, 4.57225227355957, 2.370041847229004, 0.0, 0.0, 1.726911187171936, 0.0, 0.0, 0.0, 0.0, 0.7361057996749878, 2.7032270431518555, 0.0, 0.0, 1.771591067314148, 0.0, 0.0, 3.0628318786621094, 0.0, 3.4048304557800293, 0.0, 1.197908878326416, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8148471713066101, 2.1637465953826904, 0.0, 0.0, 0.0, 0.0, 0.0]"
75,"[1.2893396615982056, 1.7051035165786743, 0.0, 0.0, 0.0, 0.0, 0.0, 3.5825843811035156, 0.46028754115104675, 0.0, 0.0, 3.874864101409912, 0.6124119758605957, 1.4192335605621338, 0.0, 2.817727565765381, 0.0, 0.0, 0.0, 4.728209018707275, 0.0, 0.0, 3.751021146774292, 3.1863698959350586, 0.0, 0.002544362097978592, 0.0, 0.0, 0.0, 2.1457674503326416, 4.179594039916992, 2.152381420135498, 0.0, 0.0, 1.6159923076629639, 0.0, 0.0, 0.0, 0.0, 0.7077809572219849, 2.4761767387390137, 0.0, 0.0, 1.5118974447250366, 0.0, 0.0, 2.841045379638672, 0.0, 3.150851011276245, 0.0, 1.0565205812454224, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.702630341053009, 1.9373862743377686, 0.0, 0.0, 0.0, 0.0, 0.0]"
701,"[1.4822847843170166, 1.820401668548584, 0.0, 0.0, 0.0, 0.0, 0.0, 3.8201346397399902, 0.568718433380127, 0.0, 0.0, 3.972378730773926, 0.5812581181526184, 1.6051323413848877, 0.0, 2.76100754737854, 0.0, 0.0, 0.0, 4.97899055480957, 0.0, 0.0, 3.9494848251342773, 3.199479341506958, 0.0, 0.0, 0.0, 0.0, 0.0, 2.3111259937286377, 4.356156826019287, 2.1574645042419434, 0.0, 0.0, 1.6333577632904053, 0.0, 0.0, 0.0, 0.0, 0.694464385509491, 2.642571210861206, 0.0, 0.0, 1.6592717170715332, 0.0, 0.0, 2.9681410789489746, 0.0, 3.1985297203063965, 0.0, 1.2232213020324707, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8011828660964966, 1.9875766038894653, 0.0, 0.0, 0.0, 0.0, 0.0]"
470,"[1.467047929763794, 1.853804349899292, 0.0, 0.0, 0.0, 0.0, 0.0, 3.8655638694763184, 0.5662426352500916, 0.0, 0.0, 4.174237251281738, 0.5068697333335876, 1.4297432899475098, 0.0, 2.873875141143799, 0.0, 0.0, 0.0, 4.852767467498779, 0.0, 0.0, 4.066635608673096, 3.3315589427948, 0.0, 0.0, 0.0, 0.0, 0.0, 2.2175192832946777, 4.377684116363525, 2.3649702072143555, 0.0, 0.0, 1.5480842590332031, 0.0, 0.0, 0.0, 0.0, 0.6300002336502075, 2.6545944213867188, 0.0, 0.0, 1.6517884731292725, 0.0, 0.0, 2.9730234146118164, 0.0, 3.1792759895324707, 0.0, 1.1641454696655273, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7643239498138428, 2.0582480430603027, 0.0, 0.0, 0.0, 0.0, 0.0]"
244,"[1.447697639465332, 1.855811357498169, 0.0, 0.0, 0.0, 0.0, 0.0, 4.116114616394043, 0.4748401641845703, 0.0, 0.0, 4.39089298248291, 0.6546871066093445, 1.704864263534546, 0.0, 3.126980781555176, 0.0, 0.0, 0.0, 5.240851402282715, 0.0, 0.0, 4.302827835083008, 3.392733573913574, 0.0, 0.08205840736627579, 0.0, 0.0, 0.0, 2.4186758995056152, 4.580367565155029, 2.2480156421661377, 0.0, 0.0, 1.7636666297912598, 0.0, 0.0, 0.0, 0.0, 0.7434621453285217, 2.7632861137390137, 0.0, 0.0, 1.82359778881073, 0.0, 0.0, 3.0886402130126953, 0.0, 3.4161605834960938, 0.0, 1.1745399236679077, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8403358459472656, 2.1379363536834717, 0.0, 0.0, 0.0, 0.0, 0.0]"
407,"[1.185434103012085, 1.524388313293457, 0.0, 0.0, 0.0, 0.0, 0.0, 3.4352481365203857, 0.31154727935791016, 0.0, 0.0, 3.5029618740081787, 0.6591619253158569, 1.5399377346038818, 0.0, 2.704084873199463, 0.0, 0.0, 0.0, 4.794891834259033, 0.0, 0.0, 3.7415103912353516, 3.2034287452697754, 0.0, 0.10525987297296524, 0.0, 0.0, 0.0, 2.311558246612549, 3.91807222366333, 1.4949932098388672, 0.0, 0.0, 1.6491458415985107, 0.0, 0.0, 0.0, 0.0, 0.6744717359542847, 2.80108642578125, 0.0, 0.0, 1.667709231376648, 0.0, 0.0, 2.6236302852630615, 0.0, 3.03324294090271, 0.0, 1.2694264650344849, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7777988314628601, 1.532004714012146, 0.0, 0.0, 0.0, 0.0, 0.0]"
673,"[1.4711484909057617, 1.854964017868042, 0.0, 0.0, 0.0, 0.0, 0.0, 4.004190921783447, 0.4998122453689575, 0.0, 0.0, 4.2733869552612305, 0.6507515907287598, 1.6535896062850952, 0.0, 3.026517391204834, 0.0, 0.0, 0.0, 5.2165679931640625, 0.0, 0.0, 4.224018573760986, 3.444103240966797, 0.0, 0.091842420399189, 0.0, 0.0, 0.0, 2.4015769958496094, 4.532756805419922, 2.2715494632720947, 0.0, 0.0, 1.7797456979751587, 0.0, 0.0, 0.0, 0.0, 0.7380603551864624, 2.8047423362731934, 0.0, 0.0, 1.737472414970398, 0.0, 0.0, 3.1054625511169434, 0.0, 3.4060235023498535, 0.0, 1.1712753772735596, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8175972700119019, 2.09143328666687, 0.0, 0.0, 0.0, 0.0, 0.0]"
38,"[1.4272083044052124, 1.8321768045425415, 0.0, 0.0, 0.0, 0.0, 0.0, 3.9773221015930176, 0.44130244851112366, 0.0, 0.0, 4.144433975219727, 0.6802259087562561, 1.7388834953308105, 0.0, 3.007164478302002, 0.0, 0.0, 0.0, 5.210781574249268, 0.0, 0.0, 4.177293300628662, 3.417935371398926, 0.0, 0.11204905062913895, 0.0, 0.0, 0.0, 2.424696683883667, 4.473625659942627, 2.010915517807007, 0.0, 0.0, 1.7450761795043945, 0.0, 0.0, 0.0, 0.0, 0.7598260045051575, 2.8384292125701904, 0.0, 0.0, 1.8230254650115967, 0.0, 0.0, 2.9931888580322266, 0.0, 3.430290460586548, 0.0, 1.2300572395324707, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8898924589157104, 2.043855667114258, 0.0, 0.0, 0.0, 0.0, 0.0]"
810,"[1.4325402975082397, 1.8564151525497437, 0.0, 0.0, 0.0, 0.0, 0.0, 3.926723003387451, 0.47461411356925964, 0.0, 0.0, 4.178656101226807, 0.691222071647644, 1.6314632892608643, 0.0, 3.0051631927490234, 0.0, 0.0, 0.0, 5.061573028564453, 0.0, 0.0, 4.123480796813965, 3.3294169902801514, 0.0, 0.07654377073049545, 0.0, 0.0, 0.0, 2.331264019012451, 4.440610885620117, 2.247159242630005, 0.0, 0.0, 1.7072691917419434, 0.0, 0.0, 0.0, 0.0, 0.7071208357810974, 2.6856768131256104, 0.0, 0.0, 1.672394037246704, 0.0, 0.0, 2.983924388885498, 0.0, 3.3133206367492676, 0.0, 1.1232678890228271, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7707608938217163, 2.098414421081543, 0.0, 0.0, 0.0, 0.0, 0.0]"
76,"[1.4834076166152954, 1.8588088750839233, 0.0, 0.0, 0.0, 0.0, 0.0, 4.1231584548950195, 0.5040673017501831, 0.0, 0.0, 4.4677019119262695, 0.5655004382133484, 1.5979686975479126, 0.0, 3.1264426708221436, 0.0, 0.0, 0.0, 5.108486175537109, 0.0, 0.0, 4.295421600341797, 3.4048871994018555, 0.0, 0.0780722126364708, 0.0, 0.0, 0.0, 2.2720232009887695, 4.598514556884766, 2.46273136138916, 0.0, 0.0, 1.6956534385681152, 0.0, 0.0, 0.0, 0.0, 0.7120935916900635, 2.6634421348571777, 0.0, 0.0, 1.7706928253173828, 0.0, 0.0, 3.062222957611084, 0.0, 3.4156301021575928, 0.0, 1.1108393669128418, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8298999071121216, 2.2083239555358887, 0.0, 0.0, 0.0, 0.0, 0.0]"
